Current Date:,9/27/2022,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
9/26/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.053,.053,C,C,.050,.050,.042,.036,.048,.056,.065,.073,.074,.069,.065,.057,.054,.050,.044,.041,.040,.045,.047,.039,.052,.074,12
,CHULA VISTA,.025,.021,C,C,.003,.008,.011,.020,.026,.034,.045,.050,.049,.045,.043,.040,.039,.035,.029,.023,.017,.016,.015,.020,.027,.050,11
,DOWNTOWN SES,.031,.030,C,C,.017,.019,.021,.026,.030,.035,.041,.045,.040,.035,.037,.036,.034,.029,.033,.033,.028,.016,.018,.029,.030,.045,11
,EL CAJON LES,.024,.022,C,C,C,.006,.010,.015,.036,.048,.058,.063,.062,.055,.052,.049,.045,.039,.033,.029,.027,.015,.012,.012,.033,.063,11
,KEARNY MESA,.032,.028,C,C,.013,.016,.022,.036,.039,.045,.053,.055,.050,.050,.049,.049,.051,.046,.041,.038,.033,.022,.022,.023,.036,.055,11
,OTAY MESA DVN,,,,,,,,P,.034,.042,.044,.051,.055,.050,.050,.043,.039,.035,.031,.027,.019,.008,.008,.010,.034,.055,12
,PENDLETON,.022,.023,C,C,.009,.009,.012,.022,.034,.038,.045,.045,.043,.042,.045,.042,.042,.043,.042,.040,.020,.021,.013,.019,.030,.045,10
03 NO2 PPB,ALPINE,1.7,1.4,C,C,3.5,3.0,5.2,9.0,5.4,3.4,2.8,2.3,2.1,1.9,1.9,2.0,2.9,3.9,5.3,6.1,6.4,2.1,1.9,3.9,3.5,9.0,07
,CARMEL MT RCH,11.1,11.7,C,C,22.8,24.7,22.7,23.6,18.1,23.8,19.2,15.2,15.3,14.4,17.1,13.3,13.2,16.1,17.2,23.5,27.4,28.8,20.1,15.4,18.8,28.8,21
,CHULA VISTA,6.4,6.5,C,C,14.2,17.9,16.6,14.5,17.4,14.4,7.5,5.1,4.2,4.2,5.4,4.9,6.2,6.7,11.2,15.1,15.9,13.8,12.4,8.3,10.4,17.9,05
,DOWNTOWN SES,5.4,4.8,C,C,12.8,12.9,13.5,10.6,7.7,9.8,8.9,8.0,8.5,10.2,7.4,7.2,10.4,15.4,8.9,7.6,13.9,21.8,16.9,5.5,10.3,21.8,21
,EL CAJON LES,6.3,6.2,C,C,C,17.3,13.6,17.5,8.2,8.3,5.2,4.1,3.4,3.0,3.4,4.3,4.4,7.0,11.8,13.8,11.7,14.6,14.7,12.6,9.1,17.5,07
,KEARNY MESA,4.2,6.0,C,C,14.2,16.3,12.9,4.6,4.4,4.6,3.7,3.4,2.6,2.9,3.0,2.6,3.6,4.8,5.2,4.8,7.9,12.6,10.6,9.3,6.5,16.3,05
,OTAY MESA DVN,,,,,,,,P,4.6,4.5,9.4,6.9,3.5,3.4,3.8,3.9,3.4,4.7,5.5,4.7,7.1,22.3,19.3,15.3,7.6,22.3,21
,PENDLETON,9.7,8.9,C,C,17.7,15.6,13.3,11.9,9.3,5.7,4.5,3.6,5.2,9.1,6.6,2.6,2.4,2.4,2.5,4.6,21.3,15.6,21.7,16.2,9.5,21.7,22
04 NO PPB,ALPINE,.0,.0,C,C,.4,.7,.9,2.3,1.1,.5,.2,.2,.1,.1,.1,.1,.1,.0,.0,.1,.1,.1,.0,.0,.3,2.3,07
,OTAY MESA DVN,,,,,,,,P,1.7,1.5,3.1,2.1,.9,1.0,1.1,1.2,.7,.3,.3,.3,1.1,5.2,5.2,3.6,1.8,5.2,21
,PENDLETON,2.9,.2,C,C,3.9,3.8,4.3,5.8,4.8,1.6,.7,.4,2.0,6.0,2.4,.2,.0,.0,.0,.0,5.0,.1,.2,.1,2.0,6.0,13
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,.5,.6,.7,.7,.5,.5,.5,.6,.6,.6,.7,.6,.6,.6,.6,.7,.6,.7,.6,.4,.6,.7,06
10 INTMP °C,ALPINE,26,25,26,26,26,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,00
,CARMEL MT RCH,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,03
,CHULA VISTA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,DOWNTOWN SES,25,26,26,25,25,26,26,25,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,26,01
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,,,,,,,,P,26,25,25,25,24,24,25,24,23,23,24,25,25,26,26,26,25,26,08
,PENDLETON,26,26,26,26,26,26,26,26,25,25,25,26,26,26,26,26,26,25,25,25,26,26,26,26,26,26,00
11 PM2.5 µg/M3,ALPINE,7.1,7.0,7.1,6.8,6.3,6.4,6.2,4.8,6.1,6.2,7.4,7.6,8.7,8.6,7.6,6.9,6.5,6.6,6.7,7.1,7.3,8.5,10.0,6.9,7.1,10.0,22
,DOWNTOWN SES,12.1,12.2,12.3,12.4,12.9,12.5,13.1,12.1,12.5,12.5,12.5,11.5,11.7,10.1,10.0,9.8,10.4,11.4,11.3,11.2,11.3,12.4,12.6,10.6,11.7,13.1,06
,EL CAJON LES,9.2,9.7,9.8,9.7,9.9,9.8,9.5,11.3,9.3,9.0,9.7,10.2,9.3,8.5,8.2,7.2,6.7,7.9,8.7,10.2,10.5,11.5,12.2,11.7,9.5,12.2,22
,OTAY MESA DVN,,,,,,,,P,12.5,11.4,13.2,15.2,13.0,12.8,12.2,11.5,10.8,11.3,12.5,12.8,21.2,28.5,25.2,14.3,14.9,28.5,21
,PENDLETON,12.7,13.4,12.0,12.0,11.7,11.4,11.3,13.2,15.0,13.7,13.7,12.5,10.9,13.8,11.7,10.5,9.8,9.4,9.6,8.6,10.4,10.0,11.1,11.7,11.6,15.0,08
12 VWDR °,ALPINE,355,24,353,0,329,19,105,220,249,260,295,262,256,259,280,289,308,310,323,77,35,50,34,95,0,355,00
,CHULA VISTA,207,125,87,6,55,29,6,322,271,262,259,272,275,263,260,257,261,248,262,226,142,155,259,219,0,322,07
,DOWNTOWN SES,339,331,355,343,335,342,347,324,290,279,281,281,291,272,278,278,298,304,321,319,334,316,339,332,0,355,02
,EL CAJON LES,91,111,79,122,255,117,115,255,295,321,287,239,245,246,238,236,245,255,255,275,55,122,180,247,0,321,09
,KEARNY MESA,346,2,27,14,4,5,355,348,356,341,321,317,306,323,322,317,312,315,327,349,9,345,316,331,0,356,08
,OTAY MESA DVN,,,,,,,,P,319,296,297,292,292,292,297,294,291,302,319,271,6,144,351,359,0,359,23
,PENDLETON,27,42,44,61,38,40,47,305,261,260,267,278,281,265,258,242,242,230,207,223,1,2,350,353,0,353,23
13 SIGTHETA °,ALPINE,35,20,41,28,11,16,52,29,27,29,33,34,31,32,35,26,25,20,31,16,61,20,47,22,30,61,20
,CHULA VISTA,57,38,34,43,56,22,20,30,38,30,24,20,18,19,19,20,23,19,22,20,12,24,17,44,28,57,00
,DOWNTOWN SES,18,18,25,18,17,16,19,30,30,27,16,18,24,18,16,19,19,21,20,28,44,31,15,17,22,44,20
,EL CAJON LES,25,26,25,27,39,46,40,65,58,61,43,29,22,26,26,24,23,18,22,20,40,39,35,62,35,65,07
,KEARNY MESA,12,7,11,8,5,9,10,15,19,22,19,13,14,15,16,19,15,10,9,9,9,13,8,8,12,22,09
,OTAY MESA DVN,,,,,,,,P,21,16,15,11,12,12,11,13,12,12,14,10,33,16,35,30,17,35,22
,PENDLETON,8,13,15,12,17,8,12,31,18,15,14,17,16,16,15,14,12,17,20,35,7,12,11,14,15,35,19
14 VWSP MPH,ALPINE,.6,.8,1.1,.6,.9,1.3,1.0,1.0,2.6,3.1,3.7,4.3,5.4,4.7,4.1,4.2,3.4,1.8,.8,1.8,.3,1.7,1.1,1.2,.0,5.4,12
,CHULA VISTA,.3,.4,.7,.1,.1,.9,1.5,1.7,2.4,3.6,5.8,7.8,9.2,7.7,6.7,6.4,4.2,3.6,2.3,.9,1.7,1.2,1.1,.3,.0,9.2,12
,DOWNTOWN SES,2.3,2.0,1.2,1.3,1.7,2.3,3.4,3.0,3.6,5.1,8.1,8.5,7.1,7.1,7.7,6.7,5.6,5.3,5.5,2.4,.6,.9,2.8,3.7,.0,8.5,11
,EL CAJON LES,.6,.6,.5,.4,.2,.1,.4,1.1,.4,1.0,2.7,5.8,7.7,6.3,5.4,4.8,4.6,4.0,2.1,1.7,.3,.4,.4,.3,.0,7.7,12
,KEARNY MESA,.9,1.3,3.4,3.3,3.8,3.2,4.1,5.6,5.1,4.4,7.4,10.4,12.2,10.1,9.1,6.8,5.8,6.3,5.9,4.5,3.2,2.4,2.5,5.5,.0,12.2,12
,OTAY MESA DVN,,,,,,,,P,3.4,4.7,7.2,10.6,11.2,10.3,10.5,9.0,7.0,5.1,3.9,1.8,.6,1.9,1.7,1.6,.0,11.2,12
,PENDLETON,3.2,1.5,2.1,2.0,2.2,3.5,2.7,.4,3.2,4.9,5.7,4.7,6.0,6.0,6.1,4.7,4.7,2.8,1.5,.5,1.3,1.4,2.1,1.5,.0,6.1,14
15 SWSP MPH,ALPINE,.8,1.0,1.2,.6,.9,1.3,1.5,1.7,3.0,3.7,4.3,5.2,6.3,5.5,5.0,4.8,3.8,1.9,1.1,1.9,.9,2.2,1.7,1.6,2.6,6.3,12
,CHULA VISTA,.4,.5,.9,.2,.1,.9,1.6,2.3,2.9,4.0,6.4,8.3,9.7,8.2,7.1,6.8,4.5,3.9,2.5,1.1,1.7,1.3,1.2,.3,3.2,9.7,12
,DOWNTOWN SES,2.4,2.1,1.4,1.3,1.8,2.4,3.6,3.6,4.1,5.6,8.5,9.0,7.8,7.4,7.9,7.0,6.1,5.6,5.8,2.7,.7,1.0,2.9,3.9,4.4,9.0,11
,EL CAJON LES,.6,.9,.7,.6,.5,.3,.7,1.4,1.6,2.0,3.5,6.5,8.4,6.9,6.0,5.2,4.9,4.2,2.4,1.8,1.2,.6,.5,.9,2.6,8.4,12
,KEARNY MESA,.9,1.3,3.5,3.4,3.8,3.3,4.2,5.8,5.4,4.9,7.9,10.7,12.6,10.5,9.4,7.2,6.1,6.5,6.0,4.6,3.2,2.6,2.6,5.7,5.5,12.6,12
,OTAY MESA DVN,,,,,,,,P,3.8,4.9,7.4,10.8,11.4,10.6,10.7,9.2,7.2,5.4,4.3,1.8,.8,1.9,1.8,1.9,5.9,11.4,12
,PENDLETON,3.3,1.5,2.2,2.1,2.4,3.7,2.8,1.2,3.4,5.0,5.9,5.0,6.4,6.2,6.3,4.8,4.8,2.9,1.6,.8,1.3,1.4,2.1,1.6,3.3,6.4,12
16 AMBTEMP °F,ALPINE,75.1,74.8,75.5,76.4,76.2,75.4,77.5,82.8,84.7,87.6,89.4,91.8,91.7,90.7,90.0,88.3,86.6,83.2,80.5,80.2,79.8,80.8,81.4,78.3,82.4,91.8,11
,CARMEL MT RCH,67.5,67.0,66.6,66.0,66.5,66.5,67.7,71.6,75.6,80.6,84.8,84.6,83.5,84.2,86.0,84.6,82.7,78.0,73.4,73.1,73.3,73.1,71.5,68.2,74.9,86.0,14
,CHULA VISTA,69.8,69.4,68.8,68.2,67.6,67.9,69.1,72.4,76.7,79.7,81.4,82.3,80.9,80.3,80.3,79.4,77.9,75.6,73.8,73.3,72.3,71.7,71.1,70.2,74.2,82.3,11
,DOWNTOWN SES,70.3,69.8,69.5,69.2,68.9,68.7,69.6,72.3,75.8,79.3,80.2,80.1,80.1,79.9,80.5,78.8,78.1,75.5,73.1,72.9,73.8,73.6,71.7,70.7,74.3,80.5,14
,EL CAJON LES,70.5,69.4,68.5,67.6,67.1,66.2,68.2,72.8,79.2,85.5,90.5,92.4,91.9,91.0,91.0,90.9,89.5,85.0,81.7,79.5,77.6,75.9,74.7,73.3,79.2,92.4,11
,KEARNY MESA,68.3,67.1,66.9,66.0,65.5,66.6,68.2,71.6,76.1,81.8,84.9,M,82.6,83.3,84.5,83.8,81.6,77.8,73.7,72.8,73.0,71.4,69.7,68.6,74.2,84.9,10
,OTAY MESA DVN,,,,,,,,P,76.6,81.8,85.1,84.8,83.1,82.7,82.4,81.3,78.6,75.8,71.6,69.1,70.0,71.2,70.5,70.4,77.2,85.1,10
,PENDLETON,67.5,67.8,67.0,66.5,65.8,65.0,66.5,70.7,72.6,73.6,74.2,75.5,75.9,76.4,76.6,76.0,75.4,73.1,71.8,71.6,70.6,70.0,69.1,68.8,71.2,76.6,14
17 RELHUM %,ALPINE,40,40,40,40,40,41,40,34,32,29,27,26,29,30,28,30,30,33,35,36,36,34,33,33,34,41,05
,EL CAJON LES,57,61,63,65,66,67,61,54,41,33,33,33,30,30,31,29,29,39,45,54,58,67,68,72,49,72,23
,KEARNY MESA,93,92,94,95,96,98,96,87,73,58,40,28,48,46,44,41,47,62,73,76,70,72,86,99,71,99,23
18 PRES mmHg,EL CAJON LES,747,747,747,747,747,747,747,747,747,747,747,746,746,745,745,745,745,745,745,746,746,746,746,746,746,747,00
,KEARNY MESA,748,748,748,748,748,748,748,749,749,748,748,748,748,747,747,747,747,747,747,747,747,747,747,747,748,749,07
19 SOLAR W/M2,EL CAJON LES,-5,-5,-5,-5,-5,-1,44,306,497,652,762,805,785,704,563,378,171,15,-8,-7,-7,-6,-6,-6,234,805,11
,KEARNY MESA,0,0,0,0,0,7,125,343,558,733,856,909,883,793,643,444,210,31,-1,0,0,0,0,0,272,909,11
