,OTAY MESA DVN,.4,.3,C,C,.4,.3,.3,2.1,2.0,4.4,1.2,1.0,1.0,1.5,1.6,1.0,.5,.3,.3,.3,.3,.3,.4,.3,.9,4.4,09
,PENDLETON,-.1,-.1,C,C,-.1,.0,-.1,.1,2.0,1.7,1.5,.2,.0,2.2,.9,.0,.0,-.1,-.1,.0,.0,.2,-.1,-.1,.3,2.2,13
06 CO PPM,CARMEL MT RCH,.3,.2,C,C,.2,.3,.5,.5,.4,.3,.3,C,M,M,M,.5,.3,.3,.4,.4,.4,.4,.6,.4,.4,.6,22
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,25,25,25,25,25,25,24,24,24,25,26,00
,CARMEL MT RCH,25,25,25,25,25,25,25,25,24,25,25,25,26,24,25,25,25,25,25,25,25,25,25,25,25,26,12
,CHULA VISTA,27,27,27,28,27,27,27,26,26,25,25,25,25,25,24,24,24,24,24,26,25,24,24,25,25,28,03
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,EL CAJON LES,26,26,26,26,27,26,26,26,26,26,26,27,27,27,27,27,27,26,26,26,26,26,27,27,26,27,04
,KEARNY MESA,25,25,24,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,23,23,23,24,25,00
,OTAY MESA DVN,27,26,26,26,27,27,27,27,27,26,25,24,24,24,25,26,26,26,26,26,25,25,25,25,26,27,00
,PENDLETON,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,00
11 PM2.5 µg/M3,ALPINE,11.8,10.3,10.2,10.1,9.2,8.5,8.5,9.0,7.2,5.2,5.4,8.7,4.9,7.0,9.3,10.8,9.4,13.2,13.9,14.1,13.9,13.3,12.8,12.1,9.9,14.1,19
,DOWNTOWN SES,11.5,11.7,10.0,9.8,9.8,9.4,8.6,7.4,7.4,10.0,9.9,8.6,10.5,12.0,13.0,13.7,15.3,16.0,15.9,15.1,14.9,14.2,5.4,5.9,11.0,16.0,17
,EL CAJON LES,14.1,12.7,12.1,12.1,11.3,10.5,M,M,6.6,M,9.8,7.9,8.2,10.0,11.8,12.3,13.6,15.6,16.3,16.4,15.9,16.9,15.7,12.0,12.4,16.9,21
,OTAY MESA DVN,18.5,17.3,16.5,13.8,12.0,13.2,13.8,11.6,7.7,9.6,10.1,8.5,8.7,9.9,12.1,14.2,15.0,15.8,16.3,16.3,15.8,15.5,14.9,7.2,13.0,18.5,00
,PENDLETON,9.9,9.3,8.6,8.5,8.7,10.2,9.6,8.4,12.3,22.0,15.4,10.1,11.6,11.7,12.6,13.5,15.3,15.9,16.5,15.1,13.7,7.3,7.9,9.2,11.8,22.0,09
12 VWDR °,ALPINE,201,198,182,180,230,219,215,214,227,226,246,245,240,226,222,217,219,241,239,234,237,273,257,293,0,293,23
,CHULA VISTA,171,136,159,191,209,208,225,248,243,246,254,256,251,241,245,238,243,251,253,258,267,262,309,303,0,309,22
,DOWNTOWN SES,200,194,231,222,219,240,247,242,236,256,266,244,237,236,235,246,246,248,261,259,271,277,319,301,0,319,22
,EL CAJON LES,184,160,158,194,209,197,192,208,233,227,245,245,221,232,225,215,228,230,222,209,209,161,262,302,0,302,23
,KEARNY MESA,183,143,177,195,170,213,236,234,232,246,251,253,235,237,238,234,252,253,248,246,256,258,300,297,0,300,22
,OTAY MESA DVN,166,155,135,202,188,206,217,239,243,232,251,M,M,M,247,234,244,243,250,258,224,273,72,346,0,346,23
,PENDLETON,215,214,210,206,213,250,253,244,259,259,254,231,233,240,235,246,250,249,264,251,6,37,28,344,0,344,23
13 SIGTHETA °,ALPINE,22,20,22,16,26,26,24,26,25,26,29,29,28,24,24,25,24,30,30,27,28,29,42,22,26,42,22
,CHULA VISTA,17,11,16,20,20,16,20,19,17,18,17,19,19,19,18,21,18,18,17,19,19,18,21,17,18,21,15
,DOWNTOWN SES,18,16,25,22,20,22,19,19,17,21,21,22,19,18,21,23,20,19,24,22,26,24,22,24,21,26,20
,EL CAJON LES,15,15,21,19,18,18,14,20,21,21,21,23,21,23,21,20,22,21,19,19,19,26,43,24,21,43,22
,KEARNY MESA,13,14,16,23,20,17,11,11,12,12,10,12,15,14,11,15,10,11,11,10,10,14,9,9,13,23,03
,OTAY MESA DVN,14,14,11,21,17,16,10,9,10,10,10,M,M,M,12,13,11,11,10,15,14,43,39,15,15,43,21
,PENDLETON,12,13,14,13,11,15,8,13,13,12,12,13,13,12,13,11,9,9,14,16,26,12,49,16,15,49,22
14 VWSP MPH,ALPINE,5.1,3.7,2.8,4.5,5.6,5.2,5.8,6.5,6.5,8.1,7.0,5.6,6.6,8.4,8.6,8.0,7.5,6.5,6.4,5.3,5.1,3.2,2.6,3.0,.0,8.6,14
,CHULA VISTA,2.4,2.0,3.3,2.2,2.3,2.9,4.1,7.9,9.6,7.7,11.8,8.3,9.0,8.9,10.6,9.1,11.2,9.6,9.4,6.6,7.0,6.1,9.0,9.6,.0,11.8,10
,DOWNTOWN SES,3.8,3.8,3.3,2.9,2.4,2.9,4.4,5.9,10.5,7.5,9.3,7.8,9.6,10.9,9.6,8.5,8.8,8.3,7.0,6.0,4.9,4.6,7.4,6.8,.0,10.9,13
,EL CAJON LES,3.6,3.4,3.7,3.4,3.5,3.3,4.1,4.2,7.0,6.8,7.7,8.2,7.1,7.1,8.8,8.0,7.3,6.8,5.5,4.8,4.5,2.4,2.8,3.2,.0,8.8,14
,KEARNY MESA,4.0,2.2,3.2,2.4,3.1,4.4,7.3,8.0,10.6,11.6,14.5,12.9,9.8,13.8,12.7,10.1,13.9,12.7,10.2,8.2,6.8,5.8,9.8,8.8,.0,14.5,10
,OTAY MESA DVN,3.6,4.0,4.6,4.2,2.7,3.3,5.2,6.5,10.8,13.2,13.8,M,M,M,12.5,10.6,13.0,10.6,10.4,5.7,4.8,2.7,1.3,3.6,.0,13.8,10
,PENDLETON,5.1,5.5,5.0,5.5,7.7,11.4,12.3,9.3,13.1,16.7,15.2,12.0,10.5,14.1,11.6,13.6,16.5,17.1,12.6,8.0,3.2,6.8,1.8,5.4,.0,17.1,17
15 SWSP MPH,ALPINE,5.6,4.0,3.2,4.7,6.1,5.9,6.3,7.1,7.1,8.9,8.0,6.2,7.5,9.1,9.4,8.7,8.4,7.3,7.2,5.9,5.9,3.6,3.4,3.2,6.4,9.4,14
,CHULA VISTA,2.5,2.1,3.5,2.3,2.5,3.0,4.7,8.3,10.0,8.1,12.2,8.7,9.5,9.3,11.2,9.7,11.7,10.1,9.9,7.0,7.5,6.5,9.8,10.1,7.5,12.2,10
,DOWNTOWN SES,4.0,4.0,3.8,3.2,2.7,3.1,4.6,6.2,10.9,8.0,10.0,8.4,10.1,11.5,10.3,9.2,9.5,9.0,7.5,6.4,5.6,5.4,8.0,7.5,7.0,11.5,13
,EL CAJON LES,3.7,3.5,4.0,3.7,3.7,3.5,4.2,4.6,7.5,7.3,8.2,8.9,7.6,7.7,9.4,8.5,7.9,7.2,5.8,5.1,4.8,2.9,3.9,3.7,5.7,9.4,14
,KEARNY MESA,4.2,2.3,3.6,2.8,3.4,4.6,7.5,8.1,10.8,12.0,14.7,13.2,10.3,14.2,13.0,11.0,14.1,13.0,10.4,8.4,7.0,6.6,10.0,8.9,8.9,14.7,10
,OTAY MESA DVN,3.8,4.2,4.7,4.6,2.9,3.4,5.3,6.6,11.0,13.4,14.3,M,M,M,12.8,11.0,13.3,10.9,10.6,5.9,5.0,3.1,3.1,3.8,7.3,14.3,10
,PENDLETON,5.2,5.7,5.1,5.7,7.8,12.0,12.5,9.6,13.5,17.1,15.6,12.5,10.9,14.4,11.9,13.9,16.7,17.3,13.2,8.7,7.3,7.0,2.5,5.8,10.5,17.3,17
16 AMBTEMP °F,ALPINE,46.2,46.0,46.1,46.1,45.8,45.6,45.4,45.6,45.5,45.0,44.2,43.8,43.5,43.1,43.9,43.4,42.6,42.4,41.9,41.5,41.7,41.9,42.1,41.8,44.0,46.2,00
,CARMEL MT RCH,51.2,51.3,51.0,50.7,50.6,50.9,51.9,52.3,52.8,50.9,50.1,50.3,50.0,50.6,51.2,50.2,49.7,49.3,49.2,49.4,49.0,47.4,46.7,46.1,50.1,52.8,08
,CHULA VISTA,54.9,54.9,54.9,54.7,54.4,54.5,55.0,55.4,55.6,53.6,54.3,52.7,53.5,54.2,54.4,54.1,53.4,52.7,52.2,52.5,53.2,53.3,54.2,54.1,54.0,55.6,08
,DOWNTOWN SES,55.9,56.0,55.3,55.2,55.0,55.1,55.2,55.2,54.4,53.9,54.6,52.8,53.9,54.7,54.4,53.5,53.5,52.8,52.6,53.1,53.7,53.9,54.5,54.2,54.3,56.0,01
,EL CAJON LES,53.1,53.1,53.1,53.3,53.1,52.6,52.6,53.4,54.3,51.7,53.1,52.6,51.6,52.0,52.9,51.8,51.1,50.9,49.8,49.8,50.1,49.2,49.0,49.3,51.8,54.3,08
,KEARNY MESA,55.0,54.4,54.1,54.0,54.0,54.6,54.7,55.0,55.0,53.4,54.1,53.0,52.8,54.0,53.3,52.4,52.9,52.2,51.7,51.9,52.1,52.2,51.4,50.5,53.3,55.0,00
,OTAY MESA DVN,52.7,52.8,52.8,52.2,52.0,51.7,51.6,52.0,52.4,52.4,51.2,50.3,50.3,50.9,51.1,50.5,49.6,49.2,48.6,47.6,47.6,48.4,48.4,48.2,50.6,52.8,01
,PENDLETON,56.4,56.3,56.4,56.4,56.5,56.0,56.1,56.4,56.2,55.6,55.1,55.0,54.5,55.9,56.1,55.7,55.0,54.3,54.1,54.4,52.5,48.2,48.8,48.0,54.6,56.5,04
17 RELHUM %,ALPINE,96,95,95,94,95,95,95,95,93,93,97,95,96,97,92,89,95,95,94,95,93,95,95,94,95,97,10
,EL CAJON LES,88,88,87,89,90,90,87,81,74,88,78,76,84,80,69,73,81,75,80,76,76,81,81,72,81,90,04
,KEARNY MESA,90,95,97,96,99,94,87,84,81,96,80,86,92,74,76,90,79,78,77,77,79,77,73,61,84,99,04
18 PRES mmHg,EL CAJON LES,749,749,749,749,748,748,748,749,749,749,749,748,748,747,746,746,746,745,745,746,745,746,746,747,747,749,00
,KEARNY MESA,751,750,750,750,750,749,749,750,750,750,750,749,749,748,747,747,747,747,746,746,746,747,747,748,748,751,00
19 SOLAR W/M2,EL CAJON LES,-4,-3,-3,-4,-4,-4,0,44,121,102,181,262,275,229,211,95,44,-1,-5,-6,-5,-6,-6,-5,63,275,12
,KEARNY MESA,1,1,1,1,1,1,5,53,94,111,209,241,305,228,137,84,64,5,1,1,1,1,1,1,65,305,12
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,0,3,9,8,13,18,18,16,14,7,3,0,0,0,0,0,0,0,5,18,11
25 NOY,EL CAJON LES,5.96,3.53,2.74,3.07,2.48,C,C,5.61,4.01,3.23,3.50,3.15,3.02,2.64,2.56,2.78,4.01,4.00,4.68,4.78,4.39,6.15,6.94,6.69,4.08,6.94,22
26 NOY-NO,EL CAJON LES,5.52,3.17,2.40,2.69,2.10,C,C,4.42,3.01,2.43,2.71,2.38,1.97,1.88,1.79,2.01,3.27,3.45,3.98,4.15,3.87,5.60,6.40,6.29,3.43,6.40,22
27 NO Trace,EL CAJON LES,.43,.35,.34,.37,.38,C,C,1.19,1.00,.80,.79,.77,1.04,.75,.76,.77,.73,.54,.70,.63,.51,.55,.53,.40,.65,1.19,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,M,M,M,M,M,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,231.9,189.4,C,C,C,179.5,195.3,227.0,189.3,170.2,C,C,M,M,M,160.1,182.9,175.1,206.8,199.5,193.1,304.3,322.1,206.4,208.3,322.1,22
BCarbon ug/m3,10TH AVE MARINE TERM,.13,.14,.06,.07,.10,.11,.10,.08,.12,.19,.20,.25,.14,.09,.12,.12,.17,.22,.22,.27,.24,.44,.14,.07,.16,.44,21
,BOSTON AVE,.36,.49,.22,.09,.23,.19,.34,.28,.35,.28,.23,.44,.21,.15,.20,.29,.20,.18,.20,.15,.25,.44,.35,.26,.27,.49,01
,CHICANO PARK,.11,.19,.16,.13,.20,.31,.31,.21,.20,.24,.19,.43,.16,.17,.17,.22,.25,.23,.43,.47,.19,.37,.20,.17,.24,.47,19
,DOWNTOWN SES,.09,.14,.08,.10,.14,.18,.15,.12,.14,.14,.12,.18,.08,.09,.10,.12,.15,.14,.12,.10,.14,.20,.13,.12,.13,.20,21
,OCEANVIEW BLVD,.08,.08,.11,.11,.15,.22,.24,.23,.20,.17,.13,.19,.18,.17,.19,.20,.18,.18,.28,.17,.19,.30,.16,.15,.18,.30,21
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,24.0,22.1,22.0,22.0,19.2,17.8,17.7,18.5,15.1,11.3,11.1,19.8,10.6,15.5,22.4,25.7,20.4,31.1,33.0,31.8,32.0,31.0,29.8,29.9,22.2,33.0,18
,DOWNTOWN SES,28.4,28.0,23.3,23.3,23.3,23.4,19.6,17.2,18.6,23.4,24.2,20.6,27.3,33.5,35.7,34.8,39.9,44.2,42.0,40.8,42.0,41.7,26.2,30.4,29.6,44.2,17
,EL CAJON LES,31.3,28.5,26.9,27.2,26.0,24.5,M,M,15.4,M,23.9,19.6,19.4,23.4,31.0,29.4,32.3,38.0,38.5,38.7,38.8,35.6,38.0,34.8,29.5,38.8,20
,OTAY MESA DVN,40.3,40.1,38.3,28.5,24.7,27.1,29.9,27.1,22.7,29.0,27.8,25.4,20.9,23.9,29.9,36.3,39.2,43.2,43.8,39.1,37.6,41.7,42.9,25.6,32.7,43.8,18
,PENDLETON,21.5,20.9,19.0,17.8,19.8,26.6,27.6,23.3,53.4,131.6,69.9,26.7,30.3,34.2,33.8,35.6,46.7,43.4,49.3,46.4,37.3,16.1,21.2,33.0,36.8,131.6,09
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.01,.00,.01,.00,.00,.00,.00,.01,.00,.00,.00,.00,.00,.00,.01,11
