Current Date:,2/23/2023,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
2/22/2023
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.050,.049,C,C,.047,.049,.048,.048,.047,.048,.046,.047,.049,.048,.048,.048,.048,.045,.042,.043,.043,.044,.043,.043,.046,.050,00
,CHULA VISTA,.049,.046,C,C,.047,.047,.047,.046,.046,.046,.046,.046,.046,.046,.046,.045,.045,.044,.043,.045,.044,.044,.044,.044,.045,.049,00
,DOWNTOWN SES,.046,.044,C,C,.045,.045,.044,.043,.043,.043,.044,.043,.043,.043,.043,.042,.041,.041,.041,.041,.041,.040,.041,.041,.042,.046,00
,EL CAJON LES,.045,.043,.043,.043,.044,.045,.044,.044,.043,.044,.044,.045,.040,.042,.042,.041,.042,.039,.038,.036,.037,.033,.033,.033,.040,.045,00
,KEARNY MESA,.045,.044,C,C,.046,.046,.046,.045,.045,.043,.044,.045,.045,.045,.044,.044,.041,.038,.037,.041,.041,.041,.041,.042,.043,.046,04
,OTAY MESA DVN,.043,.044,C,C,.045,.045,.045,.045,.044,.045,.045,.045,.045,.045,.043,.044,.041,.039,.034,.032,.033,.034,.037,.031,.041,.045,04
,PENDLETON,.046,.045,C,C,.047,.047,.047,.045,P,.045,.046,.046,.047,.046,.045,.046,.046,.046,.046,.046,.045,.045,.045,.045,.045,.047,04
03 NO2 PPB,ALPINE,.7,.5,C,C,.7,.8,1.6,1.7,1.6,1.2,1.5,1.0,1.0,1.3,1.5,1.6,1.6,2.7,4.0,3.3,3.0,2.1,2.4,1.5,1.6,4.0,18
,CARMEL MT RCH,1.8,1.0,C,C,2.9,4.8,6.5,9.2,8.5,8.1,6.8,6.4,7.7,7.6,6.6,6.5,9.2,8.0,7.3,6.9,5.7,8.9,4.5,3.3,6.2,9.2,07
,CHULA VISTA,.9,.9,C,C,1.1,1.8,1.8,2.2,2.3,1.8,1.6,1.4,1.6,1.5,1.7,2.1,2.3,3.0,2.9,2.0,2.1,1.6,1.4,1.2,1.7,3.0,17
,DOWNTOWN SES,1.0,.6,C,C,.9,1.4,2.5,3.2,2.9,2.4,2.0,2.0,1.9,2.2,2.4,2.6,3.4,3.2,3.3,3.1,2.9,3.6,2.6,2.0,2.3,3.6,21
,EL CAJON LES,.9,.6,.4,.6,.8,1.3,2.0,2.3,2.1,1.6,1.6,1.3,1.4,1.3,1.8,2.6,2.2,4.4,4.9,6.8,5.2,6.7,5.6,5.0,2.6,6.8,19
,KEARNY MESA,1.6,1.3,C,C,.4,.9,1.6,1.9,1.6,3.2,2.1,1.3,1.4,1.7,2.3,2.7,4.0,5.9,7.3,2.8,1.9,2.1,2.2,.9,2.3,7.3,18
,OTAY MESA DVN,1.3,.7,C,C,.5,1.0,1.4,1.4,1.2,.5,.4,.4,.5,.8,2.2,1.5,3.3,3.4,6.6,7.4,7.4,7.3,4.0,9.5,2.8,9.5,23
,PENDLETON,.5,.6,C,C,.5,.6,.7,2.4,P,1.0,.6,.6,.8,1.1,2.4,1.0,.8,.7,.9,.7,.7,.6,.5,.5,.8,2.4,07
04 NO PPB,ALPINE,.0,.0,C,C,.0,.0,.1,.2,.2,.2,.3,.1,.2,.3,.2,.3,.2,.0,.0,.0,.0,.0,.0,.0,.1,.3,10
,OTAY MESA DVN,.3,.3,C,C,.3,.4,.3,.4,.5,.4,.4,.4,.3,.4,.8,.6,.6,.5,.3,.4,.4,.5,.4,.7,.4,.8,14
,PENDLETON,-.2,-.2,C,C,-.2,-.2,-.2,1.7,P,.6,.2,.0,-.1,.0,2.5,.0,-.2,-.2,-.1,-.2,-.3,-.3,-.3,-.3,.0,2.5,14
06 CO PPM,CARMEL MT RCH,.1,.1,C,C,.2,.3,.3,.4,.3,.3,.3,.3,.3,.3,.3,.3,.3,.4,.3,.3,.3,.3,.2,.2,.3,.4,07
10 INTMP °C,ALPINE,25,25,25,25,24,24,24,24,24,24,25,25,26,26,26,25,25,25,25,25,24,24,24,24,25,26,12
,CARMEL MT RCH,25,24,25,25,25,25,24,24,24,24,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25,25,00
,CHULA VISTA,24,25,25,24,25,25,24,24,25,24,24,24,24,24,24,24,23,25,24,24,25,25,25,24,24,25,01
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,26,26,26,27,27,26,26,26,26,27,19
,EL CAJON LES,26,27,26,27,27,26,26,26,27,27,27,26,26,27,26,26,26,26,26,27,26,26,27,26,26,27,01
,KEARNY MESA,25,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23,25,00
,OTAY MESA DVN,26,26,26,26,25,25,25,25,25,25,26,26,27,27,27,26,26,26,26,26,26,26,26,25,26,27,12
,PENDLETON,27,26,25,25,24,24,24,24,P,25,25,25,26,26,26,26,27,27,27,27,26,26,26,26,26,27,00
11 PM2.5 µg/M3,ALPINE,11.2,10.0,10.1,9.3,8.3,7.5,7.9,7.5,7.4,6.3,6.2,5.6,5.3,5.1,5.0,5.3,4.5,4.2,5.8,5.4,6.1,6.3,6.0,5.4,6.7,11.2,00
,DOWNTOWN SES,11.7,12.2,11.5,10.7,9.1,9.7,8.4,9.3,7.9,8.1,7.0,6.9,7.3,6.7,6.6,6.6,5.7,5.9,6.2,6.8,6.4,7.1,7.5,6.9,8.0,12.2,01
,EL CAJON LES,11.5,10.8,10.4,9.9,8.6,8.4,8.1,8.0,8.2,7.0,6.9,5.6,6.3,5.7,5.8,5.5,5.2,5.9,5.8,6.2,8.0,8.3,7.5,7.9,7.5,11.5,00
,OTAY MESA DVN,12.2,11.2,11.1,11.1,10.3,9.3,9.2,8.7,8.2,7.7,7.5,M,7.6,7.3,5.9,5.9,5.1,6.2,6.5,6.7,7.1,7.2,6.8,9.3,8.1,12.2,00
,PENDLETON,21.5,25.8,26.3,21.4,20.1,20.7,17.9,17.6,P,20.5,19.5,20.6,16.5,15.3,16.8,14.4,12.4,11.0,10.3,10.7,10.7,10.7,9.6,8.7,16.4,26.3,02
12 VWDR °,ALPINE,242,267,279,278,277,279,280,285,282,280,268,281,278,268,271,254,280,266,261,272,241,221,218,212,0,285,07
,CHULA VISTA,262,271,275,276,288,286,284,279,281,282,280,281,285,273,257,260,260,255,263,259,258,252,247,246,0,288,04
,DOWNTOWN SES,264,271,276,280,286,281,285,283,282,278,279,284,271,269,268,267,249,263,262,263,259,251,238,252,0,286,04
,EL CAJON LES,239,259,268,264,271,274,265,272,270,271,264,275,264,266,264,252,264,235,267,244,195,198,208,212,0,275,11
,KEARNY MESA,261,269,274,275,279,283,279,283,277,274,268,275,272,267,265,266,261,262,264,258,257,253,256,256,0,283,05
,OTAY MESA DVN,260,278,283,281,289,290,289,285,282,281,281,284,278,277,256,265,256,267,253,248,246,233,149,161,0,290,05
,PENDLETON,268,277,279,281,286,289,288,290,P,282,277,278,275,259,255,254,254,255,257,258,255,256,259,263,0,290,07
13 SIGTHETA °,ALPINE,31,29,22,24,24,24,24,23,25,24,29,26,25,30,26,31,24,33,32,37,33,27,38,39,28,39,23
,CHULA VISTA,19,19,19,18,18,17,18,18,19,18,18,18,17,18,19,23,19,19,19,18,17,20,16,17,18,23,15
,DOWNTOWN SES,22,22,24,22,22,21,23,23,21,22,21,21,23,24,24,24,23,23,22,20,21,19,17,22,22,24,02
,EL CAJON LES,22,20,19,18,19,18,18,19,20,18,19,20,20,20,19,21,22,23,19,21,22,17,51,32,22,51,22
,KEARNY MESA,11,10,9,9,10,10,10,10,10,11,11,12,13,13,12,10,10,10,10,10,8,8,10,10,10,13,12
,OTAY MESA DVN,11,11,11,10,12,13,12,11,12,12,12,12,12,14,12,14,10,16,12,15,11,34,55,19,15,55,22
,PENDLETON,14,15,16,15,16,15,16,P,P,16,14,16,15,13,10,9,10,10,11,12,11,11,12,14,13,16,02
14 VWSP MPH,ALPINE,8.4,10.9,13.0,11.2,9.4,10.7,9.4,10.2,8.8,12.1,9.8,10.7,10.5,9.8,9.0,8.3,8.6,2.9,2.8,2.7,3.4,2.4,2.7,3.2,.0,13.0,02
,CHULA VISTA,13.2,17.2,16.4,15.2,16.0,14.8,14.4,14.1,13.6,13.7,15.7,14.6,13.1,13.8,11.5,9.8,8.9,6.9,6.7,7.6,6.4,6.5,7.1,7.9,.0,17.2,01
,DOWNTOWN SES,11.0,12.1,11.5,12.7,12.4,13.6,10.7,10.5,10.6,11.8,12.1,11.8,9.8,9.9,9.1,8.1,7.2,6.7,6.2,6.3,6.0,6.2,8.3,6.5,.0,13.6,05
,EL CAJON LES,9.3,13.2,15.0,13.5,12.4,11.4,12.1,12.0,12.1,13.6,12.3,13.1,12.3,12.1,11.2,9.0,9.4,5.1,5.0,3.5,3.7,3.0,1.7,1.8,.0,15.0,02
,KEARNY MESA,20.0,26.8,26.9,23.1,24.1,22.5,22.2,20.1,21.1,19.0,21.0,21.2,21.4,19.3,16.2,18.3,13.2,10.7,7.9,7.9,8.1,8.0,9.3,11.2,.0,26.9,02
,OTAY MESA DVN,12.3,18.3,20.7,20.9,17.6,15.0,15.0,17.2,16.1,19.4,20.9,19.3,18.7,17.8,13.9,14.2,10.9,4.4,4.1,4.1,4.5,3.3,.8,2.3,.0,20.9,03
,PENDLETON,24.8,21.8,20.1,18.0,15.1,14.4,13.8,12.7,P,12.9,14.2,13.8,13.9,16.9,21.7,21.8,21.6,20.0,18.4,18.3,16.0,17.4,16.5,13.9,.0,24.8,00
15 SWSP MPH,ALPINE,9.5,12.1,13.9,12.1,10.3,11.6,10.2,11.0,9.6,13.1,11.1,11.7,11.5,11.0,9.9,9.4,9.4,3.5,3.2,3.2,4.0,2.7,3.4,4.0,8.8,13.9,02
,CHULA VISTA,13.9,18.1,17.2,15.9,16.8,15.4,15.0,15.1,14.3,14.4,16.5,15.4,13.6,14.7,12.2,10.6,9.5,7.3,7.0,8.0,6.6,7.2,7.4,8.4,12.5,18.1,01
,DOWNTOWN SES,11.9,13.0,12.5,13.5,13.3,14.4,11.5,11.3,11.3,12.7,12.9,12.6,10.6,10.8,9.9,8.9,7.8,7.5,6.6,6.7,6.4,6.6,8.6,7.0,10.3,14.4,05
,EL CAJON LES,10.0,14.0,15.8,14.1,13.0,11.9,12.7,12.6,12.8,14.3,12.9,14.0,13.1,12.9,11.8,9.5,10.0,5.6,5.3,3.8,3.9,3.1,3.5,2.5,10.1,15.8,02
,KEARNY MESA,20.4,27.2,27.2,23.4,24.5,22.8,22.6,20.4,21.5,19.6,21.5,21.6,22.1,19.8,16.6,18.7,13.4,10.9,8.0,8.1,8.1,8.1,9.5,11.4,17.8,27.2,01
,OTAY MESA DVN,12.5,18.7,21.1,21.2,18.1,15.4,15.3,17.7,16.7,19.8,21.4,19.8,19.1,18.6,14.2,14.7,11.1,4.7,4.2,4.3,4.6,4.0,1.3,2.8,13.4,21.4,10
,PENDLETON,25.7,22.6,20.9,18.7,15.7,15.0,14.4,13.2,P,13.5,14.7,14.4,14.4,17.5,22.0,22.1,21.9,20.3,18.8,18.7,16.3,17.8,16.9,14.3,17.8,25.7,00
16 AMBTEMP °F,ALPINE,41.2,41.0,40.9,40.8,40.2,39.8,39.0,39.6,40.2,42.7,43.4,42.2,44.2,45.6,44.3,44.2,41.6,39.1,39.9,39.5,39.3,38.9,38.6,37.9,41.0,45.6,13
,CARMEL MT RCH,48.4,48.3,48.1,47.8,47.5,47.4,46.8,47.5,48.3,49.7,50.4,51.1,51.7,52.9,50.3,51.1,49.8,48.7,47.9,47.8,47.1,47.2,45.9,46.2,48.7,52.9,13
,CHULA VISTA,52.6,52.2,51.9,51.9,50.8,50.3,50.5,51.0,51.1,52.9,54.1,54.8,54.8,55.1,55.3,54.1,52.9,51.9,51.4,51.3,51.0,50.6,50.8,51.6,52.3,55.3,14
,DOWNTOWN SES,52.6,52.2,51.9,51.8,51.5,51.2,50.9,50.7,51.7,52.6,53.6,54.1,54.8,54.8,53.4,53.8,52.0,51.8,51.5,51.3,51.1,51.2,51.3,51.7,52.2,54.8,12
,EL CAJON LES,50.4,50.1,49.7,49.4,47.9,48.1,48.4,49.2,50.7,49.4,50.9,53.3,53.2,52.8,52.5,51.7,51.3,49.5,48.9,48.3,46.9,47.1,45.4,45.1,49.6,53.3,11
,KEARNY MESA,51.5,51.1,50.8,50.7,49.8,50.1,50.0,50.5,51.8,51.5,53.6,54.3,53.9,54.3,52.9,52.7,50.1,50.3,49.3,49.7,49.4,49.4,50.3,50.5,51.2,54.3,11
,OTAY MESA DVN,47.5,48.0,48.1,48.1,47.6,47.2,47.2,47.8,47.2,49.0,50.9,51.6,52.4,51.8,50.4,50.7,48.7,47.6,45.6,45.1,44.8,45.1,45.3,46.2,48.1,52.4,12
,PENDLETON,53.4,53.0,52.6,52.1,51.8,51.7,51.5,52.1,P,53.2,53.7,54.8,55.5,56.5,56.6,55.5,54.1,52.5,52.2,52.1,52.0,52.1,52.1,51.8,53.2,56.6,14
17 RELHUM %,ALPINE,92,84,81,78,78,75,80,76,76,67,68,69,60,57,58,68,70,85,85,80,80,86,88,93,76,93,23
,EL CAJON LES,67,61,59,60,64,60,59,54,55,60,64,47,51,52,51,57,55,63,58,58,69,71,85,91,61,91,23
,KEARNY MESA,67,63,62,62,60,59,58,54,57,60,57,52,55,51,58,55,68,62,62,62,63,62,62,67,60,68,16
18 PRES mmHg,EL CAJON LES,743,743,743,743,743,744,744,745,746,747,747,747,747,747,747,747,747,748,748,748,748,749,749,749,746,749,21
,KEARNY MESA,744,744,744,744,744,745,745,746,747,748,748,748,748,748,748,748,749,749,749,749,750,750,750,750,747,750,20
