Current Date:,2/22/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
2/21/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.047,C,C,.048,.048,.047,.045,.046,.044,.045,.045,.046,.047,.047,.049,.049,.049,.046,.041,.042,.044,.046,.048,.049,.046,.049,14
,CHULA VISTA,.019,C,C,.019,.016,.016,.011,.014,.022,.034,.043,.046,.047,.047,.048,.048,.045,.039,.040,.030,.017,.014,.019,.018,.029,.048,14
,DOWNTOWN SES,.019,C,C,.012,.008,.008,.009,.010,.016,.018,.042,.046,.048,.049,.048,.044,.044,.044,.046,.044,.034,.015,.016,.013,.028,.049,13
,EL CAJON LES,.015,.017,.015,.006,.004,.002,.003,.007,.018,.030,.044,.046,.047,.048,.049,.049,.049,.042,.037,.025,.015,.011,.008,.008,.024,.049,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.026,C,C,.024,.023,.029,.033,.026,.039,.044,.045,.046,.047,.047,.048,.049,.048,.047,.044,.045,.032,.031,.031,.033,.038,.049,15
,OTAY MESA DVN,.032,C,C,P,,,,,,,,,,,,P,.044,.041,.035,.030,.029,.014,.032,.037,.032,.044,16
,PENDLETON,.017,C,C,.027,.027,.028,.027,.028,.029,.037,.041,.043,.042,.042,.038,.043,.048,.048,.048,.040,.030,.026,.024,.024,.034,.048,16
02 NOX PPM,ALPINE,.002,C,C,.001,.000,.000,.000,.001,.002,.001,.001,.001,.002,.001,.001,.001,.002,.003,.007,.007,.003,.003,.001,.001,.002,.007,18
,CARMEL MT RCH,.019,C,C,.006,.008,.007,.019,.004,.003,.001,.001,.001,.001,.001,.001,.001,.003,.017,.031,.027,.020,.017,.019,.014,.010,.031,18
,CHULA VISTA,.013,C,C,.007,.010,.009,.014,.020,.016,.009,.002,.001,.001,.003,.005,.005,.006,.013,.009,.017,.028,.027,.020,.019,.012,.028,20
,DOWNTOWN SES,.016,C,C,.011,.016,.018,.022,.032,.032,.035,.005,.003,.002,.002,.003,.008,.007,.009,.010,.009,.016,.035,.028,.027,.016,.035,09
,EL CAJON LES,.009,.006,.008,.014,.017,.019,.025,.026,.015,.013,.002,.000,.000,.001,.001,.001,.001,.007,.010,.015,.021,.022,.021,.021,.011,.026,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,C,C,.003,.003,.004,.004,.010,.003,.001,.001,.001,.001,.000,.000,.000,.003,.005,.007,.006,.014,.012,.011,.007,.005,.014,20
,OTAY MESA DVN,.009,C,C,P,,,,,,,,,,,,P,.002,.004,.008,.009,.010,.027,.007,.004,.009,.027,21
,PENDLETON,.009,C,C,.004,.004,.003,.003,.004,.005,.002,.001,.001,.001,.003,.011,.009,.004,.003,.001,.005,.014,.012,.012,.009,.005,.014,20
03 NO2 PPM,ALPINE,.002,C,C,.001,.001,.000,.001,.001,.002,.001,.001,.001,.001,.001,.001,.001,.002,.003,.007,.006,.003,.003,.002,.001,.002,.007,18
,CARMEL MT RCH,.015,C,C,.006,.007,.006,.015,.003,.002,.001,.001,.001,.001,.001,.001,.001,.002,.013,.025,.023,.018,.016,.016,.013,.009,.025,18
,CHULA VISTA,.013,C,C,.007,.009,.009,.013,.014,.011,.007,.001,.001,.001,.003,.004,.004,.005,.012,.009,.017,.028,.027,.020,.019,.011,.028,20
,DOWNTOWN SES,.016,C,C,.011,.015,.017,.019,.020,.018,.019,.004,.003,.002,.002,.003,.007,.007,.009,.010,.010,.016,.033,.028,.026,.013,.033,21
,EL CAJON LES,.008,.006,.007,.013,.014,.014,.013,.012,.009,.008,.002,.000,.000,.000,.001,.001,.001,.007,.010,.015,.020,.021,.020,.018,.009,.021,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,C,C,.003,.004,.004,.004,.008,.003,.001,.001,.001,.001,.001,.001,.001,.003,.005,.007,.006,.014,.013,.011,.007,.005,.014,20
,OTAY MESA DVN,.007,C,C,P,,,,,,,,,,,,P,.002,.004,.008,.008,.010,.026,.006,.003,.008,.026,21
,PENDLETON,.009,C,C,.005,.004,.004,.004,.004,.004,.002,.002,.002,.002,.003,.009,.008,.004,.003,.002,.006,.013,.013,.013,.010,.006,.013,20
04 NO PPM,ALPINE,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.001,17
,CARMEL MT RCH,.004,C,C,.000,.001,.001,.004,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.004,.007,.004,.003,.001,.002,.001,.002,.007,18
,CHULA VISTA,.000,C,C,.000,.000,.000,.001,.006,.005,.002,.000,.000,.000,.001,.001,.001,.001,.001,.000,.000,.000,.001,.000,.000,.001,.006,07
,DOWNTOWN SES,.000,C,C,.000,.001,.001,.003,.012,.014,.016,.001,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.002,.001,.001,.002,.016,09
,EL CAJON LES,.001,.000,.001,.001,.003,.005,.012,.013,.006,.004,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.002,.002,.002,.013,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,C,C,.000,.000,.000,.000,.002,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,07
,OTAY MESA DVN,.002,C,C,P,,,,,,,,,,,,P,.000,.000,.000,.000,.000,.001,.000,.000,.000,.002,00
,PENDLETON,.000,C,C,-.001,-.001,-.001,-.001,.000,.000,.000,-.001,-.001,.000,.000,.002,.001,.000,-.001,-.001,-.001,.000,-.001,-.001,-.001,.000,.002,14
06 CO PPM,CARMEL MT RCH,.6,C,C,.3,.3,.3,.7,.2,.2,.1,.1,.1,.1,.1,.1,.1,.1,.7,1.1,.9,.7,.5,.4,.4,.4,1.1,18
10 INTMP °C,ALPINE,27,26,27,27,26,26,26,26,24,24,24,24,24,24,24,24,24,24,24,25,25,25,26,26,25,27,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,24,24,24,25,26,26,26,26,26,25,26,00
