,CHULA VISTA,.025,.024,C,C,.019,.019,.028,.041,.028,.020,.018,.014,.011,.006,.006,.006,.006,.005,.006,.005,.006,.007,.012,.009,.015,.041,07
,DOWNTOWN SES,M,C,C,C,M,M,M,M,M,.027,.027,M,M,M,.007,.006,.005,.006,.006,.003,.006,.008,.017,.019,.011,.027,09
,EL CAJON LES,.018,.017,C,C,C,.020,.029,.041,.036,M,M,M,M,M,.006,.005,.008,.010,.010,.011,.014,.010,.009,.007,.016,.041,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.004,C,C,.011,.014,.024,.035,.038,.028,.023,.017,.010,.006,.006,.007,.006,.007,.006,.003,.004,.008,.018,.008,.013,.038,08
,OTAY MESA DVN,.031,.040,C,C,.022,.044,.059,.134,.083,.062,.043,.036,.014,.012,.009,.009,.008,.006,.011,.006,.008,.016,.021,.019,.032,.134,07
,PENDLETON,.007,.009,C,C,.019,.017,.021,.025,.021,.021,M,.006,.005,.008,.005,.009,.004,.001,.002,.006,.006,.004,.016,.010,.011,.025,07
03 NO2 PPM,ALPINE,.004,.004,C,C,.003,.003,.008,.008,.006,.005,.004,.003,.005,.008,.006,.004,.006,.008,.015,.015,.009,.005,.002,.004,.006,.015,18
,CARMEL MT RCH,.012,.016,C,C,.020,.022,.015,.020,.016,.012,M,M,M,.014,.012,.013,.012,.015,.011,.012,.014,.009,.008,.007,.014,.022,05
,CHULA VISTA,.020,.018,C,C,.013,.015,.017,.015,.016,.012,.011,.009,.008,.004,.004,.005,.005,.004,.006,.005,.006,.007,.012,.009,.010,.020,00
,DOWNTOWN SES,M,C,C,C,M,M,M,M,M,.018,.016,.015,M,M,.005,.005,.005,.006,.006,.003,.006,.008,.016,.018,.010,.018,09
,EL CAJON LES,.017,.015,C,C,C,.013,.013,.015,.015,M,M,M,M,M,.004,.004,.007,.009,.010,.011,.013,.010,.009,.007,.011,.017,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.004,C,C,.010,.012,.014,.014,.018,.015,.013,.013,.008,.005,.004,.006,.005,.007,.006,.003,.004,.009,.016,.008,.009,.018,08
,OTAY MESA DVN,.027,.030,C,C,.019,.023,.023,.031,.026,.026,.025,.024,.010,.009,.007,.007,.007,.006,.008,.006,.007,.016,.019,.018,.017,.031,07
,PENDLETON,.006,.008,C,C,.012,.011,.012,.011,.010,.007,M,.005,.004,.005,.002,.004,.003,.001,.002,.006,.006,.004,.014,.009,.007,.014,22
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.003,.004,.003,.002,.001,.000,.001,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.004,07
,CARMEL MT RCH,.000,.002,C,C,.014,.031,.005,.030,.024,.007,M,M,M,.011,.011,.014,.011,.010,.008,.007,.008,.000,.001,-.001,.010,.031,05
,CHULA VISTA,.005,.006,C,C,.006,.004,.011,.025,.012,.007,.006,.005,.003,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.004,.025,07
,DOWNTOWN SES,M,C,C,C,M,M,M,M,M,.010,.011,.009,M,M,.002,.001,.000,.000,.000,.000,.000,.000,.001,.001,.003,.011,10
,EL CAJON LES,.001,.001,C,C,C,.007,.016,.026,.020,M,M,M,M,M,.002,.001,.001,.001,.000,.001,.001,.000,.000,.000,.005,.026,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.001,.010,.021,.020,.014,.010,.005,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.002,.000,.004,.021,07
,OTAY MESA DVN,.004,.010,C,C,.003,.021,.036,.102,.057,.036,.018,.012,.003,.003,.002,.002,.001,.001,.003,.001,.001,.001,.002,.001,.015,.102,07
,PENDLETON,.001,.001,C,C,.007,.006,.009,.015,.012,.015,M,.001,.001,.003,.002,.005,.002,.000,.000,.000,.000,.000,.002,.001,.004,.015,07
06 CO PPM,CARMEL MT RCH,.3,.4,C,C,C,1.0,.4,1.0,.7,.4,C,C,.5,.5,.5,.6,.5,.7,.6,.6,.5,.3,.3,.2,.5,1.0,05
10 INTMP °C,ALPINE,25,25,25,26,26,25,26,25,25,24,24,24,24,23,24,24,24,24,24,25,25,25,26,26,25,26,03
,CARMEL MT RCH,26,26,26,27,27,26,26,26,26,25,25,24,25,25,25,25,25,25,26,26,26,26,26,26,26,27,03
,CHULA VISTA,23,24,23,23,24,24,24,23,24,24,25,25,25,26,25,25,25,26,24,23,23,23,24,24,24,26,13
,DOWNTOWN SES,25,25,24,25,24,25,25,24,25,25,23,23,22,23,22,22,23,24,24,24,24,24,24,25,24,25,00
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,23,23,23,23,24,23,24,24,24,24,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,25,25,25,26,26,26,25,26,00
,PENDLETON,25,25,26,26,26,26,26,26,26,25,24,24,24,24,25,25,25,25,25,25,25,25,25,26,25,26,02
11 PM2.5 µg/M3,ALPINE,6.6,3.7,.5,1.5,3.3,2.0,2.8,3.3,-.1,-3.1,-1.3,.4,5.3,6.0,4.6,2.0,.1,.1,2.1,11.1,7.0,6.7,5.4,3.6,3.0,11.1,19
,DOWNTOWN SES,1.8,5.2,11.3,7.8,3.1,3.6,3.6,4.6,7.2,15.9,15.6,12.1,11.8,6.5,1.7,1.5,5.4,5.4,2.5,4.0,4.5,5.5,11.0,6.5,6.5,15.9,09
,EL CAJON LES,25.7,14.5,15.9,11.1,9.4,9.1,12.3,10.2,12.2,11.1,13.7,11.7,13.2,11.8,8.0,4.0,4.7,4.5,7.0,6.8,15.8,9.2,10.4,14.1,11.1,25.7,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,13.3,22.8,29.6,16.6,15.7,25.8,39.4,54.5,25.4,35.6,34.6,19.0,13.9,11.9,9.5,5.9,5.3,6.4,4.5,5.5,4.9,4.1,6.9,16.6,17.8,54.5,07
,PENDLETON,5.7,8.0,8.1,5.8,4.7,5.5,6.3,6.7,6.5,6.5,7.6,7.7,8.1,6.1,8.0,6.3,6.4,5.4,3.4,2.5,5.7,8.2,5.9,4.5,6.2,8.2,21
12 VWDR °,ALPINE,30,103,57,93,10,99,27,83,67,237,245,244,247,278,274,251,251,270,175,111,63,71,87,60,0,278,13
,CHULA VISTA,73,71,18,96,3,73,92,182,265,219,214,251,263,267,256,245,253,233,213,188,140,86,123,100,0,267,13
,DOWNTOWN SES,357,33,21,354,343,352,25,214,240,140,213,221,284,285,293,271,295,277,304,317,7,76,116,89,0,357,00
,EL CAJON LES,137,97,244,117,199,192,176,244,32,64,3,271,261,253,252,248,266,248,165,187,287,142,168,178,0,287,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,352,322,30,311,354,29,21,269,137,173,184,227,274,294,301,285,300,308,309,272,316,157,123,71,0,354,04
,OTAY MESA DVN,118,100,125,26,25,142,121,140,335,48,255,254,300,297,292,286,292,302,32,334,304,333,181,135,0,335,08
,PENDLETON,73,58,54,60,53,66,31,25,4,239,200,255,279,263,254,275,261,256,134,92,90,179,41,62,0,279,12
13 SIGTHETA °,ALPINE,34,38,31,36,50,46,38,24,33,27,33,37,33,28,28,34,27,30,38,22,17,31,19,44,32,50,04
,CHULA VISTA,25,27,33,37,20,43,24,25,39,45,40,32,22,20,23,26,19,19,29,24,32,55,20,15,29,55,21
,DOWNTOWN SES,20,18,18,21,20,24,28,42,38,33,36,30,18,22,27,18,22,25,22,34,29,48,20,23,27,48,21
,EL CAJON LES,20,33,48,23,40,28,40,38,44,34,76,49,27,22,25,31,22,23,23,68,30,54,34,34,36,76,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,36,50,17,61,19,12,19,13,32,39,28,34,15,15,18,18,11,13,12,19,30,26,17,17,24,61,03
,OTAY MESA DVN,33,37,38,23,20,36,35,38,16,34,42,42,12,12,16,16,12,21,28,54,44,20,35,32,29,54,19
,PENDLETON,21,25,24,49,30,21,29,11,38,27,26,20,20,18,18,19,22,24,52,12,39,30,9,11,25,52,18
14 VWSP MPH,ALPINE,1.3,.7,1.1,.4,.6,.8,1.4,1.1,.3,2.4,3.0,3.5,4.7,5.5,5.5,4.0,3.9,2.1,.9,1.3,1.5,1.0,2.1,1.0,.0,5.5,13
,CHULA VISTA,.5,1.1,1.4,.4,1.3,.8,1.4,1.2,1.1,1.3,2.2,3.7,5.6,6.3,4.7,4.2,5.5,2.9,1.7,1.4,.8,.5,1.2,2.6,.0,6.3,13
,DOWNTOWN SES,2.5,2.5,2.4,1.9,2.7,2.2,1.9,1.8,1.1,1.5,2.2,4.3,6.9,6.7,4.5,5.3,5.1,2.8,3.2,2.3,1.8,1.0,1.1,2.3,.0,6.9,12
,EL CAJON LES,.1,1.3,1.0,1.1,.6,.4,.2,.5,.6,1.3,.1,1.8,5.1,6.0,4.8,3.4,5.1,4.0,2.2,.5,1.2,.8,1.9,1.9,.0,6.0,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,.9,.2,.9,1.8,1.8,2.6,1.5,2.6,1.3,2.0,2.3,3.8,9.3,8.0,6.0,5.1,7.4,2.4,3.9,2.6,1.4,.7,1.8,2.7,.0,9.3,12
,OTAY MESA DVN,.6,2.7,1.1,2.4,2.7,3.2,1.1,3.6,3.8,.4,2.5,3.5,6.9,8.8,6.6,4.5,5.7,4.0,1.2,1.3,.7,2.6,2.6,2.0,.0,8.8,13
,PENDLETON,2.6,1.7,1.3,1.4,1.9,2.5,1.6,3.5,.5,1.7,3.2,2.9,2.4,3.1,4.1,3.7,2.7,2.5,2.6,4.0,2.3,1.3,3.5,4.6,.0,4.6,23
15 SWSP MPH,ALPINE,1.8,.7,1.3,.5,1.0,.8,2.0,1.8,2.0,2.6,3.5,4.2,5.6,6.2,6.1,4.8,4.6,2.4,1.0,1.5,1.9,1.7,2.3,1.9,2.6,6.2,13
,CHULA VISTA,.8,1.4,1.8,1.4,1.8,1.1,1.5,1.7,1.7,1.9,2.7,4.4,6.0,6.6,5.2,4.5,5.8,3.2,2.2,1.6,1.4,.8,1.4,2.7,2.7,6.6,13
,DOWNTOWN SES,2.6,2.6,2.5,2.0,2.9,2.4,2.2,2.3,1.7,2.3,3.3,4.9,7.4,7.2,5.3,5.5,5.6,3.4,3.5,2.6,2.1,1.2,1.3,2.6,3.3,7.4,12
,EL CAJON LES,.4,1.4,1.4,1.5,.9,1.0,.6,.6,.7,1.6,1.2,2.8,5.7,6.5,5.2,3.9,5.6,4.4,2.4,1.1,2.2,1.4,2.1,2.2,2.4,6.5,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.1,1.5,1.4,1.9,2.4,2.8,2.4,3.4,1.6,2.6,2.9,4.4,9.9,8.3,6.3,5.4,7.6,2.4,3.9,2.8,1.6,1.1,2.1,2.8,3.4,9.9,12
,OTAY MESA DVN,.9,2.9,2.5,3.1,3.0,3.5,1.4,4.0,4.0,1.9,3.1,4.5,7.1,9.1,6.8,4.8,5.9,4.5,2.5,1.7,1.4,3.0,3.0,2.4,3.6,9.1,13
,PENDLETON,2.9,2.0,1.9,1.7,2.2,2.8,2.2,3.7,1.0,2.0,3.5,3.2,2.6,3.4,4.3,4.0,2.9,2.7,3.0,4.3,2.7,1.9,3.7,4.7,2.9,4.7,23
16 AMBTEMP °F,ALPINE,57.2,56.1,56.8,56.9,55.8,55.0,55.6,56.5,60.0,61.9,63.8,65.7,66.4,65.7,64.2,63.7,61.5,57.4,54.3,53.0,52.9,52.4,52.9,52.6,58.3,66.4,12
,CARMEL MT RCH,50.6,49.7,49.5,49.7,50.5,49.9,48.7,51.9,55.1,59.5,63.7,66.8,65.1,64.9,64.1,64.0,58.8,55.3,53.3,52.3,51.5,51.1,50.9,50.9,55.3,66.8,11
,CHULA VISTA,52.5,51.6,50.9,49.9,49.1,49.5,48.4,48.7,51.0,53.1,57.2,59.6,59.3,59.3,60.8,59.9,57.1,55.4,54.2,54.4,54.6,54.7,53.9,54.2,54.1,60.8,14
,DOWNTOWN SES,55.4,54.4,53.6,53.2,53.8,54.0,52.9,53.1,54.1,55.8,58.9,60.7,59.9,60.5,62.1,61.9,59.2,57.0,56.0,56.0,55.9,55.7,54.8,55.3,56.4,62.1,14
,EL CAJON LES,51.4,50.0,49.6,49.2,48.2,46.9,46.3,48.5,54.4,59.8,65.2,70.1,70.6,69.4,69.5,69.8,67.2,60.9,56.6,55.3,54.1,53.8,53.6,53.5,57.2,70.6,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,54.0,52.6,50.0,48.8,49.1,50.1,48.6,49.2,52.3,54.5,60.5,65.0,63.8,62.1,62.7,63.3,58.6,55.2,54.3,54.5,53.5,53.2,51.3,52.0,55.0,65.0,11
,OTAY MESA DVN,53.9,53.1,52.8,51.5,52.5,51.4,50.6,50.6,50.6,56.6,63.7,67.0,64.7,61.8,62.1,63.1,60.5,54.4,53.6,52.2,51.8,51.9,51.6,51.8,55.6,67.0,11
,PENDLETON,53.9,51.7,50.2,48.9,48.5,47.8,47.2,47.6,49.9,52.1,53.2,54.1,55.9,55.7,56.3,56.3,56.0,55.7,55.4,55.6,55.5,54.9,53.1,52.5,52.8,56.3,14
17 RELHUM %,ALPINE,63,67,65,64,67,69,66,66,60,56,51,45,43,42,47,47,58,67,83,87,80,69,58,61,62,87,19
,EL CAJON LES,86,89,90,92,95,97,98,94,81,69,58,48,50,56,53,48,55,78,92,95,97,97,100,100,80,100,22
,KEARNY MESA,99,100,100,100,100,100,100,100,100,100,76,63,71,75,72,71,82,91,93,91,92,92,95,96,90,100,01
18 PRES mmHg,EL CAJON LES,751,751,751,750,750,750,751,751,751,751,751,751,750,750,750,750,750,750,750,751,751,751,751,751,751,751,00
,KEARNY MESA,752,752,752,752,751,752,752,752,753,753,753,752,752,752,751,751,751,751,752,752,752,752,752,752,752,753,08
19 SOLAR W/M2,EL CAJON LES,-3,-3,-2,-2,-3,-3,1,87,366,516,649,737,694,671,527,348,112,1,-5,-4,-3,-2,-1,-1,195,737,11
,KEARNY MESA,1,1,1,1,1,1,6,123,160,440,651,727,697,656,524,349,144,12,1,1,1,1,1,1,188,727,11
25 NOY,EL CAJON LES,19.23,17.49,17.75,18.16,19.19,C,C,43.22,37.77,28.15,18.86,15.50,17.51,13.77,8.31,6.39,8.54,10.17,10.41,12.05,14.09,11.19,10.68,8.81,16.69,43.22,07
26 NOY-NO,EL CAJON LES,18.33,16.59,16.72,16.66,16.48,C,C,15.47,16.00,14.35,12.06,11.19,13.11,10.47,6.46,5.24,7.51,9.43,9.90,11.40,13.52,10.98,10.52,8.62,12.31,18.33,00
27 NO Trace,EL CAJON LES,.89,.89,1.03,1.50,2.70,C,C,27.74,21.76,13.79,6.80,4.30,4.40,3.29,1.85,1.15,1.03,.73,.50,.65,.57,.21,.16,.18,4.36,27.74,07
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.1,.1,.1,.2,M,M,M,M,M,.1,.1,.0,.0,.0,.0,.1,.0,.0,.0,.0,.2,08
29 CO Tr PPB,EL CAJON LES,522.5,416.8,C,C,C,435.2,560.5,712.1,672.1,M,C,C,M,M,222.7,213.3,241.8,290.8,272.9,315.6,328.3,312.7,296.4,259.4,379.5,712.1,07
BCarbon ug/m3,10TH AVE MARINE TERM,.14,.27,.32,.30,.18,.21,.38,.51,.59,1.24,.90,.90,.29,.13,.14,.22,.20,.29,.18,.15,.26,.24,.44,.64,.38,1.24,09
,ALPINE,.29,.23,.26,.23,.22,.23,.72,.35,.17,.21,.16,.16,.39,.45,.33,.25,.26,.51,.48,.69,.41,.24,.12,.15,.31,.72,06
,CHICANO PARK,.21,.19,.24,.25,.23,.37,.49,.58,.50,.73,.85,.89,.34,.25,2.01,3.23,.27,.40,.29,.39,.35,.35,.56,.76,.61,3.23,15
,DOWNTOWN SES,.21,.20,.26,.25,.19,.23,.33,.54,.89,1.05,1.14,1.15,.43,.21,.28,.27,.23,.27,.31,.24,.30,.29,.76,.85,.45,1.15,11
,OCEANVIEW BLVD,.34,.21,.28,.36,.29,.37,.42,.69,.85,.94,1.00,.89,.53,.26,.30,.43,.39,.40,.40,.35,.57,.45,.55,.63,.50,1.00,10
,SAN YSIDRO,.608,.572,.660,.754,.659,.601,.682,1.291,.753,.454,.379,.288,.259,.156,.144,.181,.172,.134,.129,.201,.259,.230,.363,.529,.436,1.291,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
