Current Date:,2/17/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
2/16/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.029,.032,C,C,.028,.027,.025,.024,.029,.031,.034,.037,.039,.043,.047,.047,.046,.044,.042,.041,.039,.031,.030,.031,.035,.047,14
,CHULA VISTA,.034,.030,C,C,.032,.032,.030,.027,.030,.034,.036,.038,.042,.044,.045,.048,.044,.041,.038,.030,.023,.009,.007,.007,.031,.048,15
,DOWNTOWN SES,.032,.031,C,C,.030,.025,.029,.019,M,.029,.030,.036,.039,.041,.045,.047,.040,.041,.036,.037,.035,.022,.015,.012,.031,.047,15
,EL CAJON LES,.026,.026,C,C,C,.028,.027,.025,.025,.030,.033,.036,.038,.042,.044,.044,.046,.040,.033,.028,.029,.022,.013,.016,.031,.046,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.035,.031,C,C,.029,.027,.024,.026,.026,.032,.033,.036,.039,.040,.046,.049,.043,.038,.036,.032,.013,.012,.015,.017,.030,.049,15
,OTAY MESA DVN,.028,.029,C,C,.027,.021,.022,.015,.019,.020,.026,.031,.036,.040,.041,.039,.039,.033,.026,.025,.020,.017,.011,.013,.026,.041,14
,PENDLETON,.036,.032,C,C,.018,.016,.012,.011,M,M,M,M,M,M,M,M,M,.038,.039,.036,.028,.018,.018,.017,.024,.039,18
02 NOX PPM,ALPINE,.004,.003,C,C,.003,.004,.006,.009,.003,.003,.003,.005,.004,.004,.004,.004,.004,.004,.004,.003,.004,.006,.005,.004,.004,.009,07
,CARMEL MT RCH,.005,.005,C,C,.004,.006,.006,.005,.027,.032,.024,.028,.024,.024,M,.034,.029,.025,.020,.021,.008,.007,.006,.013,.017,.034,15
,CHULA VISTA,.000,.002,C,C,.000,.001,.003,.005,.004,.001,.001,.001,.002,.003,.002,.002,.002,.001,.003,.007,.011,.024,.027,.026,.006,.027,22
,DOWNTOWN SES,.004,.003,C,C,.003,.008,.004,.014,M,.008,.007,.005,.006,.006,.005,.005,.002,.003,.007,.005,.006,.015,.018,.021,.007,.021,23
,EL CAJON LES,.006,.004,C,C,C,.001,.002,.003,.004,.004,.003,.003,.004,.004,.003,.003,.004,.005,.005,.006,.004,.008,.011,.008,.005,.011,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.002,.004,.007,.006,.007,.004,.004,.004,.004,.004,.003,.004,.003,.004,.004,.007,.016,.018,.014,.014,.006,.018,21
,OTAY MESA DVN,.005,.005,C,C,.006,.014,.012,.021,.016,.020,.012,.007,.004,.004,.004,.005,.005,.004,.008,.008,.011,.022,.020,.018,.011,.022,21
,PENDLETON,.003,.001,C,C,.004,.004,.008,.014,M,M,M,M,M,M,M,M,M,.000,.000,.003,.008,.013,.010,.009,.006,.014,07
03 NO2 PPM,ALPINE,.004,.003,C,C,.003,.003,.005,.006,.003,.002,.003,.003,.003,.003,.003,.004,.004,.004,.005,.004,.004,.006,.005,.004,.004,.006,07
,CARMEL MT RCH,.005,.004,C,C,.004,.005,.005,.004,.013,.016,.011,.012,.011,.011,M,.018,.018,.014,.013,.016,.007,.007,.005,.011,.010,.018,15
,CHULA VISTA,.001,.002,C,C,.000,.001,.003,.004,.003,.001,.001,.001,.002,.002,.001,.002,.001,.001,.003,.007,.011,.023,.025,.025,.005,.025,22
,DOWNTOWN SES,.004,.004,C,C,.004,.008,.004,.012,M,.006,.005,.004,.005,.005,.005,.005,.003,.003,.007,.006,.006,.015,.018,.020,.007,.020,23
,EL CAJON LES,.006,.004,C,C,C,.001,.002,.002,.003,.003,.002,.002,.002,.003,.003,.003,.004,.005,.005,.006,.004,.007,.010,.007,.004,.010,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.003,C,C,.002,.004,.007,.005,.007,.003,.003,.003,.003,.003,.003,.004,.003,.004,.004,.007,.015,.018,.014,.014,.006,.018,21
,OTAY MESA DVN,.005,.004,C,C,.004,.007,.007,.016,.013,.015,.009,.006,.003,.003,.004,.004,.004,.004,.007,.008,.011,.017,.018,.017,.008,.018,22
,PENDLETON,.003,.002,C,C,.004,.005,.008,.011,M,M,M,M,M,M,M,M,M,.001,.001,.004,.009,.013,.010,.009,.006,.013,21
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.002,.001,.000,.000,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,07
,CARMEL MT RCH,.000,.000,C,C,.001,.001,.001,.001,.013,.017,.013,.016,.012,.012,M,.016,.012,.011,.007,.005,.000,.000,.000,.002,.007,.017,09
