,KEARNY MESA,.007,.005,C,C,.005,.008,.014,.015,.015,.018,.020,.018,.014,.010,.006,.005,.005,.005,.005,.014,.023,.019,.012,.008,.011,.023,20
,OTAY MESA DVN,.006,.013,C,C,.009,.011,.014,.015,.021,.023,.030,.023,.013,.011,.008,.007,.007,.005,.005,.005,.008,.012,.010,.008,.012,.030,10
,PENDLETON,.004,.005,C,C,.005,.006,.009,.029,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.010,.029,07
03 NO2 PPM,ALPINE,.004,.003,C,C,.003,.002,.003,.008,.017,.013,.008,.006,.008,.009,.009,.010,.009,.010,.009,.011,.010,.010,.010,.005,.008,.017,08
,CARMEL MT RCH,.009,.009,C,C,.006,.014,.020,.010,.018,.015,.012,M,M,M,M,M,M,C,C,C,C,C,C,C,.013,.020,06
,CHULA VISTA,.004,.007,C,C,.008,.007,.009,.015,.016,.014,.014,.008,.005,.004,.003,.003,.003,.003,.004,.009,.017,.026,.034,.019,.011,.034,22
,DOWNTOWN SES,.003,.003,C,C,.006,.007,.011,.015,.013,M,.008,.007,.004,.005,.003,.004,.005,.004,.004,.006,.006,.005,.013,.019,.007,.019,23
,EL CAJON LES,.005,.005,C,C,C,.006,.008,.008,.011,.012,.011,.009,.007,.007,.006,.004,.004,.004,.006,.009,.012,.013,.011,.005,.008,.013,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.006,C,C,.006,.008,.014,.014,.013,.014,.015,.014,.012,.009,.006,.005,.005,.005,.005,.014,.023,.019,.012,.008,.011,.023,20
,OTAY MESA DVN,.006,.013,C,C,.008,.010,.012,.012,.016,.016,.021,.018,.011,.009,.007,.006,.006,.005,.005,.005,.008,.011,.009,.007,.010,.021,10
,PENDLETON,.004,.005,C,C,.005,.006,.009,.015,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.007,.015,07
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.003,.008,.006,.003,.002,.002,.002,.001,.001,.001,.000,.000,.000,.001,.000,.000,.000,.001,.008,08
,CARMEL MT RCH,.001,.000,C,C,.000,.011,.019,.002,.019,.013,.008,M,M,M,M,M,M,C,C,C,C,C,C,C,.008,.019,06
,CHULA VISTA,.000,.000,C,C,.000,.000,.000,.002,.003,.004,.004,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,.006,.000,.001,.006,22
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.000,.001,.002,M,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,08
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.001,.004,.007,.006,.004,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.007,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.000,.001,.003,.004,.003,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.004,10
,OTAY MESA DVN,.000,.000,C,C,.000,.001,.001,.003,.004,.007,.009,.005,.002,.001,.001,.001,.001,.000,.000,.000,.001,.001,.001,.000,.002,.009,10
,PENDLETON,.000,.000,C,C,.000,.001,.001,.014,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.003,.014,07
06 CO PPM,CARMEL MT RCH,.4,.4,C,C,C,.7,.7,.4,.6,.5,.4,C,M,M,M,M,C,C,C,C,C,C,C,C,.5,.7,05
10 INTMP °C,ALPINE,26,26,26,26,26,27,26,26,25,24,24,23,23,23,24,24,24,24,25,25,26,26,26,26,25,27,05
,CARMEL MT RCH,26,26,26,27,27,27,26,26,26,26,25,25,26,26,26,25,25,26,26,27,27,27,27,27,26,27,03
,CHULA VISTA,24,23,23,25,23,24,24,24,24,24,25,25,25,25,26,25,25,25,24,24,23,24,23,23,24,26,14
,DOWNTOWN SES,24,25,24,24,24,25,25,25,25,25,24,23,23,23,23,23,23,24,24,25,25,25,24,25,24,25,01
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,25,25,24,25,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,OTAY MESA DVN,25,25,25,25,25,25,25,25,25,26,26,26,26,25,25,24,24,24,25,25,25,26,26,26,25,26,09
,PENDLETON,25,25,26,25,25,26,25,25,25,25,24,23,23,24,24,24,24,25,25,25,25,25,25,25,25,26,02
11 PM2.5 µg/M3,ALPINE,12.2,7.2,5.5,6.2,6.1,3.3,.4,1.5,1.3,-2.4,-4.8,-1.8,7.9,14.8,19.5,19.5,15.5,11.1,8.9,14.9,14.5,10.9,6.4,5.5,7.6,19.5,14
,DOWNTOWN SES,10.4,12.4,10.8,11.1,12.9,21.1,27.9,35.5,33.2,24.4,23.3,14.3,10.9,12.6,6.6,3.5,10.8,8.4,7.2,7.5,12.1,9.5,9.5,12.7,14.5,35.5,07
,EL CAJON LES,26.6,22.3,23.1,17.1,20.7,14.8,17.1,15.9,22.0,23.8,24.2,29.8,28.6,29.8,13.7,10.6,12.2,10.8,10.8,19.9,16.9,18.2,16.6,10.3,18.9,29.8,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,6.3,25.5,19.4,17.9,23.1,23.1,18.2,19.9,30.8,37.4,43.2,37.6,21.1,16.8,14.1,10.1,12.9,8.8,6.6,12.7,10.9,10.9,11.0,13.4,18.8,43.2,10
,PENDLETON,15.7,15.7,17.8,15.5,16.4,15.5,16.3,13.3,17.3,16.8,10.3,13.5,9.5,11.5,8.1,5.6,8.8,7.5,6.4,11.0,11.5,13.1,11.0,12.8,12.5,17.8,02
12 VWDR °,ALPINE,10,67,337,72,89,67,23,97,159,259,252,263,262,255,257,299,314,316,7,32,32,54,311,68,0,337,02
,CHULA VISTA,101,90,139,199,63,77,100,132,81,188,264,247,254,261,245,249,245,238,189,170,57,101,57,58,0,264,10
,DOWNTOWN SES,119,126,264,258,101,176,148,128,98,180,230,217,231,213,224,207,214,210,178,166,187,195,154,86,0,264,02
,EL CAJON LES,113,114,41,104,41,75,97,148,3,70,149,206,212,230,253,216,230,236,172,132,108,116,81,100,0,253,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,153,155,255,331,93,67,61,72,338,147,222,213,214,223,241,246,253,214,180,152,109,74,61,89,0,338,08
,OTAY MESA DVN,6,90,10,18,53,64,43,46,348,334,281,287,291,275,297,299,294,314,358,26,32,33,9,16,0,358,18
,PENDLETON,103,129,69,81,97,99,18,57,47,70,195,214,228,243,237,224,232,203,171,135,99,32,66,70,0,243,13
13 SIGTHETA °,ALPINE,35,38,16,43,20,25,33,19,38,26,25,33,37,37,31,26,20,22,22,50,28,61,35,44,32,61,21
,CHULA VISTA,34,47,41,44,40,52,39,25,44,64,44,26,31,23,23,25,20,22,20,38,22,33,31,18,34,64,09
,DOWNTOWN SES,32,34,45,73,31,35,26,26,36,34,25,26,28,23,26,25,20,24,22,18,19,19,33,17,29,73,03
,EL CAJON LES,51,34,54,23,26,56,15,34,79,34,51,64,47,39,23,19,22,22,25,25,19,21,43,15,35,79,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,23,28,38,32,36,30,23,42,52,45,38,27,30,30,16,18,13,17,12,11,16,8,7,27,26,52,08
,OTAY MESA DVN,24,49,24,20,24,37,31,45,21,23,28,41,28,26,16,14,13,14,11,14,30,25,13,14,24,49,01
,PENDLETON,17,20,25,15,16,27,16,14,12,15,51,22,21,19,19,19,22,18,17,17,27,17,10,11,19,51,10
14 VWSP MPH,ALPINE,1.9,.4,.6,.7,1.5,1.6,.7,1.1,.6,2.8,3.5,3.4,3.7,3.4,4.2,4.2,4.2,2.4,1.1,.5,.7,.4,1.6,.8,.0,4.2,14
,CHULA VISTA,1.3,1.1,1.3,1.0,1.7,.9,1.3,2.0,1.3,.4,2.3,5.0,4.6,6.3,7.0,5.5,5.5,3.7,1.3,.2,.2,.6,.9,1.9,.0,7.0,14
,DOWNTOWN SES,1.9,1.7,.2,.3,1.6,.6,1.8,2.3,2.2,1.6,4.7,4.9,4.9,5.9,6.3,5.2,5.1,3.8,2.7,2.9,2.4,3.1,1.6,2.7,.0,6.3,14
,EL CAJON LES,1.0,.9,.4,1.7,2.2,.6,1.7,.7,.5,2.0,.9,1.6,2.5,3.2,5.9,5.9,4.5,3.7,1.2,.8,1.1,.8,1.0,2.1,.0,5.9,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,2.7,2.2,.6,.5,2.2,2.2,1.5,1.5,1.2,1.5,3.5,4.7,4.7,5.5,8.3,7.1,6.9,5.4,4.7,2.4,1.2,1.9,2.3,1.7,.0,8.3,14
,OTAY MESA DVN,1.0,.3,2.1,1.5,2.0,.4,1.4,1.1,2.1,2.7,3.5,3.1,4.1,5.7,8.3,6.6,6.8,5.0,3.1,2.0,1.1,1.5,2.8,3.2,.0,8.3,14
,PENDLETON,3.3,2.7,2.3,2.8,3.9,1.9,2.7,4.8,6.0,5.5,1.8,5.1,5.0,5.5,5.3,5.4,3.8,3.2,3.4,3.1,2.1,3.3,4.6,5.1,.0,6.0,08
15 SWSP MPH,ALPINE,2.0,.4,.6,.8,1.6,2.3,1.1,1.2,2.0,3.1,3.9,4.1,4.4,4.1,4.8,4.7,4.4,2.6,1.3,.6,.9,.9,1.9,1.6,2.3,4.8,14
,CHULA VISTA,1.6,1.5,1.5,1.5,2.3,1.5,1.6,2.7,1.6,1.8,3.3,5.6,5.2,6.8,7.5,6.0,5.8,4.0,1.4,.3,.2,.7,1.0,2.0,2.8,7.5,14
,DOWNTOWN SES,2.4,2.3,1.4,1.5,2.2,1.6,2.1,2.7,2.9,2.7,5.1,5.3,5.4,6.4,7.0,5.7,5.4,4.2,3.0,3.0,2.6,3.4,3.1,2.8,3.5,7.0,14
,EL CAJON LES,1.1,1.4,.8,1.9,2.4,1.0,1.9,1.0,1.2,2.2,1.7,3.0,3.2,4.0,6.5,6.2,4.9,4.0,1.7,.8,1.3,.8,1.3,2.2,2.4,6.5,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.9,2.5,1.4,.8,2.5,2.3,1.6,2.0,1.7,2.1,4.1,5.3,5.4,6.2,8.6,7.5,7.1,5.9,4.8,2.5,1.3,2.1,2.4,2.0,3.5,8.6,14
,OTAY MESA DVN,1.1,.8,2.3,1.6,2.3,1.5,1.7,1.3,2.4,3.0,4.0,4.0,4.7,6.2,8.6,6.9,7.0,5.2,3.2,2.1,1.4,1.6,2.9,3.3,3.3,8.6,14
,PENDLETON,3.6,3.0,2.7,3.1,4.0,2.1,2.8,4.9,6.2,5.7,3.5,5.4,5.4,5.7,5.7,5.7,4.0,3.4,3.5,3.3,2.7,3.6,4.7,5.2,4.2,6.2,08
16 AMBTEMP °F,ALPINE,54.7,54.6,54.5,53.6,53.9,54.9,54.5,56.1,59.7,60.3,61.4,61.8,61.1,62.9,63.5,60.2,56.2,51.7,48.7,48.1,48.6,48.2,45.2,43.7,54.9,63.5,14
,CARMEL MT RCH,47.6,46.2,45.9,45.7,45.0,44.0,44.4,44.5,46.2,50.0,53.9,59.9,62.7,63.0,63.5,60.5,58.2,54.0,51.9,50.8,49.5,49.4,51.1,51.2,51.6,63.5,14
,CHULA VISTA,52.1,51.4,50.9,50.6,50.2,49.3,49.0,48.4,49.9,53.9,56.4,58.1,59.3,59.4,58.5,57.7,56.5,55.0,54.2,53.5,52.2,51.1,51.8,53.1,53.4,59.4,13
,DOWNTOWN SES,53.5,53.1,53.2,53.2,52.6,51.8,51.5,51.1,50.9,52.9,54.5,55.9,56.7,57.8,57.2,57.1,56.3,55.2,54.8,54.6,54.4,54.8,54.6,54.0,54.2,57.8,13
,EL CAJON LES,48.7,47.2,46.7,46.4,45.5,44.0,42.5,43.3,44.6,47.8,54.3,60.6,63.7,65.7,64.9,61.1,58.8,54.7,52.6,51.2,49.8,48.8,50.0,50.5,51.8,65.7,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,51.5,51.4,51.1,50.8,50.3,48.7,48.9,50.4,51.7,54.6,57.4,59.3,60.0,61.2,59.6,57.8,56.5,55.0,53.7,52.3,50.4,49.8,51.9,53.0,53.6,61.2,13
,OTAY MESA DVN,47.1,46.7,45.3,45.3,44.9,45.3,44.3,44.0,44.3,46.2,53.3,58.9,61.5,63.8,60.9,58.3,56.9,53.7,52.5,52.0,51.2,50.6,50.0,51.6,51.2,63.8,13
,PENDLETON,52.6,51.4,50.6,50.9,50.1,49.2,49.1,48.8,49.5,52.0,55.5,58.0,59.0,58.9,59.2,58.8,57.7,55.5,55.6,55.6,55.3,54.2,54.2,54.1,54.0,59.2,14
17 RELHUM %,ALPINE,47,47,41,42,37,27,31,29,26,29,30,35,45,42,44,55,67,79,88,90,88,84,91,97,54,97,23
,EL CAJON LES,100,100,100,100,100,100,100,100,100,96,77,63,49,52,57,66,72,83,89,92,95,96,93,92,86,100,00
,KEARNY MESA,98,98,97,95,94,97,96,93,88,80,70,64,64,63,68,72,76,79,82,85,88,90,89,86,84,98,00
18 PRES mmHg,EL CAJON LES,748,748,748,748,748,748,748,749,749,750,750,749,749,748,748,748,748,749,749,750,750,750,750,750,749,750,09
,KEARNY MESA,749,749,749,749,749,749,749,750,750,750,751,750,750,749,750,750,750,750,751,751,751,751,751,751,750,751,10
19 SOLAR W/M2,EL CAJON LES,0,-1,0,0,-1,-2,2,47,162,452,682,760,753,680,546,358,138,3,-5,-4,-3,-2,0,-1,190,760,11
,KEARNY MESA,1,1,1,1,1,1,4,60,167,489,665,735,736,675,552,372,157,9,1,1,0,1,1,1,193,736,12
25 NOY,EL CAJON LES,8.75,8.03,8.57,8.96,9.38,C,C,12.10,19.15,23.57,21.76,18.30,13.95,14.34,10.53,7.72,7.20,6.34,8.25,11.06,13.55,16.67,12.66,6.51,12.15,23.57,09
26 NOY-NO,EL CAJON LES,8.71,7.98,8.57,8.91,9.32,C,C,10.91,14.65,15.64,14.86,13.84,12.27,12.96,9.23,6.77,6.60,6.02,7.90,10.71,13.21,16.09,12.53,6.44,10.64,16.09,21
27 NO Trace,EL CAJON LES,.03,.04,.00,.04,.06,C,C,1.19,4.49,7.93,6.89,4.46,1.67,1.37,1.29,.94,.59,.32,.34,.34,.33,.58,.12,.07,1.50,7.93,09
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.1,.1,.2,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.2,13
29 CO Tr PPB,EL CAJON LES,384.0,369.3,C,C,C,381.8,382.5,418.8,475.5,503.6,473.6,449.4,391.8,383.9,276.6,218.8,232.1,218.6,287.7,361.8,410.0,401.9,386.0,C,370.3,503.6,09
BCarbon ug/m3,10TH AVE MARINE TERM,.28,.43,.38,.53,.79,.89,1.26,1.78,2.31,1.73,1.45,.82,.34,.24,.20,.15,.19,<,.35,.36,.23,.21,.16,1.40,.72,2.31,08
,ALPINE,.54,.52,.42,.42,.35,.18,.30,.56,.47,.47,.36,.46,.71,.85,1.29,1.17,.72,<,.63,1.01,1.01,1.14,.61,.37,.63,1.29,14
,CHICANO PARK,.23,.28,.36,.48,.69,.89,1.14,1.70,1.88,1.35,1.27,.91,.35,.26,.26,.28,.28,<,.20,.29,.20,.21,.55,1.14,.66,1.88,08
,DOWNTOWN SES,.27,.29,.33,.46,.60,.78,1.11,1.75,1.85,1.69,1.46,.98,.44,.27,.21,.20,.23,<,.18,.23,.24,.21,.54,1.07,.67,1.85,08
,OCEANVIEW BLVD,.29,.39,.44,.58,.67,.80,1.12,1.53,1.53,1.71,1.62,.90,.49,.36,.33,.25,.33,<,.29,.35,.31,1.72,1.82,1.16,.83,1.82,22
,SAN YSIDRO,2.440,2.586,3.163,2.029,2.053,2.698,3.143,3.245,2.263,1.650,1.187,.843,.606,.377,.321,.438,.354,<,.465,.800,.880,2.013,2.632,.579,1.598,3.245,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
