03 NO2 PPM,ALPINE,.003,.002,C,C,.002,.002,.009,.011,.003,.003,.003,.003,.003,.003,.002,.004,.004,.005,.004,.006,.010,.005,.003,.002,.004,.011,07
,CARMEL MT RCH,.019,.020,C,C,.018,.012,.015,.016,.007,.003,.007,.014,.012,.012,.011,.013,.012,.015,.015,.018,.025,.029,.033,.026,.016,.033,22
,CHULA VISTA,.017,.014,C,C,.008,.010,.012,.013,.008,.006,.004,.005,.004,<,.005,.003,.006,.007,.009,.018,.032,.038,.021,.020,.012,.038,21
,DOWNTOWN SES,.020,.013,C,C,.010,.016,.021,.019,.017,.007,.007,.008,.007,.008,.004,.005,.005,.007,.009,.018,.025,.030,.036,.038,.015,.038,23
,EL CAJON LES,.007,.007,.009,.010,.009,.010,.004,.004,.003,.002,.003,.003,.002,.003,.004,.003,.004,.005,.008,.013,.016,.015,.017,.015,.007,.017,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.005,C,C,.009,.014,.013,.013,.006,M,M,M,M,M,M,.004,.003,.005,.008,.013,.017,.014,.013,.010,.010,.017,20
,OTAY MESA DVN,.010,.014,C,C,.007,.005,.008,.006,.011,.006,.005,.004,.004,.004,.004,.004,.004,.006,.006,.005,.006,.013,.018,.020,.008,.020,23
,PENDLETON,.008,.006,C,C,.010,.013,.008,.012,.006,.004,.009,.004,.002,.003,.003,.004,.006,.003,.008,.015,.016,.017,.013,.011,.008,.017,21
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.003,.008,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.008,07
,CARMEL MT RCH,.006,.006,C,C,.007,.002,.016,.014,.004,.001,.004,.011,.009,.010,.010,.011,.008,.006,.003,.002,.004,.004,.014,.006,.007,.016,06
,CHULA VISTA,.000,.000,C,C,.000,.000,.002,.003,.003,.002,.001,.001,.001,<,.001,.000,.001,.000,.000,.000,.003,.004,.001,.005,.001,.005,23
,DOWNTOWN SES,.002,.000,C,C,.000,.002,.006,.008,.010,.002,.002,.003,.001,.002,.000,.000,.000,.000,.000,.000,.001,.001,.007,.013,.003,.013,23
,EL CAJON LES,.000,.001,.001,.002,.002,.002,.000,.001,.001,.001,.001,.001,.000,.001,.001,.001,.000,.000,.000,.001,.000,.001,.001,.001,.001,.002,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.002,.004,.002,M,M,M,M,M,M,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.004,07
,OTAY MESA DVN,.001,.001,C,C,.003,.001,.004,.001,.005,.003,.001,.001,.001,.001,.001,.001,.001,.000,.001,.001,.001,.003,.003,.005,.002,.005,08
,PENDLETON,.000,-.001,C,C,.004,.007,.002,.015,.004,.001,.005,.001,.000,.001,.002,.000,.000,-.001,-.001,-.001,.000,.000,.000,.000,.002,.015,07
06 CO PPM,CARMEL MT RCH,.5,.5,C,C,C,.2,.6,.5,.2,.2,.2,.4,.4,.4,.5,.5,.5,.6,.4,.6,.6,.7,.7,.6,.5,.7,21
10 INTMP °C,ALPINE,26,27,26,26,27,27,27,27,26,25,24,24,24,24,24,24,24,25,25,26,26,26,27,27,26,27,01
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,25,25,25,25,25,25,24,24,25,25,26,<,23,26,26,25,25,25,24,25,25,25,25,26,12
,DOWNTOWN SES,26,27,26,26,27,26,27,27,26,M,24,24,24,24,24,24,24,25,25,25,25,25,25,26,25,27,01
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,25,25,26,26,25,25,25,25,26,25,25,25,24,25,25,25,25,26,26,26,26,25,25,25,26,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,25,25,26,26,26,26,26,26,00
,PENDLETON,25,25,26,26,26,26,25,<,25,25,24,24,24,24,24,24,25,25,25,25,25,25,26,26,25,26,02
11 PM2.5 µg/M3,ALPINE,4.9,5.8,3.1,.3,1.6,2.8,2.6,4.2,5.4,1.3,-2.5,.8,4.6,3.8,4.8,14.1,11.4,16.7,7.9,14.1,12.2,10.1,8.3,10.3,6.1,16.7,17
,DOWNTOWN SES,20.1,15.2,8.6,13.4,9.1,9.6,9.7,9.1,13.4,10.9,17.3,13.8,17.2,12.5,15.3,12.8,12.3,12.0,12.5,13.3,10.9,17.5,22.1,21.6,13.7,22.1,22
,EL CAJON LES,9.6,7.2,5.7,5.5,6.0,11.7,7.6,5.0,7.4,9.8,10.2,12.8,12.5,15.9,13.6,14.7,10.2,12.6,10.0,17.8,20.6,21.5,20.2,22.2,12.0,22.2,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,10.3,23.8,13.9,13.5,11.2,11.3,13.0,11.6,12.1,16.8,15.9,11.2,10.6,15.2,14.4,16.0,13.0,15.9,10.9,13.6,10.4,19.3,22.2,27.5,14.7,27.5,23
,PENDLETON,9.9,10.7,9.3,8.4,8.2,7.0,4.1,10.6,9.7,10.4,13.7,11.8,12.5,14.3,15.8,15.0,13.8,8.2,8.7,6.6,8.1,11.8,11.0,11.7,10.4,15.8,14
12 VWDR °,ALPINE,9,33,102,98,98,79,92,111,175,209,238,257,294,297,291,283,268,285,356,84,116,334,40,104,0,356,18
,CHULA VISTA,92,90,94,93,101,91,93,93,101,129,274,263,251,<,271,274,290,303,5,36,1,51,93,95,0,303,17
,DOWNTOWN SES,62,67,57,65,63,58,50,48,73,M,189,231,232,261,284,288,307,331,344,33,19,46,48,34,0,344,18
,EL CAJON LES,106,112,242,271,241,83,77,75,64,31,346,297,279,271,270,275,287,316,342,157,263,114,126,121,0,346,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,64,62,73,76,77,70,60,80,83,118,335,330,262,272,284,299,307,316,32,50,348,52,34,63,0,348,20
,OTAY MESA DVN,125,111,111,121,111,132,122,292,246,178,274,292,291,283,289,284,285,302,2,6,16,77,348,94,0,348,22
,PENDLETON,64,64,64,57,63,62,67,<,57,77,206,232,255,270,279,295,307,307,13,10,64,52,55,60,0,307,16
13 SIGTHETA °,ALPINE,12,29,32,22,17,20,32,26,29,54,46,34,31,27,27,24,28,27,43,27,27,47,75,56,33,75,22
,CHULA VISTA,13,13,14,13,19,11,14,18,16,39,75,43,21,<,23,<,22,21,23,40,22,23,24,41,25,75,10
,DOWNTOWN SES,19,14,13,17,21,30,14,15,21,M,53,23,21,27,23,23,25,19,29,32,14,20,37,62,25,62,23
,EL CAJON LES,56,53,36,65,53,35,22,18,33,42,57,49,31,37,24,19,19,19,32,36,30,26,59,60,38,65,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,17,6,9,11,7,7,8,11,15,45,61,43,28,23,14,12,12,12,23,50,49,33,15,26,22,61,10
,OTAY MESA DVN,13,10,7,10,10,53,73,48,39,52,54,33,29,17,12,15,12,14,23,49,23,9,33,50,29,73,06
,PENDLETON,10,12,9,8,11,10,9,<,12,32,33,18,11,12,16,17,15,15,39,22,18,22,14,14,16,39,18
14 VWSP MPH,ALPINE,2.3,1.2,1.0,1.4,1.8,1.1,1.6,1.7,3.1,1.8,3.0,3.5,4.7,5.6,5.7,6.9,5.6,2.9,1.3,1.8,1.5,1.4,.8,1.0,.0,6.9,15
,CHULA VISTA,4.0,4.8,4.3,4.6,3.4,4.8,4.8,2.8,4.4,1.7,.7,3.8,6.5,<,9.0,8.6,6.6,5.4,2.7,.5,1.0,1.3,2.4,1.2,.0,9.0,14
,DOWNTOWN SES,2.4,4.2,3.4,2.4,2.6,2.0,3.1,4.1,3.2,M,2.6,5.6,6.4,6.2,7.4,7.1,6.5,5.7,2.8,.4,2.2,2.2,1.2,.8,.0,7.4,14
,EL CAJON LES,.5,.3,.8,.2,.7,.5,2.2,3.0,2.4,1.8,1.5,2.4,3.8,5.1,6.6,8.3,7.7,4.6,2.7,.6,.1,1.4,.2,.6,.0,8.3,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,2.3,4.5,2.5,2.2,3.2,2.9,4.9,3.2,4.0,1.6,.9,3.7,5.0,7.6,10.3,11.5,10.7,6.8,2.1,.5,2.3,3.1,2.9,2.5,.0,11.5,15
,OTAY MESA DVN,2.4,2.8,3.2,2.9,3.6,1.6,.4,1.0,.7,1.8,2.6,4.4,5.9,10.0,11.7,10.6,8.1,5.1,2.8,1.9,2.0,3.0,.3,1.2,.0,11.7,14
,PENDLETON,4.7,5.0,5.0,4.7,4.5,5.6,7.1,<,6.4,4.2,3.9,6.8,8.2,6.3,6.1,8.6,10.6,10.1,2.2,2.3,3.6,3.9,4.7,5.2,.0,10.6,16
15 SWSP MPH,ALPINE,2.3,1.4,1.2,1.6,1.9,1.2,1.9,1.8,3.4,2.8,3.7,4.3,5.5,6.2,6.3,7.6,6.3,3.3,2.0,2.1,1.7,2.2,1.4,1.7,3.1,7.6,15
,CHULA VISTA,4.1,4.9,4.4,4.7,3.5,4.9,4.9,2.9,4.6,3.2,2.2,4.5,6.9,<,9.5,9.1,7.0,5.8,3.3,1.0,1.2,1.4,2.6,1.8,4.3,9.5,14
,DOWNTOWN SES,2.5,4.3,3.5,2.5,2.7,2.1,3.2,4.3,3.4,M,3.7,6.0,7.1,7.2,8.0,7.7,7.3,6.1,3.3,1.7,2.5,2.3,2.2,1.5,4.1,8.0,14
,EL CAJON LES,1.2,.8,.9,.3,.8,.5,2.4,3.1,2.6,2.4,3.1,3.6,4.8,6.5,7.3,8.8,8.1,4.9,3.1,1.2,.8,1.8,.9,.8,2.9,8.8,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.4,4.5,2.6,2.3,3.2,3.0,5.0,3.2,4.3,3.0,2.2,4.6,7.2,8.4,10.6,11.8,10.9,6.9,3.2,1.1,2.6,3.3,3.0,2.7,4.7,11.8,15
,OTAY MESA DVN,2.5,2.9,3.2,3.0,3.7,1.9,1.1,1.5,1.8,2.9,3.8,4.9,6.6,10.5,12.1,11.0,8.5,5.3,3.4,2.4,2.7,3.3,.8,1.6,4.2,12.1,14
,PENDLETON,4.8,5.1,5.1,4.8,4.6,5.7,7.2,<,6.6,4.8,5.6,7.1,8.4,6.4,6.4,9.1,10.9,10.4,3.6,3.5,3.8,4.2,4.9,5.4,6.0,10.9,16
16 AMBTEMP °F,ALPINE,44.3,45.2,44.3,41.9,41.7,42.7,41.7,43.0,46.9,49.3,52.1,55.4,57.0,58.2,59.4,58.2,54.9,51.2,49.0,48.5,47.8,47.9,47.4,48.1,49.0,59.4,14
,CARMEL MT RCH,48.3,48.3,47.6,46.8,47.3,47.5,48.3,48.6,51.9,55.0,57.3,59.8,62.3,62.9,61.8,60.3,58.1,55.6,54.4,53.3,51.6,50.2,48.6,48.0,53.1,62.9,13
,CHULA VISTA,50.9,50.6,50.2,49.9,49.4,49.1,48.7,51.1,54.6,58.0,60.5,62.3,62.1,<,M,M,60.1,58.8,57.6,55.8,53.9,52.8,51.8,50.2,54.2,62.3,11
,DOWNTOWN SES,52.1,52.1,51.5,50.8,50.5,50.2,50.3,51.1,54.8,58.4,60.6,60.8,61.1,62.1,61.8,61.2,60.4,58.7,57.2,56.4,55.6,54.5,52.7,51.6,55.7,62.1,13
,EL CAJON LES,47.6,47.1,46.3,45.3,45.7,44.5,46.0,47.8,51.4,56.4,58.9,61.8,64.9,66.0,65.9,64.1,61.1,57.9,56.3,54.0,52.1,50.2,48.8,47.3,53.6,66.0,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,50.6,49.3,48.3,48.0,47.5,47.3,46.9,49.5,53.9,56.2,58.3,61.9,62.6,62.8,61.8,60.3,58.6,56.3,54.3,53.2,51.8,49.0,50.1,48.9,53.6,62.8,13
,OTAY MESA DVN,50.3,51.0,50.3,49.7,49.1,50.7,50.3,50.6,52.9,56.4,58.9,60.9,62.8,63.0,61.0,59.4,58.5,56.8,55.3,54.4,52.2,53.1,52.1,50.9,54.6,63.0,13
,PENDLETON,52.6,51.3,48.8,48.8,48.5,47.6,46.5,<,54.6,59.3,60.8,61.5,61.0,60.7,60.8,60.3,59.7,58.7,58.3,56.5,54.1,52.6,50.9,49.2,54.9,61.5,11
17 RELHUM %,ALPINE,95,95,93,95,87,84,90,85,80,73,65,57,49,46,40,53,66,77,81,83,80,77,70,57,74,95,00
,EL CAJON LES,99,99,100,100,100,100,92,85,77,68,61,50,39,44,50,54,59,66,67,75,81,86,90,93,76,100,02
,KEARNY MESA,94,96,97,96,94,92,94,92,83,72,65,49,54,59,60,65,69,70,73,73,75,81,81,87,78,97,02
18 PRES mmHg,EL CAJON LES,749,749,749,749,749,749,750,750,750,750,750,749,748,748,748,748,749,749,750,750,751,751,752,752,750,752,22
,KEARNY MESA,750,750,750,750,750,750,751,751,751,751,751,751,750,749,749,750,750,751,751,752,752,753,753,753,751,753,21
19 SOLAR W/M2,EL CAJON LES,-3,-3,-3,-2,-2,-3,7,59,317,600,732,818,821,739,583,385,152,10,-5,-5,-4,-4,-4,-4,216,821,12
,KEARNY MESA,0,0,0,0,0,0,10,75,304,372,610,787,797,722,584,404,192,25,0,0,0,0,0,0,203,797,12
25 NOY,EL CAJON LES,8.09,8.37,10.32,13.21,11.66,14.43,4.72,5.37,5.56,4.40,6.24,5.53,3.96,5.58,7.20,5.86,5.42,6.30,8.76,13.94,16.87,16.15,18.14,16.01,9.25,18.14,22
26 NOY-NO,EL CAJON LES,7.76,7.85,9.32,10.71,10.03,11.88,4.40,4.53,4.08,3.36,4.68,4.39,3.35,4.65,6.13,5.20,5.01,6.00,8.62,13.22,16.63,15.66,17.32,15.07,8.32,17.32,22
27 NO Trace,EL CAJON LES,.32,.52,.99,2.50,1.63,2.54,.32,.83,1.47,1.03,1.56,1.13,.61,.93,1.07,.65,.41,.30,.13,.71,.23,.49,.82,.93,.92,2.54,05
28 SO2 Tr PPB,EL CAJON LES,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.0,.0,.0,.0,.1,11
29 CO Tr PPB,EL CAJON LES,248.9,254.0,271.3,280.0,226.3,212.6,182.9,192.7,199.8,183.2,204.8,209.6,189.9,221.3,251.6,227.6,224.8,264.5,284.7,347.3,431.0,447.2,459.2,426.9,268.4,459.2,22
BCarbon ug/m3,10TH AVE MARINE TERM,1.71,1.49,1.28,.97,.79,.92,1.34,1.15,1.33,.95,.38,.57,.60,.66,.63,.58,.45,.44,.44,.70,.57,1.40,2.01,1.96,.97,2.01,22
,ALPINE,.25,.18,.24,.24,.19,.22,.61,.58,.17,<,.19,.16,.16,.17,.16,.26,.31,.32,.34,.43,.53,.38,.27,.17,.28,.61,06
,CHICANO PARK,1.08,1.04,.83,.68,.67,.98,1.31,1.27,1.02,.64,.35,.52,.68,.54,.55,.45,.42,.43,.46,.76,1.00,1.53,1.74,1.66,.86,1.74,22
,DOWNTOWN SES,1.34,1.06,.96,.66,.55,.74,1.01,.83,.88,.42,.43,.52,.54,.54,.48,.53,.54,.50,.45,.96,1.12,1.32,1.86,1.78,.83,1.86,22
,OCEANVIEW BLVD,1.20,1.08,1.43,.73,.71,.83,1.03,.98,.79,.33,.37,.48,.53,.55,.56,.49,.46,.41,.51,.92,1.18,1.31,1.84,2.01,.86,2.01,23
,SAN YSIDRO,2.847,2.052,2.834,3.008,2.322,2.916,3.936,3.578,2.999,1.922,.691,.582,.297,.213,.395,.486,.256,.402,.580,.632,1.701,1.365,.850,.721,1.566,3.936,06
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
