Current Date:,8/21/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
8/20/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.054,.058,C,C,.063,.063,.061,.060,.064,.075,.079,.090,.096,.097,.089,.068,.052,.042,.033,.027,.026,.019,.018,.031,.057,.097,13
,CHULA VISTA,.020,.016,C,C,.004,.005,.007,.010,.013,.015,.028,.035,.034,.030,.030,.030,.031,.029,.030,.029,.025,.029,.027,.025,.022,.035,11
,DOWNTOWN SES,.017,.016,C,C,.011,.006,.006,.008,.010,.017,.022,.030,.030,.024,.027,.032,.030,.029,.025,.027,.023,.022,.018,.026,.020,.032,15
,EL CAJON LES,.005,.004,C,C,C,.003,.006,M,M,M,.042,.048,.068,.066,.041,.034,.032,.032,.032,.024,.024,.022,.021,.018,.029,.068,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.013,.012,C,C,.011,.008,.005,.008,.017,.028,.039,.047,.054,.037,.034,.031,.033,.031,.030,.026,.024,.019,.016,.016,.024,.054,12
,OTAY MESA DVN,.022,.021,C,C,.012,.008,.006,.011,.022,.032,.048,.059,.059,.051,.048,.042,.036,.035,.030,.030,.029,.024,.023,.021,.030,.059,11
,PENDLETON,.021,.020,C,C,.015,.015,.013,M,M,M,M,.022,.021,M,.021,.025,.023,.028,.029,.026,.026,.026,.019,.019,.021,.029,18
02 NOX PPM,ALPINE,.004,.004,C,C,.003,.004,.006,.010,.012,.007,.008,.009,.008,.007,.006,.006,.005,.007,.007,.009,.008,.012,.012,.008,.007,.012,08
,CARMEL MT RCH,.010,.013,C,C,.030,.033,.027,.047,.048,.040,.035,.023,.020,.025,.028,.021,.024,.019,.017,.015,.017,.013,.013,.007,.024,.048,08
,CHULA VISTA,.003,.006,C,C,.017,.016,.017,.017,.017,.016,.008,.005,.003,.002,.002,.005,.007,.005,.002,.002,.005,.002,.002,.002,.007,.017,04
,DOWNTOWN SES,.007,.006,C,C,.007,.012,.020,.023,.029,.015,.012,.008,.005,.004,.005,.003,.004,.005,.009,.007,.010,.010,.015,.006,.010,.029,08
,EL CAJON LES,.015,.015,C,C,C,.012,.012,M,M,M,.016,.017,.008,.007,.009,.004,.005,.005,.005,.008,.006,.006,.005,.005,.009,.017,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.005,C,C,.004,.008,.019,.021,.019,.019,.008,.007,.005,.004,.003,.005,.003,.005,.004,.007,.008,.009,.011,.008,.009,.021,07
,OTAY MESA DVN,.004,.004,C,C,.008,.016,.054,.063,.048,.027,.012,.007,.005,.005,.005,.009,.014,.006,.005,.004,.004,.006,.004,.005,.014,.063,07
,PENDLETON,.001,.002,C,C,.004,.004,.006,M,M,M,M,.003,.001,M,.002,.001,.001,.001,.001,.001,.002,.002,.006,.004,.002,.006,06
03 NO2 PPM,ALPINE,.003,.003,C,C,.003,.003,.005,.009,.010,.006,.007,.008,.007,.006,.005,.005,.004,.006,.006,.009,.007,.011,.011,.007,.006,.011,21
,CARMEL MT RCH,.005,.007,C,C,.012,.011,.010,.019,.023,.022,.021,.014,.012,.017,.017,.011,.013,.011,.010,.009,.010,.008,.010,.006,.013,.023,08
,CHULA VISTA,.003,.006,C,C,.016,.014,.012,.010,.010,.009,.006,.004,.002,.002,.002,.004,.006,.005,.002,.002,.005,.001,.002,.002,.006,.016,04
,DOWNTOWN SES,.007,.006,C,C,.006,.009,.012,.012,.014,.009,.008,.006,.003,.003,.004,.002,.004,.005,.009,.006,.009,.010,.014,.006,.007,.014,08
,EL CAJON LES,.014,.014,C,C,C,.011,.009,M,M,M,.013,.014,.007,.007,.007,.003,.004,.005,.005,.008,.006,.006,.005,.005,.008,.014,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
