Current Date:,8/30/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
8/29/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.015,.016,C,C,.034,.034,.034,.034,.032,.046,.053,.062,.067,.064,.065,.062,.055,.046,.038,.032,.027,.023,.015,.014,.039,.067,12
,CHULA VISTA,.029,.026,C,C,.022,.023,.022,.021,.025,.032,.037,.037,.037,.035,.035,.035,.033,.030,.028,.027,.026,.026,.024,.027,.028,.037,10
,DOWNTOWN SES,.029,.031,C,C,.026,.025,.025,.024,.025,.032,.035,.036,.037,.036,.036,.035,.034,.032,.029,.029,.028,.026,.029,.031,.030,.037,12
,EL CAJON LES,.020,.018,C,C,C,.017,.015,.018,.026,.033,.045,.054,.052,.054,.053,.048,.041,.036,.030,.029,.027,.025,.024,.024,.032,.054,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.030,.030,C,C,.026,.025,.025,.025,.026,.034,.040,.042,.042,.042,.041,.042,.039,.034,.032,.027,.026,.025,.024,.030,.032,.042,11
,OTAY MESA DVN,.022,.026,C,C,.020,.019,.019,.021,.026,.036,.044,.049,.047,.049,.048,.043,.038,.034,.030,.029,.027,.025,.024,.027,.031,.049,11
,PENDLETON,.020,.020,C,C,.021,.021,.025,.028,.030,.033,.036,.039,.042,.040,.037,.033,.032,.031,.036,.036,.032,.023,.025,.026,.030,.042,12
02 NOX PPM,ALPINE,.012,.012,C,C,.006,.006,.008,.011,.010,.005,.005,.005,.004,.004,.004,.003,.004,.003,.005,.004,.005,.007,.010,.009,.006,.012,00
,CARMEL MT RCH,.007,.006,C,C,.012,.016,.019,.018,.016,.018,.015,.015,.015,.014,.015,.012,.013,.010,.010,.009,.009,.009,.007,.006,.012,.019,06
,CHULA VISTA,.002,.003,C,C,.003,.003,.004,.004,.006,.005,.004,.003,.005,.004,.003,.002,.002,.003,.002,.003,.003,.003,.005,.002,.003,.006,08
,DOWNTOWN SES,.003,.002,C,C,.004,.004,.005,.006,.007,.007,.006,.004,.003,.003,.004,.003,.003,.002,.003,.004,.004,.004,.003,.002,.004,.007,08
,EL CAJON LES,.004,.004,C,C,C,.004,.006,.006,.006,.007,.005,.005,.004,.003,.004,.004,.003,.004,.004,.003,.004,.004,.003,.003,.004,.007,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,.001,C,C,.002,.002,.002,.003,.004,.003,.003,.003,.005,.004,.004,.004,.004,.005,.004,.005,.005,.004,.004,.002,.003,.005,12
,OTAY MESA DVN,.003,.003,C,C,.004,.003,.004,.004,.004,.005,.005,.004,.003,.003,.003,.002,.002,.003,.003,.002,.002,.003,.003,.003,.003,.005,09
,PENDLETON,.004,.002,C,C,.002,.002,.002,.002,.002,.001,.001,.002,.001,.001,.001,.000,.000,.000,.000,.001,.001,.005,.001,.001,.001,.005,21
03 NO2 PPM,ALPINE,.011,.011,C,C,.004,.004,.004,.008,.007,.004,.003,.004,.003,.003,.003,.003,.003,.003,.004,.004,.004,.006,.009,.008,.005,.011,00
,CARMEL MT RCH,.005,.004,C,C,.007,.009,.009,.010,.008,.009,.009,.008,.009,.008,.008,.007,.007,.006,.005,.005,.005,.005,.004,.004,.007,.010,07
,CHULA VISTA,.002,.003,C,C,.003,.003,.003,.004,.004,.004,.003,.002,.004,.003,.003,.002,.002,.002,.002,.003,.003,.003,.005,.002,.003,.005,22
,DOWNTOWN SES,.003,.001,C,C,.004,.004,.004,.005,.005,.005,.004,.003,.003,.002,.003,.003,.002,.002,.003,.004,.004,.004,.002,.002,.003,.005,07
,EL CAJON LES,.004,.004,C,C,C,.004,.004,.004,.005,.005,.005,.004,.003,.003,.003,.003,.003,.003,.003,.003,.003,.004,.003,.003,.004,.005,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.002,.002,.002,.003,.003,.003,.003,.002,.003,.003,.002,.002,.002,.002,.002,.002,.003,.003,.002,.001,.002,.003,07
,OTAY MESA DVN,.003,.003,C,C,.004,.003,.003,.003,.003,.004,.005,.003,.003,.003,.003,.002,.002,.003,.003,.002,.002,.003,.003,.003,.003,.005,10
,PENDLETON,.004,.003,C,C,.002,.003,.002,.002,.002,.001,.001,.002,.002,.001,.001,.001,.000,.000,.001,.001,.001,.005,.002,.001,.002,.005,21
04 NO PPM,ALPINE,.001,.001,C,C,.002,.001,.003,.004,.003,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.004,07
,CARMEL MT RCH,.002,.002,C,C,.005,.007,.010,.008,.008,.009,.006,.006,.006,.006,.007,.005,.006,.004,.005,.004,.004,.003,.002,.002,.005,.010,06
,CHULA VISTA,.000,.000,C,C,.000,.000,.000,.001,.001,.001,.001,.000,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.001,.001,.002,.002,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.002,08
,EL CAJON LES,.000,.000,C,C,C,.000,.001,.002,.002,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.000,.001,.000,.000,.001,.001,.002,.002,.002,.003,.003,.002,.002,.002,.002,.001,.001,.001,.003,16
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.000,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.000,.000,.001,07
,PENDLETON,.000,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.5,.5,.5,.5,.5,.6,.5,.5,.5,.6,.5,.6,.5,.4,.4,.4,.4,.3,.3,.4,.6,10
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,26,25,26,23
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,00
