,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.003,.003,.003,.005,.005,.006,.003,.003,.002,.002,.002,.003,.005,.005,.002,.003,.004,.004,.007,.011,.004,.011,23
,OTAY MESA DVN,.003,.003,C,C,.004,.005,.006,.005,.006,.011,.006,.003,.003,.003,.003,.003,.003,.003,.004,.003,.003,.004,.005,.007,.004,.011,09
,PENDLETON,.001,.001,C,C,.001,.002,.003,.006,.012,.009,.001,.001,.001,.005,.006,.000,.000,.001,.001,.001,.001,.004,.012,.006,.003,.012,08
03 NO2 PPM,ALPINE,.004,.004,C,C,.003,.003,.003,.004,.004,.003,.002,.002,M,.003,.003,.002,.003,.004,.005,.006,.007,.009,.011,.008,.004,.011,22
,CARMEL MT RCH,.004,.004,C,C,.003,.003,.004,.004,.009,.014,.015,.012,.012,.012,M,M,M,.007,.008,.006,.007,.007,.005,.006,.007,.015,10
,CHULA VISTA,.002,.002,C,C,.002,.003,.003,.003,.003,.002,.001,.001,.001,.001,.002,.002,.002,.001,.002,.003,.002,.003,.004,.002,.002,.004,22
,DOWNTOWN SES,.001,.001,C,C,.002,.004,.002,.003,.003,.003,.002,.002,.001,.002,.002,.002,.002,.002,.002,.004,.004,.005,.004,.003,.003,.005,21
,EL CAJON LES,.003,.002,C,C,C,.003,.003,.002,.002,.003,.003,.004,.003,.003,.003,.003,.003,.004,.004,.005,.004,.004,.004,.003,.003,.005,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.003,.003,.003,.004,.004,.004,.002,.002,.002,.002,.002,.003,.004,.004,.002,.003,.004,.004,.008,.011,.004,.011,23
,OTAY MESA DVN,.003,.003,C,C,.003,.005,.005,.004,.004,.007,.004,.002,.002,.002,.002,.002,.002,.002,.003,.003,.003,.003,.004,.005,.003,.007,09
,PENDLETON,.001,.001,C,C,.001,.002,.003,.003,.005,.004,.001,.001,.001,.002,.002,.000,.000,.001,.001,.001,.001,.004,.011,.006,.002,.011,22
04 NO PPM,ALPINE,.001,.001,C,C,.001,.001,.001,.002,.002,.001,.001,.001,M,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,07
,CARMEL MT RCH,.001,.001,C,C,.001,.001,.001,.002,.006,.012,.015,.010,.010,.012,M,M,M,.007,.007,.006,.005,.004,.002,.003,.006,.015,10
,CHULA VISTA,.000,.000,C,C,.000,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,07
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.001,.001,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.001,.001,.002,.001,.001,.000,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.002,09
,OTAY MESA DVN,.001,.001,C,C,.001,.001,.001,.001,.002,.004,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.001,.004,09
,PENDLETON,.000,.000,C,C,.000,.000,.000,.003,.007,.005,.000,.000,.000,.003,.004,.000,.000,.000,.000,.000,.000,.000,.001,.000,.001,.007,08
06 CO PPM,CARMEL MT RCH,.2,.1,C,C,C,.2,.2,.2,.2,.3,.3,.4,.4,.4,M,M,C,.5,.4,.3,.4,.3,.3,.2,.3,.5,17
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,25,24,24,24,24,23,23,23,24,24,24,24,24,25,25,26,26,25,26,00
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,24,25,24,24,24,24,24,25,24,24,25,25,25,25,25,25,25,00
,CHULA VISTA,25,26,26,25,25,26,25,26,25,25,25,25,26,26,25,26,25,26,26,26,25,26,26,25,26,26,01
,DOWNTOWN SES,26,26,25,25,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,26,25,26,00
,EL CAJON LES,27,27,27,27,27,27,27,27,26,27,27,M,M,26,26,26,26,26,26,26,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,08
,OTAY MESA DVN,26,26,26,26,26,26,26,26,25,26,25,25,25,24,24,24,25,25,25,25,25,26,26,26,25,26,00
,PENDLETON,26,26,26,26,26,26,26,26,25,25,25,25,24,25,25,25,25,25,25,25,25,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,8.0,11.2,7.7,3.3,4.3,6.5,6.9,7.8,6.0,3.9,2.3,3.8,8.5,10.5,M,9.1,7.5,9.8,9.9,7.2,8.7,9.7,12.6,10.3,7.6,12.6,22
,DOWNTOWN SES,7.0,4.8,5.2,5.0,6.0,4.3,4.6,6.7,7.5,6.6,10.1,6.7,4.5,6.2,5.9,8.5,8.5,6.1,5.2,4.5,7.6,7.5,9.0,5.4,6.3,10.1,10
,EL CAJON LES,9.3,9.4,9.6,11.2,10.2,8.2,10.5,10.3,10.0,10.4,9.6,M,9.2,9.8,10.8,9.4,6.0,8.1,7.3,7.7,8.8,8.6,8.8,8.1,9.1,11.2,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,7.8,5.1,9.8,9.6,7.8,13.9,10.7,13.1,11.6,11.3,9.9,10.7,9.8,6.1,6.1,7.1,10.4,8.0,6.5,7.8,6.7,7.7,11.7,8.1,9.0,13.9,05
,PENDLETON,8.3,6.5,8.7,7.3,9.6,9.8,6.1,9.5,20.7,7.4,6.1,6.6,5.7,6.2,7.4,6.6,5.2,5.0,6.5,5.8,6.8,10.2,8.0,9.7,7.9,20.7,08
12 VWDR °,ALPINE,14,15,56,20,351,23,15,307,308,318,325,328,319,325,317,320,333,10,19,28,52,175,180,164,0,351,04
,CHULA VISTA,226,176,279,44,200,215,227,151,261,253,257,253,253,250,257,263,269,254,248,249,239,232,157,139,0,279,02
,DOWNTOWN SES,298,156,240,223,270,253,232,199,224,219,223,227,216,227,236,259,276,262,278,279,344,346,350,8,0,350,22
,EL CAJON LES,312,278,250,243,248,275,246,221,240,324,321,M,M,327,328,330,328,332,326,322,306,318,317,306,0,332,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,276,197,176,138,102,143,212,178,163,215,233,231,236,237,232,255,274,278,287,294,292,301,342,38,0,342,22
,OTAY MESA DVN,340,313,275,272,246,239,270,301,272,255,289,298,295,294,293,296,287,281,283,295,357,10,8,30,0,357,20
,PENDLETON,214,209,207,172,162,142,157,218,226,239,241,242,233,247,246,250,251,256,252,247,238,133,70,50,0,256,17
13 SIGTHETA °,ALPINE,35,48,32,37,43,40,37,46,43,34,41,37,38,32,31,29,29,31,22,21,17,47,37,47,36,48,01
,CHULA VISTA,21,34,28,70,54,34,24,47,31,32,25,27,25,23,26,26,26,21,19,20,17,16,19,17,28,70,03
,DOWNTOWN SES,27,40,46,27,19,23,34,26,29,25,25,23,24,22,27,31,26,23,21,32,17,17,16,40,27,46,02
,EL CAJON LES,14,29,21,17,29,19,19,33,62,32,21,M,M,11,13,12,16,11,10,9,8,8,10,51,21,62,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,58,33,35,15,34,54,43,37,36,19,17,24,19,23,22,20,18,9,6,6,6,16,11,24,58,01
,OTAY MESA DVN,23,41,59,53,31,25,45,40,68,57,19,18,19,19,17,16,15,14,11,13,27,21,22,14,29,68,08
,PENDLETON,20,18,18,16,15,17,20,16,16,17,18,17,20,16,15,15,17,14,18,25,25,35,15,16,18,35,21
14 VWSP MPH,ALPINE,1.3,.7,1.5,1.4,1.3,1.2,1.7,1.7,2.5,3.5,3.9,4.4,4.7,5.3,5.7,5.3,4.7,3.7,3.1,2.0,1.2,.4,.8,.7,.0,5.7,14
,CHULA VISTA,2.6,1.9,1.8,.2,.6,1.7,2.8,1.6,4.0,4.8,6.5,6.3,6.6,6.9,6.3,5.6,5.0,5.2,4.1,2.9,2.1,1.4,1.5,1.7,.0,6.9,13
,DOWNTOWN SES,3.0,.9,1.1,2.7,3.1,2.9,2.6,3.7,4.4,5.6,6.8,7.1,7.2,7.4,6.0,5.1,4.6,5.0,3.9,2.4,2.8,2.4,2.2,1.6,.0,7.4,13
,EL CAJON LES,2.4,1.6,2.6,2.9,2.1,2.4,3.3,2.2,1.8,3.3,5.0,M,M,7.7,7.1,6.3,5.2,5.8,5.1,4.0,4.1,2.8,2.3,.6,.0,7.7,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,1.6,1.8,1.9,3.0,3.0,1.4,1.6,3.0,4.1,5.2,8.9,8.9,7.6,8.4,7.5,6.1,6.4,6.1,6.5,5.4,4.4,3.2,1.0,1.6,.0,8.9,10
,OTAY MESA DVN,2.3,2.0,.6,.9,1.4,1.6,1.3,1.0,1.7,2.9,8.4,9.4,7.5,8.3,8.6,8.4,8.0,7.4,6.9,5.0,2.0,1.8,2.1,2.6,.0,9.4,11
,PENDLETON,3.6,4.6,4.3,4.2,4.5,3.9,3.4,5.4,6.9,8.0,7.1,6.7,6.9,6.9,6.9,6.9,6.7,5.8,4.1,2.6,2.0,.6,2.4,3.1,.0,8.0,09
15 SWSP MPH,ALPINE,1.5,1.2,1.7,1.7,1.6,1.5,2.0,2.1,3.0,4.3,5.1,5.3,5.7,6.1,6.6,6.0,5.3,4.2,3.3,2.1,1.2,.7,.9,1.2,3.1,6.6,14
,CHULA VISTA,2.7,2.2,2.2,.8,1.2,2.1,3.1,2.1,4.6,5.5,7.2,7.0,7.2,7.4,6.9,6.2,5.6,5.6,4.4,3.0,2.2,1.4,1.5,1.7,3.9,7.4,13
,DOWNTOWN SES,3.4,1.9,2.0,3.0,3.4,3.1,2.9,4.1,4.8,6.1,7.5,7.9,7.9,7.9,7.0,6.0,5.4,5.6,4.3,2.9,3.0,2.5,2.3,2.3,4.5,7.9,11
,EL CAJON LES,2.5,2.1,2.8,3.0,2.2,2.6,3.5,2.7,3.1,3.7,5.4,M,M,7.9,7.3,6.5,5.4,5.9,5.2,4.0,4.1,2.9,2.4,.8,3.9,7.9,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.7,2.6,2.4,3.7,3.2,2.8,2.2,3.9,4.8,6.8,9.5,9.3,8.3,8.8,8.2,7.2,6.8,6.4,6.6,5.4,4.4,3.2,1.3,1.7,5.1,9.5,10
,OTAY MESA DVN,2.8,2.5,1.8,1.7,1.7,2.1,2.1,2.4,3.2,4.3,8.9,9.9,7.9,9.0,9.0,8.8,8.3,7.6,7.0,5.1,2.3,2.0,2.2,2.6,4.8,9.9,11
,PENDLETON,3.8,4.8,4.5,4.3,4.6,4.2,4.5,5.6,7.2,8.4,7.5,7.0,7.3,7.1,7.1,7.1,6.9,6.0,4.2,2.9,2.3,1.3,2.6,3.2,5.2,8.4,09
16 AMBTEMP °F,ALPINE,57.1,56.7,56.4,56.4,55.9,55.8,55.8,58.8,64.2,68.0,74.2,76.5,78.2,78.5,78.3,76.4,74.1,71.7,67.9,64.0,62.0,61.1,59.6,58.9,65.3,78.5,13
,CARMEL MT RCH,64.5,64.6,64.5,64.1,64.1,64.3,65.1,67.3,70.3,72.7,75.9,76.3,77.5,77.1,76.3,75.7,74.6,71.4,67.0,63.7,62.6,62.0,61.2,60.8,68.5,77.5,12
,CHULA VISTA,65.6,65.4,65.3,65.5,65.7,65.8,65.9,67.4,69.2,70.4,70.3,69.9,70.3,70.1,70.2,69.7,69.5,67.9,66.3,65.4,64.9,64.6,64.3,64.3,67.2,70.4,09
,DOWNTOWN SES,66.0,66.2,66.4,66.2,65.9,65.8,66.3,67.4,68.3,69.0,69.8,69.4,70.0,69.9,70.8,71.1,71.0,69.4,67.4,66.5,66.1,65.6,65.1,65.2,67.7,71.1,15
,EL CAJON LES,65.3,65.2,65.1,64.5,64.2,64.2,64.7,66.1,70.7,75.3,78.0,M,M,79.2,78.1,77.0,76.7,74.7,69.6,66.4,64.2,63.1,62.4,63.1,69.0,79.2,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,66.1,65.8,65.5,65.2,65.0,65.3,65.9,67.6,70.1,72.7,73.0,72.7,73.2,73.4,73.7,73.6,72.2,70.9,66.9,64.0,63.1,62.6,61.5,60.8,68.0,73.7,14
,OTAY MESA DVN,63.8,64.0,63.8,63.6,63.3,63.5,64.2,65.8,69.7,73.9,74.8,73.3,74.4,74.6,73.9,72.7,71.0,69.2,65.4,63.5,62.7,62.1,61.6,61.3,67.3,74.8,10
,PENDLETON,67.5,67.1,66.8,66.9,67.0,67.4,68.2,68.9,71.7,73.1,74.0,74.7,75.2,74.8,74.5,74.1,72.7,70.2,67.9,66.6,65.8,65.6,64.6,63.0,69.5,75.2,12
17 RELHUM %,ALPINE,96,98,98,99,99,99,99,99,80,63,43,41,40,37,37,40,42,46,56,69,77,78,76,66,70,99,03
,EL CAJON LES,84,84,84,85,85,84,81,76,64,55,51,M,M,46,47,47,48,55,69,79,86,89,90,88,72,90,22
,KEARNY MESA,80,79,79,79,78,76,74,69,63,60,59,60,57,56,54,56,60,63,75,83,85,86,87,86,71,87,22
18 PRES mmHg,EL CAJON LES,747,747,747,747,747,747,748,748,748,748,747,M,M,747,747,746,746,746,746,746,747,747,747,747,747,748,06
,KEARNY MESA,748,748,748,748,748,748,749,749,749,749,749,749,748,748,748,748,747,747,747,747,748,748,748,748,748,749,06
19 SOLAR W/M2,EL CAJON LES,0,0,0,0,0,13,76,259,708,892,1022,M,M,1023,871,670,436,194,20,-4,-4,-3,-3,-1,280,1023,13
,KEARNY MESA,0,0,0,0,0,22,116,384,667,828,948,1010,1006,944,825,656,450,215,32,0,0,0,0,0,338,1010,11
25 NOY,EL CAJON LES,3.37,3.04,3.05,3.18,3.33,C,C,3.05,3.34,4.20,4.55,5.52,4.54,4.56,4.35,3.91,5.16,5.21,5.03,5.24,4.23,4.48,4.47,3.73,4.16,5.52,11
26 NOY-NO,EL CAJON LES,3.34,3.06,3.06,3.19,3.34,C,C,2.63,2.68,3.36,3.56,4.33,3.78,3.69,3.45,3.27,4.20,4.57,4.75,4.74,4.13,4.06,4.13,3.66,3.68,4.75,18
27 NO Trace,EL CAJON LES,.02,-.01,.00,-.01,-.01,C,C,.41,.66,.83,.99,1.18,.76,.87,.90,.64,.95,.63,.27,.49,.10,.42,.33,.07,.47,1.18,11
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.1,.1,.1,.1,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.1,10
29 CO Tr PPB,EL CAJON LES,177.6,166.9,C,C,C,156.8,165.6,151.4,151.6,154.4,163.2,160.5,151.3,154.0,148.4,151.7,171.2,187.1,182.5,189.2,166.2,174.7,180.8,152.3,164.6,189.2,19
BCarbon ug/m3,DOWNTOWN SES,.15,.13,.17,.19,.14,.17,.15,.17,.21,.19,.20,.17,.13,.18,.21,.15,.16,.19,.16,.33,.47,.62,.43,.22,.22,.62,21
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
