Current Date:,8/27/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
8/26/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.036,.037,C,C,.039,.045,.042,.035,.047,.047,.055,.063,.069,.071,.068,.059,.048,.039,.033,.023,.023,.022,.028,.032,.043,.071,13
,CHULA VISTA,.012,.012,C,C,.013,.012,.011,.012,.016,.022,.028,.033,.032,.032,.040,.031,.031,.024,.022,.020,.016,.014,.012,.013,.020,.040,14
,DOWNTOWN SES,.019,.020,C,C,.017,.016,.014,.016,.020,.025,.031,M,M,.037,.037,.032,.029,.024,.024,.022,.018,.016,.019,.018,.022,.037,13
,EL CAJON LES,.015,.013,C,C,C,.006,.008,.012,.020,.032,.045,<,<,.055,.047,.040,.035,.031,.026,.018,.018,.014,.014,.009,.024,.055,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.019,.019,C,C,.018,.016,.016,.017,.019,.026,.038,.043,.044,.039,.040,.039,.037,.030,.026,.020,.018,.018,.019,.019,.026,.044,12
,OTAY MESA DVN,.014,.014,C,C,.009,.009,.012,.015,.021,.031,.037,.045,.049,.043,.040,.044,.034,.031,.024,.022,.020,.018,.017,.013,.025,.049,12
,PENDLETON,.007,.004,C,C,.015,.015,.013,.010,.015,.023,.027,.032,.031,.041,.037,.031,.025,.022,.021,.020,.023,.019,.015,.016,.021,.041,13
02 NOX PPM,ALPINE,.004,.004,C,C,.004,.003,.007,.014,.009,.008,.006,.005,.005,.005,.004,.004,.003,.004,.005,.010,.006,.009,.006,.005,.006,.014,07
,CARMEL MT RCH,.006,.007,C,C,.023,.032,.035,.026,.026,.025,.026,.021,.021,.022,.023,.020,.018,.015,.013,.014,.018,.013,.011,.009,.019,.035,06
,CHULA VISTA,.006,.004,C,C,.005,.007,.009,.013,.012,.010,.007,.005,.004,.004,.004,.003,.003,.004,.004,.004,.005,.004,.005,.004,.006,.013,07
,DOWNTOWN SES,.003,.003,C,C,.004,.004,.006,.007,.006,.005,.006,.006,.006,.006,.005,.005,.005,.004,.004,.003,.005,.005,.004,.004,.005,.007,07
,EL CAJON LES,.004,.005,C,C,C,.010,.011,.013,.010,.009,.007,<,<,.004,.004,.004,.004,.005,.007,.009,.008,.007,.007,.008,.007,.013,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.003,.004,.005,.005,.008,.006,.005,.005,.004,.004,.003,.003,.004,.003,.002,.003,.004,.003,.003,.002,.004,.008,08
,OTAY MESA DVN,.006,.005,C,C,.009,.011,.009,.007,.007,.008,.010,.008,.006,.005,.005,.005,.004,.004,.003,.004,.004,.005,.005,.006,.006,.011,05
,PENDLETON,.008,.015,C,C,.003,.003,.006,.010,.007,.005,.002,.003,.012,.006,.002,.002,.002,.000,.001,.001,.000,.003,.006,.006,.005,.015,01
03 NO2 PPM,ALPINE,.003,.003,C,C,.003,.002,.005,.011,.007,.006,.005,.004,.004,.004,.003,.003,.002,.003,.004,.009,.005,.008,.005,.004,.005,.011,07
,CARMEL MT RCH,.004,.004,C,C,.009,.012,.012,.010,.011,.012,.014,.012,.012,.012,.012,.010,.010,.009,.008,.009,.011,.008,.007,.006,.010,.014,10
,CHULA VISTA,.006,.004,C,C,.005,.005,.007,.009,.008,.007,.005,.004,.003,.003,.003,.002,.002,.003,.004,.004,.005,.004,.005,.004,.005,.009,07
,DOWNTOWN SES,.003,.002,C,C,.004,.004,.005,.005,.004,.004,.004,.004,.004,.004,.004,.004,.004,.004,.003,.003,.004,.005,.004,.004,.004,.005,06
,EL CAJON LES,.004,.005,C,C,C,.009,.008,.008,.007,.007,.006,<,<,.004,.003,.003,.003,.004,.006,.009,.007,.007,.007,.008,.006,.009,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.003,.004,.005,.004,.005,.004,.004,.004,.003,.003,.003,.002,.003,.003,.002,.003,.004,.003,.003,.002,.003,.005,06
,OTAY MESA DVN,.005,.004,C,C,.006,.007,.005,.004,.004,.006,.007,.006,.004,.003,.004,.004,.003,.003,.002,.003,.003,.003,.004,.005,.004,.007,05
,PENDLETON,.008,.013,C,C,.003,.003,.005,.007,.004,.003,.002,.002,.006,.004,.001,.001,.001,.001,.001,.001,.001,.003,.006,.006,.004,.013,01
04 NO PPM,ALPINE,.001,.001,C,C,.002,.001,.002,.003,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.003,07
,CARMEL MT RCH,.002,.003,C,C,.014,.020,.023,.015,.015,.013,.013,.008,.008,.010,.011,.010,.008,.006,.005,.005,.007,.004,.004,.003,.009,.023,06
,CHULA VISTA,.000,.000,C,C,.000,.002,.002,.004,.004,.003,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.004,07
,DOWNTOWN SES,.000,.000,C,C,.000,.001,.001,.002,.002,.002,.001,.002,.002,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.002,07
,EL CAJON LES,.000,.000,C,C,C,.001,.003,.005,.004,.002,.001,<,<,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.005,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.001,.001,.003,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.003,08
,OTAY MESA DVN,.001,.001,C,C,.003,.004,.003,.003,.003,.003,.003,.002,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.002,.002,.004,05
,PENDLETON,.000,.003,C,C,.000,.000,.002,.003,.002,.002,.000,.001,.006,.002,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.006,12
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,C,.7,.7,.5,.5,.5,.6,.6,.6,.7,.7,.7,.6,.6,.4,.5,.5,.5,.4,.3,.5,.7,05
10 INTMP °C,ALPINE,25,25,24,25,25,25,25,24,24,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,25,00
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,00
,CHULA VISTA,26,26,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,00
,DOWNTOWN SES,25,25,25,26,26,26,25,25,25,25,25,24,24,24,24,24,25,25,25,25,25,25,25,26,25,26,03
,EL CAJON LES,26,26,26,26,26,26,26,27,26,26,25,<,<,25,25,25,25,25,25,26,26,26,26,26,26,27,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,26,25,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,25,25,26,25,26,00
,PENDLETON,25,26,26,26,26,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,26,01
11 PM2.5 µg/M3,ALPINE,11.9,10.0,10.0,8.3,11.0,9.6,11.2,6.9,4.6,6.7,9.6,15.4,15.4,10.4,6.8,5.6,6.0,4.2,7.1,9.4,7.8,6.5,7.6,5.4,8.6,15.4,11
,DOWNTOWN SES,5.2,4.3,5.4,4.0,4.4,6.2,8.3,9.0,9.1,8.3,5.9,6.5,6.8,5.8,6.1,6.5,4.6,5.6,4.0,1.3,.6,4.5,5.5,4.7,5.5,9.1,08
,EL CAJON LES,5.5,8.3,7.7,7.3,7.8,11.5,10.7,14.5,13.6,13.4,12.6,,13.9,9.7,6.9,8.9,8.6,7.9,7.7,9.4,9.6,7.9,8.4,9.2,9.6,14.5,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,11.4,6.7,8.4,8.3,15.0,12.3,16.1,7.7,14.3,11.2,M,M,M,M,M,7.5,4.6,5.5,8.3,4.8,4.2,4.4,6.9,8.1,8.7,16.1,06
,PENDLETON,4.1,5.4,4.4,6.8,5.4,5.2,3.9,5.5,M,M,M,8.0,14.2,8.4,3.6,4.1,5.6,4.8,7.1,4.9,4.3,5.3,5.3,7.3,5.8,14.2,12
12 VWDR °,ALPINE,167,32,178,162,148,161,159,244,314,345,351,357,358,346,328,332,321,7,3,350,66,151,99,168,0,358,12
,CHULA VISTA,321,341,359,22,5,360,343,306,299,286,268,269,269,269,270,263,263,277,286,258,286,210,201,232,0,360,05
,DOWNTOWN SES,340,333,328,1,338,313,316,333,330,297,304,276,285,301,293,286,281,291,311,327,328,324,322,338,0,340,00
,EL CAJON LES,82,99,58,76,117,89,62,102,21,45,356,<,<,332,329,326,326,337,341,320,17,298,204,279,0,356,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,330,323,328,325,311,331,322,322,320,323,324,311,303,303,310,304,303,299,295,297,303,321,328,336,0,336,23
,OTAY MESA DVN,343,358,340,15,55,11,340,328,328,298,291,292,294,295,293,294,298,295,284,317,306,338,320,8,0,358,01
,PENDLETON,343,351,339,325,306,309,312,271,278,291,269,268,274,263,272,277,273,279,267,308,292,325,2,25,0,351,01
13 SIGTHETA °,ALPINE,58,50,27,23,24,14,19,28,24,24,22,23,31,32,28,32,28,29,40,25,35,21,53,36,30,58,00
,CHULA VISTA,15,20,21,20,18,20,30,25,29,39,24,18,19,20,21,20,20,20,19,22,39,23,49,38,25,49,22
,DOWNTOWN SES,21,20,22,23,22,24,27,28,27,22,24,17,22,25,24,24,18,22,21,20,22,26,23,25,23,28,07
,EL CAJON LES,39,31,35,36,39,43,45,54,57,82,59,<,<,13,14,13,15,11,10,20,33,42,29,40,35,82,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,9,10,12,19,20,24,16,18,19,18,21,15,15,13,15,14,14,12,9,8,26,9,8,14,15,26,20
,OTAY MESA DVN,18,12,19,20,22,20,16,16,20,18,16,13,13,12,13,11,13,11,14,15,14,25,36,29,17,36,22
,PENDLETON,12,14,15,15,18,17,26,46,23,21,19,15,16,14,14,16,15,17,14,21,19,13,12,15,18,46,07
14 VWSP MPH,ALPINE,.3,.9,1.1,.8,1.0,1.5,1.2,1.0,2.7,3.8,4.7,5.6,5.0,5.3,5.3,4.4,3.5,2.4,.9,1.1,1.3,1.7,.1,.5,.0,5.6,11
,CHULA VISTA,.9,1.1,1.1,1.8,2.0,2.1,2.1,2.9,3.8,3.6,5.5,7.5,8.5,8.4,7.4,7.1,6.6,6.0,4.4,2.6,1.9,.9,.2,.2,.0,8.5,12
,DOWNTOWN SES,3.9,4.6,4.1,3.7,3.0,3.7,3.9,3.9,3.9,5.2,5.5,8.3,8.1,7.4,6.6,6.3,6.8,5.8,4.6,4.1,3.0,2.2,3.2,2.0,.0,8.3,11
,EL CAJON LES,1.2,1.5,.9,1.6,.6,.8,1.6,1.2,1.5,.6,2.0,<,<,6.9,6.9,6.1,5.2,5.2,3.9,2.2,1.4,1.1,.5,.4,.0,6.9,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,5.1,4.4,5.5,3.8,2.5,3.0,4.9,4.8,5.3,7.1,7.4,8.8,11.0,11.6,9.6,9.6,7.9,8.5,5.9,4.3,2.2,4.2,5.9,5.3,.0,11.6,13
,OTAY MESA DVN,1.3,2.4,1.8,1.2,1.2,1.8,2.7,4.1,5.0,5.9,7.7,9.3,10.7,10.5,10.0,9.3,7.9,7.8,4.0,3.8,1.9,1.5,1.0,.5,.0,10.7,12
,PENDLETON,1.9,1.9,2.5,4.1,2.6,3.5,2.5,1.5,2.6,4.2,4.1,4.8,5.5,6.0,5.2,5.0,4.2,3.6,2.4,2.7,2.0,3.0,3.4,2.1,.0,6.0,13
15 SWSP MPH,ALPINE,.3,1.0,1.1,.9,1.1,1.6,1.3,1.8,3.0,4.2,5.1,6.1,5.7,6.1,5.9,5.1,4.0,2.9,1.1,1.3,1.7,2.0,.5,.5,2.7,6.1,11
,CHULA VISTA,.9,1.2,1.3,2.0,2.1,2.3,2.4,3.3,4.2,4.6,6.0,7.9,9.0,8.9,8.0,7.4,6.9,6.4,4.6,2.8,2.2,1.2,.3,.3,4.0,9.0,12
,DOWNTOWN SES,4.1,4.8,4.5,4.0,3.2,4.0,4.3,4.4,4.4,5.6,6.0,8.7,8.7,8.1,7.2,6.8,7.1,6.4,4.9,4.5,3.2,2.5,3.4,2.1,5.1,8.7,11
,EL CAJON LES,1.6,1.7,1.1,1.9,.9,1.4,2.1,2.2,2.1,1.9,3.2,<,<,7.1,7.1,6.3,5.4,5.3,4.0,2.4,2.4,1.3,1.3,.5,2.9,7.1,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.2,4.6,5.7,4.1,2.7,3.3,5.1,5.1,5.6,7.5,7.9,9.2,11.4,12.0,10.0,9.9,8.1,8.7,6.0,4.3,2.4,4.3,5.9,5.6,6.4,12.0,13
,OTAY MESA DVN,1.6,2.4,2.0,1.4,1.4,2.1,2.9,4.4,5.4,6.2,8.0,9.6,10.9,10.8,10.3,9.5,8.1,7.9,4.4,4.2,2.7,1.7,1.6,1.0,5.0,10.9,12
,PENDLETON,2.0,2.0,2.9,4.2,2.8,3.6,2.8,1.9,2.8,4.5,4.5,4.9,5.8,6.2,5.4,5.2,4.4,3.8,2.5,2.9,2.2,3.1,3.5,2.2,3.6,6.2,13
16 AMBTEMP °F,ALPINE,75.5,74.4,73.6,73.8,74.2,75.7,78.8,83.1,85.9,87.8,89.5,91.1,93.4,93.8,92.6,91.0,87.9,84.6,80.6,78.4,76.3,76.4,76.4,76.7,82.1,93.8,13
,CARMEL MT RCH,68.5,68.2,68.2,68.0,68.2,68.1,68.2,68.5,72.4,77.1,81.6,84.5,85.9,83.8,83.7,82.7,80.5,76.7,71.8,70.4,71.6,69.6,68.9,67.9,74.0,85.9,12
,CHULA VISTA,71.2,71.0,71.1,71.1,70.8,70.6,71.3,72.2,74.6,78.2,79.8,80.8,79.8,79.3,79.4,77.1,75.4,73.5,71.9,71.2,71.1,70.3,70.1,69.7,73.8,80.8,11
