,DOWNTOWN SES,71.9,71.8,71.4,71.2,71.1,70.7,69.9,70.6,72.7,76.5,78.9,79.1,78.1,78.0,78.3,77.0,75.5,73.4,72.3,71.0,70.8,70.8,70.3,69.9,73.4,79.1,11
,EL CAJON LES,72.2,71.3,70.7,70.0,69.0,69.1,69.7,73.4,78.3,82.9,87.6,<,<,93.1,91.8,90.9,88.1,84.7,79.7,76.6,74.9,73.1,72.9,71.7,77.8,93.1,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,70.5,70.6,70.3,70.0,69.6,69.6,69.5,69.6,71.7,76.3,79.6,83.1,83.0,80.8,80.8,80.0,77.7,73.4,70.2,69.0,68.7,68.7,68.7,68.7,73.3,83.1,11
,OTAY MESA DVN,69.0,68.7,68.6,68.4,68.3,68.0,68.5,70.0,74.3,79.6,83.3,84.8,84.3,82.2,82.0,80.7,76.4,73.9,70.3,69.4,68.1,68.0,67.7,67.5,73.4,84.8,11
,PENDLETON,69.3,69.5,69.4,69.2,68.9,68.2,68.0,69.2,69.8,73.5,76.2,76.1,76.2,77.7,78.1,78.0,76.0,73.9,71.9,71.3,71.0,70.7,69.2,68.5,72.1,78.1,14
17 RELHUM %,ALPINE,55,57,57,52,49,46,43,34,32,35,35,35,33,32,32,32,33,39,48,52,57,54,53,51,44,57,01
,EL CAJON LES,86,89,90,93,96,96,95,84,70,59,51,<,<,38,40,41,46,53,65,74,77,82,82,86,72,96,04
,KEARNY MESA,93,94,94,93,94,94,95,94,88,76,66,59,57,63,62,65,71,81,90,92,92,92,94,96,83,96,23
18 PRES mmHg,EL CAJON LES,744,744,744,744,744,744,744,744,744,744,743,<,<,742,742,742,742,742,742,742,743,743,743,743,743,744,00
,KEARNY MESA,745,745,745,745,745,745,745,745,745,745,745,744,744,744,743,743,743,743,743,743,744,744,744,744,744,745,00
19 SOLAR W/M2,EL CAJON LES,-2,-2,-2,-1,-1,22,118,409,598,781,910,<,<,885,729,540,238,97,0,-4,-3,-3,-2,-2,241,910,10
,KEARNY MESA,0,0,0,0,0,10,60,164,469,746,865,925,919,847,720,544,377,119,6,0,0,0,0,0,282,925,11
25 NOY,EL CAJON LES,3.86,4.25,5.82,6.14,5.73,C,C,10.45,8.67,7.66,M,<,M,M,M,2.77,3.45,3.95,5.95,8.07,6.95,7.08,6.76,8.09,6.21,10.45,07
26 NOY-NO,EL CAJON LES,3.83,4.24,5.79,6.03,5.70,C,C,5.35,5.22,5.48,M,<,M,M,M,2.11,2.82,3.58,5.73,7.74,6.68,6.92,6.74,7.88,5.40,7.88,23
27 NO Trace,EL CAJON LES,.02,.00,.03,.11,.02,C,C,5.09,3.44,2.18,M,<,M,M,M,.66,.62,.36,.22,.32,.26,.15,.01,.20,.80,5.09,07
28 SO2 Tr PPB,EL CAJON LES,.1,.0,C,C,C,.0,.0,.1,.1,.1,.1,<,<,.1,.1,.1,.1,.1,.1,.1,.1,.0,.1,.0,.0,.1,00
29 CO Tr PPB,EL CAJON LES,223.9,220.8,C,C,C,273.7,292.8,316.3,351.0,336.4,329.4,<,<,265.0,237.5,220.4,236.0,247.4,275.4,328.5,302.7,299.6,280.5,320.4,281.9,351.0,08
BCarbon ug/m3,DOWNTOWN SES,.20,.22,.18,.18,.22,.24,.38,.34,.35,.37,.36,.42,.44,.45,.40,.40,.37,.31,.29,.22,.26,.36,.41,.18,.31,.45,13
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,<,.01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.01,12
