,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,11,14,13,15,19,28,19,18,28,29,23,19,21,16,17,18,13,13,9,10,17,31,24,9,18,31,21
,OTAY MESA DVN,38,56,45,25,40,27,24,41,36,22,14,16,16,15,14,13,13,16,17,13,13,20,38,35,25,56,01
,PENDLETON,21,19,27,14,13,36,32,32,17,14,15,17,15,16,12,14,13,21,19,33,14,24,24,16,20,36,05
14 VWSP MPH,ALPINE,1.9,1.8,.4,1.9,.8,.8,.7,1.5,1.8,3.4,4.2,4.3,4.6,5.5,4.8,4.7,3.8,3.2,2.3,.8,.2,.7,1.0,.8,.0,5.5,13
,CHULA VISTA,.6,.2,.3,1.5,.5,.4,.9,1.5,3.0,4.9,4.6,5.4,5.9,6.0,5.9,6.4,4.9,4.5,3.3,2.4,2.4,.9,1.7,1.2,.0,6.4,15
,DOWNTOWN SES,2.3,2.4,1.6,2.7,1.9,2.4,1.8,2.4,3.3,4.9,5.4,6.6,6.4,6.5,6.6,8.0,5.6,5.5,3.8,3.3,2.3,1.0,3.1,2.3,.0,8.0,15
,EL CAJON LES,.3,.5,.5,.5,.4,.6,.4,.3,1.0,3.4,4.9,4.5,5.7,6.1,6.0,6.4,6.1,5.1,4.0,2.3,3.1,2.2,.7,.5,.0,6.4,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,4.5,4.5,3.0,2.9,2.8,1.9,2.7,4.5,3.9,4.4,6.3,6.9,7.3,8.3,8.2,8.5,8.3,7.1,5.4,5.3,2.5,.9,1.3,3.3,.0,8.5,15
,OTAY MESA DVN,.2,.2,.3,.8,.9,.5,1.4,1.9,2.6,5.1,7.0,7.5,7.5,9.0,8.4,9.1,7.8,6.5,4.8,4.3,2.4,2.8,1.1,1.4,.0,9.1,15
,PENDLETON,2.4,2.2,1.6,2.5,3.2,1.2,1.8,1.6,3.9,4.3,5.7,5.0,4.9,6.0,6.2,5.8,6.0,3.3,3.4,1.7,3.1,1.7,1.4,2.2,.0,6.2,14
15 SWSP MPH,ALPINE,2.0,1.9,1.0,2.0,1.1,1.1,.9,1.6,2.1,4.0,5.1,5.0,5.4,6.1,5.6,5.2,4.5,3.5,2.5,1.3,1.0,1.1,1.6,1.3,2.8,6.1,13
,CHULA VISTA,.7,.4,.5,1.6,.5,.6,1.5,1.9,3.4,5.3,5.0,5.9,6.4,6.6,6.4,6.8,5.3,4.8,3.6,2.6,2.6,1.2,1.8,1.3,3.2,6.8,15
,DOWNTOWN SES,2.4,2.5,1.7,2.8,2.1,2.6,2.2,2.9,3.9,5.4,5.9,7.2,6.8,6.8,7.0,8.4,6.1,5.9,4.1,3.6,2.7,1.1,3.2,2.4,4.2,8.4,15
,EL CAJON LES,.5,.8,.6,.6,.5,.7,.9,1.1,1.5,3.6,5.2,4.8,6.0,6.3,6.2,6.6,6.2,5.2,4.1,2.4,3.4,2.3,1.2,1.2,3.0,6.6,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.6,4.7,3.1,3.1,2.9,2.1,2.9,4.7,4.4,5.1,6.8,7.5,7.8,8.6,8.6,9.0,8.5,7.3,5.5,5.4,2.8,1.3,1.9,3.3,5.1,9.0,15
,OTAY MESA DVN,.4,.6,.5,1.3,1.4,1.2,1.8,2.3,3.1,5.4,7.2,7.8,7.8,9.3,8.6,9.5,8.0,6.8,5.0,4.5,2.5,3.1,1.5,1.6,4.2,9.5,15
,PENDLETON,2.8,2.4,1.7,2.7,3.3,1.6,2.3,2.3,4.0,4.4,5.9,5.3,5.2,6.2,6.4,6.0,6.2,3.9,3.6,2.1,3.2,1.9,1.5,2.5,3.6,6.4,14
16 AMBTEMP °F,ALPINE,74.0,74.7,74.4,75.5,74.8,76.0,78.4,81.7,82.8,86.1,86.6,88.0,89.9,90.7,91.5,89.8,87.2,83.6,79.4,77.0,76.1,76.4,77.3,75.2,81.1,91.5,14
,CARMEL MT RCH,62.3,61.5,61.0,61.3,61.4,61.3,64.9,67.3,72.0,75.5,82.4,82.9,84.9,84.3,84.2,82.5,81.0,77.4,73.7,72.4,71.4,70.4,70.4,70.6,72.4,84.9,12
,CHULA VISTA,65.3,64.8,64.4,63.3,63.2,63.1,64.1,67.4,70.9,71.1,73.2,75.1,75.3,75.4,75.3,75.4,74.6,74.0,71.6,70.1,69.5,69.8,69.6,69.2,69.8,75.4,13
,DOWNTOWN SES,65.4,65.1,64.5,63.9,63.5,63.4,64.5,67.0,70.6,72.4,73.8,75.3,75.4,75.8,76.3,76.0,75.6,74.5,72.9,72.0,72.1,72.5,71.8,70.4,70.6,76.3,14
,EL CAJON LES,66.1,65.5,64.5,63.7,63.1,63.2,66.9,71.0,78.0,82.6,85.3,88.0,90.7,90.8,91.3,90.2,87.8,85.1,80.7,77.9,75.0,73.4,73.6,74.2,77.0,91.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,63.6,62.9,62.5,62.2,61.9,62.1,62.5,65.2,70.7,76.3,80.2,82.1,83.3,83.0,82.6,81.0,79.2,76.1,72.5,70.0,70.1,71.6,71.1,70.0,71.8,83.3,12
,OTAY MESA DVN,63.3,63.2,62.9,62.9,63.3,62.7,64.5,68.4,73.4,78.8,79.0,80.3,81.8,81.5,80.6,79.6,77.1,76.0,73.3,70.9,68.8,69.7,69.3,70.3,71.7,81.8,12
,PENDLETON,61.8,61.7,60.9,60.0,59.9,59.9,63.8,67.8,69.7,71.6,74.8,76.1,75.6,76.8,76.4,76.2,75.1,73.3,70.2,68.9,68.5,68.5,68.4,68.2,68.9,76.8,13
17 RELHUM %,ALPINE,40,40,39,31,31,28,24,21,21,19,28,30,26,26,25,28,30,34,36,39,43,43,43,46,32,46,23
,EL CAJON LES,86,86,88,89,91,90,79,70,53,47,45,41,37,37,34,34,37,40,44,49,61,69,69,62,60,91,04
,KEARNY MESA,96,96,97,98,98,98,99,94,77,63,53,48,46,45,45,47,47,57,65,71,69,54,59,67,70,99,06
18 PRES mmHg,EL CAJON LES,746,746,746,746,746,746,746,747,747,747,747,746,746,746,745,745,745,745,746,746,747,747,747,747,746,747,07
,KEARNY MESA,747,747,747,747,747,747,748,748,748,748,748,748,747,747,747,747,747,747,747,747,748,748,748,748,747,748,06
19 SOLAR W/M2,EL CAJON LES,-3,-3,-2,-2,-2,36,220,473,652,800,989,1048,1035,956,806,614,389,165,16,-3,-3,-2,-1,-1,341,1048,11
,KEARNY MESA,0,0,0,0,0,15,110,444,532,750,910,970,960,894,776,612,410,188,25,0,0,0,0,0,317,970,11
25 NOY,EL CAJON LES,7.44,6.04,6.53,7.76,8.85,9.99,17.45,19.46,11.47,12.14,12.20,10.59,7.69,7.37,6.85,6.90,7.47,7.42,8.04,8.96,9.58,8.65,8.48,8.21,9.39,19.46,07
26 NOY-NO,EL CAJON LES,7.43,6.05,6.52,7.64,8.40,8.59,9.80,10.52,8.41,9.27,10.01,9.06,7.05,6.59,6.18,6.18,6.46,6.72,7.87,8.74,9.30,8.60,8.40,8.18,7.99,10.52,07
27 NO Trace,EL CAJON LES,.00,-.01,.01,.11,.45,1.39,7.65,8.93,3.05,2.87,2.18,1.52,.64,.78,.66,.72,1.00,.69,.17,.21,.27,.05,.07,.03,1.39,8.93,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,.0,.0,.0,.0,.1,.1,M,M,M,M,M,.2,.2,.1,.2,.2,.2,.1,.2,.1,.1,.1,.1,.2,13
29 CO Tr PPB,EL CAJON LES,246.3,203.3,206.3,251.1,267.3,282.0,387.4,375.7,M,M,C,C,M,268.9,258.5,243.8,253.2,254.0,269.0,265.2,286.3,274.7,258.5,228.4,267.3,387.4,06
BCarbon ug/m3,DOWNTOWN SES,.14,.15,.17,.19,.25,.32,.43,.59,.71,.61,.53,.43,.29,.39,.33,.28,.23,.28,.42,.57,.74,1.05,1.14,.73,.46,1.14,22
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
