,CARMEL MT RCH,.005,.004,C,C,.019,.029,.020,.020,.022,M,M,M,.009,.009,.009,.009,.007,.006,.006,.004,.005,.005,.004,.004,.010,.029,05
,CHULA VISTA,.000,.000,C,C,.001,.000,.002,.003,.004,.005,.002,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.005,09
,DOWNTOWN SES,.000,.000,C,C,.001,.001,.002,.007,M,.003,.002,.002,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.007,07
,EL CAJON LES,.000,.000,C,C,C,.004,.005,.007,.005,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.007,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.002,.003,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.003,07
,OTAY MESA DVN,.001,.002,C,C,.003,.007,.003,M,M,M,M,M,M,M,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.007,05
,PENDLETON,.000,.000,C,C,.000,.001,.004,.008,.006,.002,.000,.000,.000,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.008,07
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,C,.7,.6,.6,.6,M,C,C,.7,.6,.7,.7,.6,.6,.6,.5,.5,.5,.6,.4,.6,.7,05
10 INTMP °C,ALPINE,25,25,24,25,24,25,25,24,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,25,00
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,25,25,24,25,25,00
,CHULA VISTA,25,25,25,25,26,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,25,26,04
,DOWNTOWN SES,25,26,26,26,25,26,26,25,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,26,01
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,26,25,26,26,26,26,26,25,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,25,25,26,00
,PENDLETON,25,25,26,26,26,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,26,02
11 PM2.5 µg/M3,ALPINE,7.2,5.8,5.1,3.8,3.9,4.8,3.7,1.1,.5,.3,5.4,7.4,5.8,9.9,8.5,10.7,15.6,17.4,15.0,15.2,14.5,12.8,13.2,9.2,8.2,17.4,17
,DOWNTOWN SES,4.7,5.2,4.5,4.8,9.5,11.9,10.5,14.2,15.9,14.3,16.7,14.6,13.6,11.4,11.8,9.5,12.8,15.4,14.9,15.1,16.9,18.5,18.5,16.9,12.5,18.5,21
,EL CAJON LES,9.7,7.1,8.5,8.5,9.1,7.7,12.4,10.4,12.5,11.7,10.8,10.6,14.6,15.6,15.6,14.1,10.6,11.4,16.1,17.7,18.7,16.4,19.7,18.1,12.8,19.7,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,8.1,11.2,12.2,9.2,12.8,8.0,6.5,15.5,18.5,14.4,10.3,26.3,17.6,9.3,15.4,9.5,18.7,15.2,12.4,13.5,11.9,15.4,12.1,14.6,13.2,26.3,11
,PENDLETON,5.6,7.4,6.4,6.3,7.5,6.9,6.6,6.3,15.7,14.0,11.8,14.1,11.4,16.6,12.1,16.7,16.9,19.7,19.5,13.0,22.6,13.3,15.1,10.5,12.3,22.6,20
12 VWDR °,ALPINE,115,139,142,144,133,154,173,292,317,322,350,358,354,358,357,353,11,2,6,237,175,181,149,163,0,358,11
,CHULA VISTA,325,316,322,342,3,353,352,9,284,259,266,263,260,260,277,257,265,275,280,273,249,191,157,144,0,353,05
,DOWNTOWN SES,334,336,324,333,8,15,28,354,210,261,281,298,278,279,290,300,288,302,290,287,323,339,326,326,0,354,07
,EL CAJON LES,232,329,50,355,147,294,194,359,7,343,358,343,343,347,345,348,350,360,342,329,319,320,22,111,0,360,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,339,328,329,322,328,336,12,333,329,301,295,309,301,294,302,310,322,307,288,288,288,315,312,304,0,339,00
,OTAY MESA DVN,55,71,10,350,14,338,342,206,289,299,290,291,290,290,294,291,297,296,306,273,283,305,354,350,0,354,22
,PENDLETON,17,22,71,79,47,25,38,264,281,275,M,M,M,283,284,282,290,290,286,302,260,219,200,145,0,302,19
13 SIGTHETA °,ALPINE,18,20,22,18,35,19,34,49,25,30,28,27,32,28,27,34,34,21,19,33,15,17,14,64,28,64,23
,CHULA VISTA,50,57,58,20,22,35,33,46,64,33,24,20,19,20,22,20,21,20,22,20,18,22,19,16,29,64,08
,DOWNTOWN SES,23,19,24,27,25,40,45,56,48,22,21,22,18,16,27,25,22,21,24,20,26,21,21,21,26,56,07
,EL CAJON LES,49,24,23,36,65,28,44,65,49,49,32,27,11,13,<,15,16,17,10,13,13,10,31,26,29,65,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,12,10,11,9,12,21,30,28,22,23,19,19,17,11,15,15,16,12,9,10,32,12,6,7,16,32,20
,OTAY MESA DVN,24,23,28,24,21,40,34,44,45,28,16,14,13,13,12,13,11,13,16,12,15,16,33,22,22,45,08
,PENDLETON,13,15,17,17,23,13,22,32,19,20,M,M,M,18,18,17,19,19,15,20,22,16,21,12,18,32,07
14 VWSP MPH,ALPINE,.8,1.4,1.1,1.4,.3,1.0,.3,.9,2.7,3.8,4.4,4.8,5.3,6.5,6.3,4.8,3.4,3.0,1.3,1.1,1.3,.7,.9,.2,.0,6.5,13
,CHULA VISTA,.2,.1,.3,.8,1.5,1.1,1.7,1.5,1.4,4.1,5.1,7.3,7.5,7.6,6.5,6.6,6.0,4.9,4.1,3.1,3.0,1.0,.9,.9,.0,7.6,13
,DOWNTOWN SES,2.0,2.8,3.3,2.4,2.6,2.0,1.9,1.6,2.6,4.6,7.1,6.5,8.3,9.3,5.6,5.9,5.7,4.9,3.6,4.2,2.7,2.5,2.3,2.8,.0,9.3,13
,EL CAJON LES,.6,.4,.0,.7,.2,.7,.4,.5,1.6,2.1,4.0,4.6,6.6,7.1,5.8,5.6,4.7,5.2,4.2,2.7,2.4,1.8,.1,1.5,.0,7.1,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.7,5.1,4.5,4.5,4.8,3.4,1.8,3.9,5.4,5.6,7.1,8.5,9.8,10.7,10.2,9.9,8.9,7.7,6.1,4.3,1.9,4.7,3.0,3.9,.0,10.7,13
,OTAY MESA DVN,.7,.2,2.3,.9,1.2,.6,2.0,1.4,1.8,3.6,7.6,8.8,9.2,9.3,9.5,8.9,9.4,6.5,5.0,2.6,2.4,2.3,1.4,1.4,.0,9.5,14
,PENDLETON,2.7,2.6,3.0,2.7,2.7,3.3,2.2,.9,3.4,3.8,M,M,M,5.3,5.2,5.0,5.6,4.2,3.3,3.1,1.4,1.8,2.0,3.2,.0,5.6,16
15 SWSP MPH,ALPINE,1.1,1.8,1.3,1.5,.4,1.0,.4,1.2,3.1,4.3,4.8,5.3,6.1,7.2,6.9,5.4,4.0,3.2,1.5,1.2,1.3,.7,.9,.3,2.7,7.2,13
,CHULA VISTA,.4,.1,.3,.9,1.7,1.3,2.1,1.9,2.0,4.6,5.6,7.8,7.9,8.0,7.0,7.0,6.4,5.2,4.4,3.3,3.1,1.1,.9,.9,3.5,8.0,13
,DOWNTOWN SES,2.1,2.9,3.5,2.7,2.9,2.3,2.5,2.2,3.5,5.4,7.6,7.2,8.7,9.6,6.3,6.4,6.1,5.3,4.0,4.5,3.0,2.7,2.5,3.0,4.5,9.6,13
,EL CAJON LES,.8,.5,.7,.9,.4,.9,.5,.9,2.0,2.5,4.4,4.9,6.8,7.3,6.0,5.8,4.9,5.4,4.3,2.8,2.5,1.9,1.3,1.7,2.9,7.3,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.0,5.2,4.7,4.6,5.0,3.7,2.2,4.2,5.9,6.2,7.5,9.1,10.2,11.0,10.6,10.3,9.2,7.9,6.2,4.4,2.3,4.8,3.0,3.9,6.1,11.0,13
,OTAY MESA DVN,3.3,1.7,2.5,.9,1.4,.9,2.1,2.1,2.3,4.0,7.9,9.1,9.5,9.6,9.7,9.2,9.5,6.7,5.2,2.7,2.7,2.7,1.6,1.5,4.5,9.7,14
,PENDLETON,2.8,2.7,3.3,2.8,2.9,3.4,2.5,2.0,3.7,4.1,M,M,M,5.7,5.5,5.3,5.9,4.5,3.5,3.4,1.5,1.8,2.4,3.2,3.5,5.9,16
16 AMBTEMP °F,ALPINE,78.2,77.7,78.8,80.0,80.2,79.4,81.1,84.2,86.9,90.7,92.0,92.7,94.7,94.7,93.5,92.0,89.2,85.8,82.0,79.5,78.1,76.9,77.1,78.0,84.3,94.7,12
,CARMEL MT RCH,67.0,65.8,65.4,65.2,65.2,65.8,67.0,72.1,77.9,82.7,86.1,87.2,87.5,87.5,86.4,84.7,82.8,79.7,75.9,72.9,72.0,70.4,69.3,68.4,75.2,87.5,12
,CHULA VISTA,69.5,69.1,68.6,67.8,67.9,68.0,68.2,70.1,75.5,78.8,81.3,82.5,82.1,81.1,81.9,81.1,79.0,77.6,74.8,73.2,71.4,70.9,70.7,69.9,74.2,82.5,11
,DOWNTOWN SES,69.9,69.5,69.1,69.4,69.1,69.0,69.0,71.5,76.7,78.5,80.4,81.0,80.6,80.0,81.0,80.6,79.4,77.6,74.7,73.2,72.3,72.0,71.6,70.9,74.5,81.0,11
,EL CAJON LES,71.1,70.3,69.5,68.6,67.9,67.0,69.7,73.9,80.4,87.0,91.5,94.5,95.8,95.5,94.9,93.4,91.1,88.5,83.2,79.7,77.0,74.6,73.4,73.0,80.5,95.8,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,68.3,68.1,68.1,67.8,67.9,67.6,67.9,72.5,78.6,83.4,84.8,86.0,86.3,85.0,84.2,82.7,80.4,77.6,72.5,70.9,70.6,69.6,69.1,68.0,74.9,86.3,12
,OTAY MESA DVN,67.3,67.2,67.3,66.7,66.5,66.0,65.7,69.7,77.3,82.9,86.5,86.9,86.6,85.6,85.2,84.7,81.2,78.0,74.1,71.2,70.5,69.1,68.8,68.3,74.7,86.9,11
,PENDLETON,67.9,68.5,68.0,67.6,67.5,66.5,67.1,71.4,74.5,77.5,80.5,82.6,81.1,80.7,80.2,79.3,77.2,74.9,72.6,71.3,69.9,69.5,69.2,68.8,73.1,82.6,11
17 RELHUM %,ALPINE,44,41,36,30,27,30,31,28,23,21,26,26,26,25,23,28,32,37,43,48,50,51,51,45,34,51,21
,EL CAJON LES,88,87,87,90,91,93,87,77,61,47,41,36,32,33,34,36,40,41,53,62,72,81,82,79,64,93,05
,KEARNY MESA,96,96,97,97,97,98,98,84,65,52,48,47,49,51,53,59,63,69,86,91,90,90,92,94,78,98,05
18 PRES mmHg,EL CAJON LES,742,742,742,742,742,743,743,743,743,743,743,742,742,742,742,742,742,742,742,743,743,744,744,744,743,744,21
,KEARNY MESA,743,743,743,743,743,744,744,744,744,744,744,744,744,743,743,743,743,743,743,744,744,744,745,745,744,745,22
19 SOLAR W/M2,EL CAJON LES,-2,-2,-2,-2,-2,21,187,394,614,798,923,982,971,887,736,535,301,91,-1,-4,-3,-4,-3,-3,309,982,11
,KEARNY MESA,0,0,0,0,0,8,111,380,589,755,873,930,919,845,712,536,324,112,5,0,0,0,0,0,296,930,11
25 NOY,EL CAJON LES,7.51,7.64,6.23,7.45,8.93,C,C,14.36,12.79,10.17,7.44,6.47,M,M,M,M,3.10,3.18,5.49,8.33,9.33,10.03,9.93,6.67,8.05,14.36,07
26 NOY-NO,EL CAJON LES,7.50,7.40,6.12,7.16,8.58,C,C,7.57,8.32,7.84,6.24,5.81,M,M,M,M,2.66,3.02,5.28,8.22,9.06,9.76,9.76,6.65,7.05,9.76,21
27 NO Trace,EL CAJON LES,.00,.23,.10,.29,.35,C,C,6.79,4.46,2.32,1.19,.66,M,M,M,M,.44,.15,.21,.10,.26,.27,.17,.01,1.00,6.79,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.1,.1,.2,.1,.2,.2,.2,.2,.2,.2,.2,.3,.2,.2,.1,.1,.2,.1,.3,18
29 CO Tr PPB,EL CAJON LES,305.8,297.8,C,C,C,357.9,372.6,430.2,383.0,369.4,350.5,339.5,273.0,258.2,247.3,237.9,238.6,260.1,312.3,365.3,354.9,357.3,364.1,324.8,323.8,430.2,07
BCarbon ug/m3,DOWNTOWN SES,.25,.18,.19,.27,.37,.57,.55,.71,.90,.88,.49,.48,.48,.45,.37,.38,.46,.39,.69,.68,.66,.77,.74,.46,.52,.90,08
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
