Current Date:,11/26/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
11/25/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.029,.031,.032,.032,.034,.036,.038,.039,.041,.042,.042,.041,.04,.039,.038,.037,.036,.036,.036,.037,.038,.038,.039,.039,0.037,0.042,09
,CHULA VISTA,.007,.007,.01,.013,.016,.021,.025,.029,.033,.036,.037,.035,.032,.028,.022,.018,.013,.009,.006,.004,.003,.005,.006,.006,0.017,0.037,10
,EL CAJON LES,,,.007,.011,.015,.02,.026,.031,.036,.04,.041,.039,.036,.031,.026,.021,.016,.012,.008,.006,.005,,,,0.022,0.041,10
,KEARNY MESA,.014,.016,.019,.021,.025,.028,.031,.036,.039,.041,.041,.041,.038,.035,.031,.027,.024,.021,.019,.016,.015,.016,.016,.015,0.026,0.041,09
,OTAY MESA DVN,.011,.01,.013,.016,.02,.025,.029,.033,.037,.04,.04,.039,.038,.034,.031,.027,.025,.023,.022,.022,.021,.024,.027,.029,0.026,0.04,09
,PENDLETON,.012,.012,.014,.017,.021,.024,.028,.033,.037,.041,.043,.043,.039,.036,.033,.029,.025,.02,.017,.015,.015,.016,.016,.015,0.025,0.043,10
