Current Date:,11/29/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
11/28/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.045,.044,.043,.043,.043,,,,,,,.041,.04,.039,.036,.034,.033,.031,.03,.03,.029,.029,.03,.031,0.036,0.045,00
,CHULA VISTA,.009,.009,.013,.016,.019,.021,.024,.029,.034,.037,.038,.036,.033,.03,.026,.024,.022,.02,.019,.019,.019,.021,.023,.023,0.023,0.038,10
,EL CAJON LES,,,,.012,.015,.019,.024,.029,.033,.036,.038,.038,.036,.034,.031,.03,.029,.028,.028,.028,.027,,,,0.028,0.038,10
,KEARNY MESA,.009,.01,.014,.017,.02,.023,.027,.032,.036,.038,.038,.036,.032,.03,.028,.025,.022,.02,.02,.019,.021,.02,.021,.023,0.024,0.038,09
,OTAY MESA DVN,.013,.015,.018,.019,.019,,,,,,,.032,.029,.028,.027,.026,.026,.025,.026,.028,.03,.031,.031,.03,0.025,0.032,11
,PENDLETON,.016,.016,.016,.018,.02,.023,.026,.029,.032,.035,.037,.036,.034,.031,.028,.025,.023,.02,.017,.016,.016,.015,.016,.018,0.023,0.037,10
