Current Date:,11/22/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
11/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.042,.04,.039,.04,.041,.042,.042,.044,.046,.046,.045,.043,.039,.035,.033,.03,.027,.025,.024,.024,.025,.026,.026,.027,0.035,0.046,08
,CHULA VISTA,.013,.014,.015,.017,.02,.023,.026,.03,.035,.039,.041,.04,.037,.032,.028,.024,.019,.014,.009,.007,.006,.007,.01,.012,0.021,0.041,10
,EL CAJON LES,,,,.012,.017,.02,.026,.032,.036,.039,.041,.04,.038,.034,.029,.025,.02,.017,.013,.011,.009,,,,0.025,0.041,10
,KEARNY MESA,.02,.02,.023,.025,.028,.03,.033,.037,.039,.04,.041,.039,.035,.032,.029,.026,.023,.019,.015,.014,.014,.013,.015,.016,0.026,0.041,10
,OTAY MESA DVN,0,0,,,,,,,,,,.035,.032,.03,.027,.024,.02,.016,.012,.01,.009,.01,.011,.013,0.016,0.035,11
,PENDLETON,.018,.018,.019,.022,.025,.029,.034,.038,.042,.045,.047,.044,.04,.035,.03,.027,.023,.019,.015,.014,.015,.018,.021,.024,0.027,0.047,10
