Current Date:,1/17/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
1/16/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.045,.045,C,C,.049,.050,.049,.040,.036,.033,.045,.044,.049,.048,.050,.049,.045,.042,.040,.039,.038,.039,.042,.042,.043,.050,05
,CHULA VISTA,.001,.003,C,C,.001,.001,.002,.005,.007,.012,.023,M,M,.041,.041,.045,.041,.034,.029,.033,.028,.018,.009,.003,.018,.045,15
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,.002,C,C,C,.002,.002,.003,.004,.009,.018,.030,.037,.043,.048,.050,.041,.017,.013,.014,.005,.003,.003,.002,.016,.050,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.021,.026,C,C,.005,.004,.002,.005,.012,.013,.030,.040,.043,.043,M,.052,.044,.035,.034,.033,.036,.036,.031,.014,.026,.052,15
,OTAY MESA DVN,.020,.016,C,C,.012,.013,.020,.022,.016,M,M,.028,.039,.050,.048,.044,.038,.029,.029,.034,.036,.027,.020,.009,.027,.050,13
,PENDLETON,.024,.022,C,C,.010,.006,.008,.008,.011,.018,.023,.032,.036,.036,.037,.042,.037,.035,.040,.032,.016,.015,.015,.021,.023,.042,15
02 NOX PPM,ALPINE,.003,.002,C,C,.001,.003,.006,.019,.009,.016,.007,.007,.007,.009,.008,.007,.010,.012,.011,.008,.011,.008,.005,.004,.008,.019,07
,CARMEL MT RCH,.022,.033,C,C,C,.084,.078,.062,.068,.052,M,.036,.034,.036,.034,.043,.037,.035,.041,.039,.034,.042,.026,.021,.043,.084,05
,CHULA VISTA,.041,.031,C,C,.037,.036,.038,.038,.050,.042,.029,M,M,.013,.014,.013,.016,.020,.021,.019,.019,.022,.029,.034,.028,.050,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.031,.031,C,C,C,.031,.048,.059,.064,.053,.040,.023,.021,.014,.011,.010,.014,.031,.030,.034,.037,.038,.035,.035,.033,.064,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.010,.007,C,C,.026,.026,.043,.043,.030,.044,.027,.011,.009,.009,M,.009,.014,.020,.019,.012,.008,.004,.006,.013,.019,.044,09
,OTAY MESA DVN,.014,.015,C,C,.023,.020,.012,.012,.029,M,M,.040,.017,.008,.010,.013,.016,.020,.015,.013,.010,.016,.017,.031,.018,.040,11
,PENDLETON,.012,.005,C,C,.013,.025,.022,.034,.023,.017,.016,.010,.013,.019,.016,.011,.020,.016,.010,.011,.023,.019,.017,.010,.016,.034,07
03 NO2 PPM,ALPINE,.003,.002,C,C,.001,.002,.005,.011,.007,.013,.005,.006,.006,.008,.006,.006,.010,.012,.010,.008,.009,.008,.005,.004,.007,.013,09
,CARMEL MT RCH,.019,.025,C,C,C,.032,.031,.030,.029,.025,M,.020,.018,.020,.020,.026,.025,.024,.029,.028,.025,.030,.021,.019,.025,.032,05
,CHULA VISTA,.030,.027,C,C,.028,.026,.024,.025,.027,.024,.020,M,M,.011,.012,.012,.016,.020,.021,.019,.019,.021,.028,.029,.022,.030,00
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.023,.020,C,C,C,.016,.016,.019,.023,.024,.023,.016,.016,.011,.009,.009,.013,.028,.029,.031,.032,.032,.029,.026,.021,.032,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.010,.007,C,C,.017,.021,.027,.025,.019,.023,.018,.008,.007,.007,M,.008,.014,.020,.018,.011,.007,.004,.006,.013,.014,.027,06
,OTAY MESA DVN,.014,.015,C,C,.020,.019,.011,.010,.020,M,M,.028,.013,.007,.008,.011,.015,.019,.015,.013,.010,.016,.017,.031,.016,.031,23
,PENDLETON,.012,.005,C,C,.010,.018,.017,.017,.013,.010,.009,.007,.010,.015,.012,.010,.014,.013,.008,.011,.021,.018,.015,.009,.012,.021,20
