Current Date:,1/28/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
1/27/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.046,.045,.045,.045,.045,.044,.045,.045,.045,.047,.047,.048,.048,.048,.048,.048,.048,.047,.048,.048,.048,.048,.048,.048,0.046,0.048,11
,CHULA VISTA,.015,.015,.016,.018,.02,.022,.025,.027,.029,.03,.03,.027,.024,.019,.016,.012,.01,.008,.008,.009,.012,.014,.016,.018,0.018,0.03,09
,EL CAJON LES,,,.004,.007,.01,.016,.021,.026,.031,.036,.038,.037,.033,.028,.023,.018,.013,.008,.005,.004,.004,,,,0.019,0.038,10
,KEARNY MESA,.023,.023,.025,.026,.028,.03,.033,.035,.038,.04,.039,.037,.035,.032,.03,.026,.025,.023,.023,.023,.022,.024,.026,.029,0.028,0.04,09
,OTAY MESA DVN,.027,.029,.03,.03,.032,.033,.034,.035,.037,.038,.038,.036,.035,.035,.035,.036,.036,.037,.039,.041,.041,.041,.041,.041,0.035,0.041,19
,PENDLETON,.024,.025,.026,.027,.027,.029,.03,.033,.034,.034,.031,.027,.023,.019,.016,.014,.013,.014,.017,.019,.022,.026,.029,.031,0.024,0.034,08
