Current Date:,1/2/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
1/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.045,.044,.043,.043,.043,.043,.044,.045,.047,.048,.049,.049,.049,.048,.047,.045,.044,.044,.044,.044,.045,.046,.046,.046,0.045,0.049,10
,CHULA VISTA,.002,.003,.006,.009,.013,.018,.023,.029,.034,.038,.039,.038,.035,.031,.025,.021,.017,.013,.01,.009,.008,.008,.008,.009,0.018,0.039,10
,EL CAJON LES,,,.007,.01,.014,.02,.026,.032,.037,.041,.042,.04,.036,.031,.025,.019,.013,.009,.006,.004,.003,,,,0.021,0.042,10
,KEARNY MESA,.016,.016,.018,.02,.024,.027,.031,.035,.04,.043,.044,.043,.04,.037,.032,.027,.023,.019,.016,.015,.014,.011,.011,.014,0.025,0.044,10
,OTAY MESA DVN,.015,.019,.022,.024,.03,.033,.036,.04,.043,.045,.046,.045,.043,.041,.038,.034,.03,.027,.023,.021,.019,.017,.017,.019,0.03,0.046,10
,PENDLETON,.017,.016,.017,.02,.022,.026,.03,.035,.039,.043,.046,.048,.047,.045,.042,.038,.035,.031,.028,.025,.023,.02,.017,.016,0.03,0.048,11
