Current Date:,1/22/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
1/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.036,C,C,.035,.033,.035,.036,.034,.029,.037,.040,.041,.043,.044,.045,.046,.044,.042,.038,.040,.033,.033,.033,.035,.037,.046,15
,CHULA VISTA,.022,C,C,.017,.019,.021,.017,.016,.020,.025,.035,.041,.043,.044,.045,.044,.043,.034,.020,.013,.014,.022,.018,.008,.026,.045,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.004,C,C,C,.003,.002,.003,.008,.024,.025,.027,.036,.042,.043,.045,.045,.045,.040,.033,.016,.010,.013,.008,.007,.022,.045,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.023,C,C,.024,.023,.021,.019,.019,.026,.030,.038,.040,.043,.045,.046,.046,.043,.038,.032,.022,.025,.028,.026,.023,.030,.046,14
,OTAY MESA DVN,.021,C,C,.024,.024,.019,.014,.013,.018,.030,.035,.039,.043,.045,.046,.046,.045,.042,.037,.034,.030,.033,.021,.031,.031,.046,14
,PENDLETON,.025,C,C,.024,.023,.024,.023,.024,.024,.027,.037,.039,.041,.046,.049,.049,.050,.047,.036,.033,.031,.028,.027,.028,.033,.050,16
02 NOX PPM,ALPINE,.001,C,C,.000,.003,.001,.000,.004,.007,.003,.002,.002,.002,.002,.002,.002,.003,.004,.006,.003,.005,.005,.004,.002,.003,.007,08
,CARMEL MT RCH,.015,C,C,C,.015,.026,.034,.041,.010,.007,.011,.012,.014,.017,.013,.014,.019,.020,.024,.024,.027,.031,.029,.026,.020,.041,07
,CHULA VISTA,.009,C,C,.011,.006,.005,.009,.011,.010,.013,.012,.004,.004,.003,.003,.005,.006,.012,.024,.028,.025,.015,.016,.025,.012,.028,19
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.024,C,C,C,.018,.021,.023,.018,.002,.006,.011,.005,.002,.003,.002,.002,.003,.006,.011,.027,.025,.020,.020,.018,.013,.027,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,C,C,.003,.002,.003,.006,.006,.004,.004,.002,.003,.003,.002,.002,.002,.003,.004,.008,.015,.011,.008,.008,.010,.005,.015,19
,OTAY MESA DVN,.011,C,C,.003,.003,.006,.010,.011,.013,.006,.007,.004,.003,.003,.003,.003,.004,.004,.005,.006,.008,.005,.016,.006,.006,.016,22
,PENDLETON,.004,C,C,.002,.002,.001,.002,.002,.003,.003,.001,.002,.001,.001,.000,.000,.000,.001,.011,.012,.007,.004,.005,.004,.003,.012,19
03 NO2 PPM,ALPINE,.000,C,C,.000,.002,.001,.000,.002,.005,.002,.001,.001,.002,.002,.001,.002,.003,.004,.005,.003,.005,.005,.004,.002,.002,.005,08
,CARMEL MT RCH,.014,C,C,C,.012,.017,.021,.022,.007,.005,.007,.008,.008,.010,.008,.008,.012,.013,.017,.020,.022,.024,.021,.020,.014,.024,21
,CHULA VISTA,.009,C,C,.011,.006,.005,.008,.009,.007,.009,.009,.003,.003,.002,.003,.004,.005,.011,.023,.027,.024,.015,.016,.023,.011,.027,19
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.018,C,C,C,.013,.012,.011,.009,.001,.004,.006,.003,.001,.002,.001,.002,.003,.006,.010,.024,.022,.017,.017,.016,.009,.024,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,C,C,.003,.002,.003,.006,.005,.003,.003,.001,.002,.002,.002,.001,.001,.003,.004,.008,.014,.011,.008,.008,.010,.005,.014,19
,OTAY MESA DVN,.010,C,C,.003,.002,.005,.009,.009,.008,.004,.005,.003,.002,.002,.002,.002,.003,.003,.005,.006,.007,.005,.016,.006,.005,.016,22
,PENDLETON,.004,C,C,.002,.002,.001,.002,.002,.002,.002,.001,.001,.001,.000,.000,.000,.000,.001,.011,.012,.007,.004,.005,.004,.003,.012,19
04 NO PPM,ALPINE,.000,C,C,.000,.001,.000,.000,.001,.002,.001,.001,.000,.000,.001,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.002,08
,CARMEL MT RCH,.002,C,C,C,.003,.009,.013,.020,.003,.002,.004,.005,.006,.007,.005,.005,.007,.006,.006,.005,.005,.007,.008,.006,.006,.020,07
,CHULA VISTA,.000,C,C,.000,.000,.000,.000,.002,.003,.004,.004,.001,.001,.001,.001,.001,.001,.000,.001,.001,.001,.000,.000,.002,.001,.004,09
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.005,C,C,C,.005,.008,.011,.009,.001,.003,.004,.002,.001,.001,.001,.001,.000,.001,.001,.003,.003,.003,.003,.002,.003,.011,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,C,C,.000,.000,.000,.000,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,OTAY MESA DVN,.000,C,C,.000,.000,.000,.001,.002,.005,.002,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.005,08
,PENDLETON,.000,C,C,.000,.000,.000,.000,.000,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,08
06 CO PPM,CARMEL MT RCH,.5,C,C,C,.5,.6,.9,1.0,.4,.3,.4,.4,.5,.6,.6,.6,.7,.7,.8,.8,.8,.9,1.0,.7,.7,1.0,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,24,24,24,24,23,23,23,22,23,23,23,24,25,25,26,26,26,26,26,26,26,26,26,25,24,26,14
,CARMEL MT RCH,25,25,25,25,25,24,24,24,24,25,25,25,25,25,26,25,25,26,26,26,26,26,26,25,25,26,14
,CHULA VISTA,26,25,25,25,26,25,26,25,26,26,24,25,24,24,24,24,24,24,24,23,24,23,24,24,25,26,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,26,26,26,27,26,26,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,27,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,23,23,23,25,24,23,25,24,24,24,25,25,24,25,25,25,25,25,25,25,25,24,24,24,24,25,03
,OTAY MESA DVN,25,25,25,25,25,24,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,25,25,00
,PENDLETON,24,24,24,24,24,24,24,24,23,23,24,25,25,25,25,25,26,26,26,26,25,25,24,24,25,26,16
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,2.7,1.7,1.2,1.4,1.2,.6,-.5,-.8,4.8,5.8,4.2,6.6,9.0,7.8,7.4,9.5,9.1,8.4,11.4,8.0,7.9,7.5,9.7,5.4,5.4,11.4,18
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,18.9,16.4,13.9,11.5,12.6,13.3,10.1,7.5,4.0,3.9,4.6,6.2,5.3,9.2,7.3,3.5,6.9,7.5,12.0,59.4,26.0,32.1,23.5,24.5,14.1,59.4,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,19.1,14.7,17.8,7.1,8.0,9.1,6.3,12.7,11.4,7.6,7.2,6.5,6.2,5.6,9.8,5.9,4.2,9.1,9.3,9.6,19.0,11.9,24.6,8.3,10.4,24.6,22
,PENDLETON,7.8,11.5,10.8,11.8,8.8,6.2,10.2,9.2,9.8,9.6,6.2,11.4,18.6,13.6,11.3,7.0,7.5,11.4,11.2,16.4,8.0,10.7,11.6,12.9,10.5,18.6,12
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,92,98,92,85,74,90,91,64,130,263,259,284,293,315,316,306,300,316,27,32,100,78,105,97,163,316,14
,CHULA VISTA,102,105,107,107,99,104,103,105,106,134,231,276,284,277,279,282,288,292,347,28,55,51,72,99,164,347,18
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,228,266,227,237,239,248,161,123,64,20,340,315,298,266,279,274,306,298,313,132,88,105,169,100,212,340,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,85,94,95,93,81,77,87,84,114,139,192,245,257,278,297,304,313,308,346,38,63,53,17,29,154,346,18
,OTAY MESA DVN,116,119,116,66,43,130,115,120,140,168,184,292,284,279,275,272,282,309,3,354,80,344,76,51,176,354,19
,PENDLETON,44,47,42,58,56,44,50,45,52,59,110,217,233,244,255,276,300,321,1,37,33,25,38,47,110,321,17
13 SIGTHETA °,ALPINE,16,16,18,18,61,13,16,28,26,46,36,37,38,36,33,34,22,27,15,33,25,41,42,23,29,61,04
,CHULA VISTA,11,13,13,12,13,16,13,12,23,26,52,29,23,20,22,23,19,15,17,13,12,14,21,30,19,52,10
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,37,65,50,54,31,47,61,34,27,33,48,46,38,36,26,21,14,15,19,28,32,28,45,43,37,65,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
