Current Date:,1/3/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
1/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.048,.049,C,C,.047,.047,.043,.042,.036,.046,.050,.047,.044,.048,.052,.052,.052,.046,.044,.044,.045,.045,.045,.045,.046,.052,14
,CHULA VISTA,.011,.007,C,C,.002,.003,.017,.026,.020,.025,.033,.032,.036,.044,.046,.036,.031,.038,.020,.034,.030,.008,.007,.001,.023,.046,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,.002,C,C,C,.002,.003,.006,.018,.023,.028,.042,.048,.050,.050,.046,.044,.020,.008,.005,.004,.004,.003,.003,.019,.050,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.015,C,C,.007,.010,.025,.027,.025,.032,.038,.047,.048,.054,.053,.058,.055,.046,.038,.039,.028,.016,.021,.021,.032,.058,15
,OTAY MESA DVN,.015,.007,C,C,.021,.024,.029,.015,.015,.024,.038,.048,.052,.044,.049,.046,.041,.026,.008,.014,.030,.019,.016,.033,.027,.052,12
,PENDLETON,.021,.024,C,C,.009,.007,.012,.023,.021,.029,.037,.042,.052,M,M,.066,.062,.047,.026,.022,.021,.019,.017,.018,.028,.066,15
02 NOX PPM,ALPINE,.002,.002,C,C,.002,.002,.003,.007,.010,.005,.001,.002,.002,.003,.004,.005,.008,.012,.005,.001,.003,.003,.002,.002,.004,.012,17
,CARMEL MT RCH,.021,.037,C,C,C,.039,.044,.025,.056,.085,M,M,.037,.038,.030,.032,.042,.051,.061,.063,.040,.034,.026,.034,.042,.085,09
,CHULA VISTA,.014,.014,C,C,.021,.026,.018,.013,.022,.021,.018,.029,.030,.022,.019,.027,.026,.016,.029,.023,.021,.042,.038,.045,.024,.045,23
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.031,.030,C,C,C,.031,.039,.028,.022,.022,.023,.014,.012,.012,.016,.015,.016,.035,.043,.051,.041,.043,.043,.038,.029,.051,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.018,.013,C,C,.019,.020,.011,.011,.018,.015,.015,.009,.012,.010,.009,.008,.012,.018,.020,.021,.020,.030,.028,.026,.017,.030,21
,OTAY MESA DVN,.014,.025,C,C,.012,.010,.009,.021,.037,.037,.027,.013,.009,.022,.018,.019,.021,.030,.057,.041,.021,.031,.034,.007,.023,.057,18
,PENDLETON,.012,.009,C,C,.019,.027,.016,.011,.012,.012,.008,.007,.008,M,M,.013,.012,.022,.027,.021,.025,.026,.032,.027,.017,.032,22
03 NO2 PPM,ALPINE,.002,.002,C,C,.002,.002,.003,.005,.008,.003,.001,.002,.001,.002,.003,.004,.008,.011,.004,.001,.002,.003,.002,.002,.003,.011,17
,CARMEL MT RCH,.018,.025,C,C,C,.023,.026,.020,.027,.036,M,M,.022,.023,.020,.022,.031,.040,.046,.044,.033,.031,.023,.030,.028,.046,18
,CHULA VISTA,.014,.014,C,C,.017,.019,.017,.012,.017,.017,.014,.022,.023,.018,.017,.024,.025,.016,.029,.023,.021,.040,.036,.036,.021,.040,21
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.021,.021,C,C,C,.019,.019,.020,.014,.016,.017,.011,.010,.010,.013,.014,.015,.032,.037,.040,.036,.035,.034,.031,.022,.040,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.016,.013,C,C,.018,.018,.011,.010,.014,.012,.012,.008,.010,.009,.008,.007,.012,.018,.020,.020,.020,.030,.028,.026,.015,.030,21
,OTAY MESA DVN,.014,.025,C,C,.011,.009,.009,.017,.025,.026,.020,.011,.008,.018,.016,.017,.019,.028,.050,.038,.021,.030,.033,.007,.021,.050,18
,PENDLETON,.010,.008,C,C,.015,.020,.013,.008,.009,.009,.006,.005,.006,M,M,.011,.011,.021,.026,.020,.023,.025,.029,.025,.015,.029,22
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.002,.002,.001,.000,.000,.000,.001,.001,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.002,07
,CARMEL MT RCH,.003,.012,C,C,C,.015,.018,.005,.029,.049,M,M,.016,.015,.011,.009,.011,.012,.015,.019,.006,.003,.002,.004,.013,.049,09
,CHULA VISTA,.000,.000,C,C,.004,.006,.001,.001,.005,.005,.003,.007,.007,.004,.002,.003,.001,.000,.000,.000,.000,.001,.002,.009,.003,.009,23
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.010,.009,C,C,C,.012,.020,.008,.008,.006,.006,.003,.002,.002,.002,.001,.001,.003,.005,.011,.005,.008,.009,.008,.007,.020,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.000,C,C,.001,.003,.000,.001,.004,.003,.003,.001,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.004,08
