Current Date:,1/10/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
1/9/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.027,.03,.032,.033,.035,.037,.04,.041,.042,.043,.043,.043,.043,.043,.042,.043,.043,.043,.043,.044,.044,.044,.043,.042,0.04,0.044,19
,CHULA VISTA,.026,.03,.031,.031,.033,.034,,,,,,,.041,.041,.042,.042,.042,.042,.042,.042,.042,.041,.04,.039,0.037,0.042,14
,EL CAJON LES,.014,.016,.018,.02,.022,.023,.024,,,,,,,,,,,,,,,,,,0.019,0.024,06
,KEARNY MESA,.026,.028,.028,.028,.031,.034,.037,.038,.039,.039,.04,.04,.04,.04,.039,.039,.038,.038,.037,.036,.036,.032,.028,.027,0.034,0.04,10
,OTAY MESA DVN,.025,.03,.031,.031,.032,.033,.035,.037,.036,.036,.036,.037,.037,.038,.038,.038,.038,.039,.038,.038,.039,.038,.036,.034,0.035,0.039,17
,PENDLETON,.027,.032,.034,.036,.039,.042,.045,.046,.046,.047,.047,.047,.048,.048,.048,.048,.048,.045,.041,.04,.038,.032,.026,.02,0.04,0.048,12
