Current Date:,1/21/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
1/20/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.037,.037,C,C,.038,.037,.035,.034,.035,.038,.040,.041,.042,.045,.045,.045,.045,.042,.039,.037,.035,.034,.036,.035,.038,.045,13
,CHULA VISTA,.041,.041,C,C,.040,.040,.040,.040,.040,.040,.040,.041,.042,.043,.043,.043,.043,.040,.034,.018,.006,.017,.015,.014,.034,.043,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.033,.035,C,C,C,.035,.034,.034,.038,.040,.040,.041,.043,.045,.045,.045,.044,.037,.029,.025,.020,.020,.017,.007,.033,.045,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.036,.037,C,C,.036,.034,.036,.038,.038,.039,.041,.042,.043,.044,.045,.045,.041,.036,.035,.019,.017,.020,.016,.020,.034,.045,14
,OTAY MESA DVN,.036,.038,C,C,.037,.039,.039,.040,.041,.041,.042,.042,.044,.044,.044,.045,.044,.042,.039,.036,.033,.031,.033,.033,.039,.045,15
,PENDLETON,.042,.041,C,C,.041,.042,.040,.035,.041,,P,.040,.044,.045,.047,.047,.047,.046,.045,.040,.038,.029,.026,.026,.040,.047,14
02 NOX PPM,ALPINE,.002,.002,C,C,.001,.001,.002,.004,.004,.003,.002,.002,.002,.002,.002,.002,.002,.002,.003,.004,.003,.002,.002,.001,.002,.004,07
,CARMEL MT RCH,.015,.014,C,C,C,.016,.014,.016,.018,.015,.016,.015,.012,.013,.015,.014,.014,.016,.020,.018,.016,.011,.011,.019,.015,.020,18
,CHULA VISTA,.002,.001,C,C,.001,.002,.001,.002,.002,.002,.002,.002,.002,.002,.002,.003,.002,.003,.007,.017,.034,.018,.019,.020,.007,.034,20
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.004,.002,C,C,C,.002,.003,.006,.003,.002,.002,.002,.002,.002,.002,.002,.002,.006,.010,.014,.013,.012,.011,.021,.006,.021,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.003,.006,.003,.002,.003,.002,.001,.001,.002,.002,.002,.002,.003,.004,.005,.013,.014,.010,.013,.009,.005,.014,20
,OTAY MESA DVN,.003,.002,C,C,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.002,.001,.001,.001,.002,.002,.003,.004,.004,.003,.002,.004,21
,PENDLETON,-.001,-.001,C,C,.000,.000,.000,.005,.001,,P,.008,.001,.001,.000,-.001,-.001,-.001,-.001,.001,.002,.007,.007,.004,.002,.008,11
03 NO2 PPM,ALPINE,.002,.002,C,C,.001,.001,.002,.003,.004,.002,.002,.001,.001,.001,.002,.002,.002,.002,.003,.003,.003,.002,.001,.001,.002,.004,08
,CARMEL MT RCH,.010,.012,C,C,C,.009,.008,.008,.010,.008,.008,.008,.007,.007,.008,.008,.008,.010,.013,.014,.015,.010,.010,.016,.010,.016,23
,CHULA VISTA,.001,.001,C,C,.001,.001,.001,.001,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.007,.017,.030,.017,.019,.020,.006,.030,20
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.002,C,C,C,.002,.003,.005,.002,.001,.001,.001,.001,.001,.001,.001,.002,.005,.010,.013,.013,.011,.010,.016,.005,.016,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.003,.005,.003,.002,.002,.002,.001,.001,.001,.001,.001,.001,.002,.004,.005,.013,.013,.010,.012,.009,.004,.013,19
,OTAY MESA DVN,.003,.001,C,C,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.002,.003,.004,.003,.003,.002,.004,21
,PENDLETON,-.001,-.001,C,C,.001,.000,.001,.005,.001,,P,.004,.001,.001,.000,-.001,-.001,-.001,-.001,.001,.003,.007,.007,.004,.002,.007,21
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,09
,CARMEL MT RCH,.005,.002,C,C,C,.007,.006,.008,.008,.007,.007,.007,.006,.006,.007,.006,.006,.006,.007,.004,.002,.001,.001,.003,.005,.008,07
,CHULA VISTA,.000,.000,C,C,.000,.000,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.001,.003,.000,.001,.000,.001,.003,20
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.001,.000,C,C,C,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.005,.001,.005,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.001,08
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,PENDLETON,.000,.000,C,C,.000,.000,.000,.000,.000,,P,.005,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.005,11
06 CO PPM,CARMEL MT RCH,.4,.4,C,C,C,.4,.4,.4,.4,.4,.5,.5,.4,.5,.5,.5,.5,.6,.7,.5,.5,.4,.4,.6,.5,.7,18
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,25,25,25,25,24,25,26,00
,CARMEL MT RCH,26,26,27,27,27,27,27,26,26,26,25,26,26,26,26,26,25,26,26,26,26,26,25,25,26,27,02
,CHULA VISTA,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,24,24,25,25,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,25,25,00
,OTAY MESA DVN,25,25,25,26,25,25,25,25,25,25,25,25,25,24,25,24,24,24,25,24,25,25,25,25,25,26,03
